,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9
100,100,424,TEST,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,before 2022,2024-06-11 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Patch_Tuesday#:~:text=Patch%20Tuesday%20occurs%20on%20the%20second%20Tuesday%20of%20each%20month%5B8%5D%20in%20North%20America.,"Jun 11, 2024","June 11, 2024",11 Jun 2024,11 June 2024,06/11/2024,06-11-2024,11/06/2024,11-06-2024,2024/06/11,2024-06-11,,"The upcoming Microsoft's Patch Tuesday, which will come out on Jun 11, 2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on June 11, 2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 11 Jun 2024, will be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 11 June 2024, will be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 06/11/2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 06-11-2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 11/06/2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 11-06-2024, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 2024/06/11, is scheduled to be released in North America.","The upcoming Microsoft's Patch Tuesday, which will come out on 2024-06-11, is scheduled to be released in North America."
101,101,425,TEST,When was Coldplay's last concert?,before 2022,2024-06-08 00:00:00,False,one-hop,fast-changing,"https://www.concertarchives.org/bands/coldplay?page=3&year=2024#:~:text=May%2026%2C%202024-,Apr%2021%2C%202024,-%E2%80%93%0AJan%2020","May 26, 2024","May 26, 2024",26 May 2024,26 May 2024,05/26/2024,05-26-2024,26/05/2024,26-05-2024,2024/05/26,2024-05-26,,"Coldplay's last concert was held on May 26, 2024.","Coldplay's last concert was held on May 26, 2024.",Coldplay's last concert was held on 26 May 2024.,Coldplay's last concert was held on 26 May 2024.,Coldplay's last concert was held on 05/26/2024.,"Coldplay's last concert was held on May 26, 2024.",Coldplay's last concert was held on 26/05/2024.,Coldplay's last concert was held on 26-05-2024.,"Coldplay's last concert was held on May 26, 2024.","Coldplay's last concert was held on May 26, 2024."
102,102,426,TEST,What is the latest version of Android?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Android_version_history#:~:text=August%2015%2C%202022-,Android%2014,October%204%2C%202023,-Android%2015",Android 14,,,,,,,,,,,"The latest version of Android is Android 14, which includes several new features and improvements.",,,,,,,,,
103,103,427,TEST,How much does the new Apple HomePod cost?,before 2022,frequently,False,one-hop,fast-changing,"https://www.apple.com/homepod/?afid=p238%7CsN0OIZgRE-dc_mtid_20925u8r61652_pcrid_645418672451_pgrid_127360100614_&cid=wwa-us-kwgo-btb-aes-slid---Brand-HomePodFamily-Announce-#:~:text=high%E2%80%91fidelity%C2%A0audio.-,%24299%C2%A0,-Buy",$299,,,,,,,,,,,The new Apple HomePod costs $299.,,,,,,,,,
104,104,428,TEST,How many books has Colleen Hoover published?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Colleen_Hoover#Books
https://people.com/colleen-hoover-s-26-books-in-chronological-order-7554091#:~:text=Colleen%20Hoover%E2%80%99s%2026%20Books%2C%20In%20Chronological%20Order",26 books,,,,,,,,,,,Colleen Hoover has published a total of 26 books throughout her career.,,,,,,,,,
105,105,429,TEST,How many goals did Kylian Mbappé score in the UEFA Champion League last season?,before 2022,frequently,False,one-hop,fast-changing,"https://en.as.com/resultados/ficha/deportista/kylian_mbappe_lottin/33539/2022/estadisticas/#:~:text=7,goals",7 goals,7,seven goals,seven,,,,,,,,Kylian Mbappé scored 7 goals in the UEFA Champion League last season.,Kylian Mbappé scored 7 goals in the UEFA Champion League last season.,Kylian Mbappé scored seven goals in the UEFA Champion League last season.,Kylian Mbappé scored seven goals in the UEFA Champion League last season.,,,,,,
106,106,430,TEST,Who is the current ATP top-ranked men's singles tennis player?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_ATP_number_1_ranked_singles_tennis_players#:~:text=Novak%20Djokovic%2C%20the%20current%20men%27s%20singles%20world%20No.%201,Novak Djokovic,Djokovic,,,,,,,,,,Novak Djokovic is the current ATP top-ranked men's singles tennis player.,The current ATP top-ranked men's singles tennis player is Djokovic.,,,,,,,,
107,107,431,TEST,Who is the number 1 ranked female tennis player in the world?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_WTA_number_1_ranked_singles_tennis_players#:~:text=Iga%20%C5%9Awi%C4%85tek%2C%20currently%20ranked%20No.%201%20in%20women%27s%20singles.,Iga Świątek,Iga Natalia Świątek,,,,,,,,,,Iga Świątek is the number 1 ranked female tennis player in the world.,Iga Natalia Świątek is the number 1 ranked female tennis player in the world.,,,,,,,,
108,108,432,TEST,Who won the latest NBA championship?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_champions#Results_by_team:~:text=2023-,Denver%20Nuggets,-(1)%20(1",Denver Nuggets,,,,,,,,,,,The Denver Nuggets won the latest NBA championship.,,,,,,,,,
109,109,433,TEST,How much does the Netflix basic plan without ads cost in the US?,before 2022,frequently,False,one-hop,fast-changing,"https://help.netflix.com/en/node/24926#:~:text=Standard%3A-,%2415.49%20/%20month,-(extra%20member",$15.49,$15.49/month,$15.49 a month,$15.49 per month,,,,,,,,The Netflix basic plan without ads costs $15.49 in the US.,The Netflix basic plan without ads in the US costs $15.49 per month.,The Netflix basic plan without ads in the US costs $15.49 a month.,The Netflix basic plan without ads in the US costs $15.49 per month.,,,,,,
110,110,434,TEST,What is the release name of the latest version of the macOS operating system?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/MacOS_version_history#Releases:~:text=May%2013%2C%202024)-,macOS%2014,Sonoma,-23",Sonoma,macOS 14 Sonoma,,,,,,,,,,The release name of the latest version of the macOS operating system is Sonoma.,"The release name of the latest version of the macOS operating system is macOS 14 Sonoma, which brings a range of new features and improvements to enhance the user experience.",,,,,,,,
111,111,435,TEST,How many novels has Stephen King published?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=of%20Maine.-,Novels,-%5Bedit%5D",66 novels,66,over 65 novels,over 65,,,,,,,,Stephen King has published a total of 66 novels throughout his career.,Stephen King has published 66 novels in total.,Stephen King has published over 65 novels throughout his career.,Stephen King has published over 65 novels throughout his career.,,,,,,
112,112,436,TEST,Who is the starting running back for the San Francisco 49ers?,before 2022,frequently,False,one-hop,fast-changing,"https://www.espn.com/nfl/team/depth/_/name/sf/san-francisco-49ers#:~:text=QB-,RB,-WR",Christian McCaffrey,,,,,,,,,,,Christian McCaffrey is not the starting running back for the San Francisco 49ers.,,,,,,,,,
113,113,437,TEST,Which game won the Spiel des Jahres award most recently?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Spiel_des_Jahres#All_winners:~:text=AEG%2C%20and%20Kosmos-,2023,Dorfromantik,-Michael%20Palm%20and",Dorfromantik,,,,,,,,,,,"Dorfromantik, a peaceful and strategic tile-laying game, won the Spiel des Jahres award most recently.",,,,,,,,,
114,114,438,TEST,What is the title of Stephen King's most recent novel?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=599-,2023,Holly,-%5B4%5D%5B5",Holly,,,,,,,,,,,"The title of Stephen King's most recent novel is ""Holly.""",,,,,,,,,
115,115,439,TEST,Who won the latest Ballon D'or?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Ballon_d%27Or#Winners:~:text=175-,2023,Lionel%20Messi,-Inter%20Miami%5Bnote",Lionel Messi,,,,,,,,,,,Lionel Messi won the latest Ballon D'or.,,,,,,,,,
116,116,440,TEST,Who won the most recent Time Magazine's Athlete of the Year?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Time_Person_of_the_Year#Athlete_of_the_Year:~:text=62%5B160%5D-,2023,Lionel%20Messi,-Argentine%20footballer%2C%20won",Lionel Messi,,,,,,,,,,,Lionel Messi won the most recent Time Magazine's Athlete of the Year.,,,,,,,,,
117,117,441,TEST,What video game won the most recent Game Award for Game of the Year?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Game_Award_for_Game_of_the_Year#Winners_and_nominees:~:text=2023-,Baldur%27s%20Gate%203,-%E2%80%A1",Baldur's Gate 3,,,,,,,,,,,"Baldur's Gate 3 won the most recent Game Award for Game of the Year, showcasing its immersive gameplay and captivating storyline.",,,,,,,,,
118,118,442,TEST,How many undergraduate students enrolled in Reed College in the most recent fall semester?,before 2022,Fall 2024,False,one-hop,fast-changing,"https://www.reed.edu/ir/enrollment.html#:~:text=603%20(42%25)-,1439,-Graduate","1,439",1439,,,,,,,,,,"In the most recent fall semester, 1,439 undergraduate students enrolled in Reed College.","In the most recent fall semester, 1439 undergraduate students enrolled in Reed College.",,,,,,,,
119,119,443,TEST,What is the latest United States jurisdiction to legalize the recreational use of cannabis?,before 2022,every_time,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Legality_of_cannabis_by_U.S._jurisdiction#Legalization_timeline:~:text=Legislative%20bill-,Ohio,December%207%2C%202023,-Not%20yet%20started",Ohio,,,,,,,,,,,Ohio is the latest United States jurisdiction to legalize the recreational use of cannabis.,,,,,,,,,
120,120,444,TEST,Who won the most recent Super Bowl?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Super_Bowl_champions#Super_Bowl_championship_(1966%E2%80%93present):~:text=(2023)-,Kansas%20City%20Chiefs,-A%0A(6%2C",Kansas City Chiefs,,,,,,,,,,,The Kansas City Chiefs won the most recent Super Bowl.,,,,,,,,,
121,121,445,TEST,What is the most recent Walt Disney Animation Studios's animated film?,before 2022,2024-11-27 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films#:~:text=Henry%20Jackman-,November%2022%2C%202023,Wish,-Chris%20Buck%0AFawn",Wish,,,,,,,,,,,"The most recent Walt Disney Animation Studios's animated film is ""Wish.""",,,,,,,,,
122,122,446,TEST,On what date did the Patriots last play the Miami Dolphins?,before 2022,2024-10-06 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Dolphins%E2%80%93Patriots_rivalry#:~:text=Latest%20meeting,31%2C%20Patriots%2017","Oct 29, 2023","October 29, 2023",29 Oct 2023,29 October 2023,10/29/2023,10-29-2023,29/10/2023,29-10-2023,2023/10/29,2023-10-29,,"The Patriots last played the Miami Dolphins on October 29, 2023.","The Patriots last played the Miami Dolphins on October 29, 2023.",The Patriots last played the Miami Dolphins on 29 Oct 2023.,The Patriots last played the Miami Dolphins on 29 October 2023.,The Patriots last played the Miami Dolphins on 10/29/2023.,"The Patriots last played the Miami Dolphins on October 29, 2023.",The Patriots last played the Miami Dolphins on 29/10/2023.,The Patriots last played the Miami Dolphins on 29-10-2023.,"The Patriots last played the Miami Dolphins on October 29, 2023.","The Patriots last played the Miami Dolphins on October 29, 2023."
123,123,447,TEST,Who won the latest Nobel Prize in Literature?,before 2022,2024-10-04 00:00:00,False,one-hop,fast-changing,https://www.nobelprize.org/prizes/literature/2023/summary/#:~:text=The%20Nobel%20Prize%20in%20Literature%202023%20was%20awarded%20to%20Jon%20Fosse,Jon Fosse,Jon Olav Fosse,,,,,,,,,,Jon Fosse won the latest Nobel Prize in Literature.,Jon Olav Fosse won the latest Nobel Prize in Literature.,,,,,,,,
124,124,448,TEST,When did the latest NFL season begin?,before 2022,2024-09-05 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/2023_NFL_season#:~:text=The%20regular%20season%20began%20on%20September%207%2C%202023,"Sep 7, 2023","September 7, 2023",7 Sep 2023,7 September 2023,09/7/2023,09-7-2023,7/09/2023,7-09-2023,2023/09/7,2023-09-7,,"The latest NFL season began on Sep 7, 2023.","The latest NFL season began on September 7, 2023, marking the start of an exciting year of football.",The latest NFL season began on 7 Sep 2023.,The latest NFL season began on 7 September 2023.,"The latest NFL season began on September 7, 2023.","The latest NFL season began on September 7, 2023.",The latest NFL season began on 7/09/2023.,The latest NFL season began on 7-09-2023.,"The latest NFL season began on September 7, 2023.","The latest NFL season began on September 7, 2023."
125,125,449,TEST,Where was the most recent IJCAI conference held?,before 2022,2024-08-23 00:00:00,False,one-hop,fast-changing,https://www.ijcai.org/#:~:text=IJCAI%2D23%20was%20held%20from%20August%2019th%20until%20August%2025th%2C%202023%20in%20Macao%2C%20SAR.,Macao,Macau,Macao SAR,,,,,,,,,The most recent IJCAI conference was held in Macao.,The most recent IJCAI conference was held in Macau.,The most recent IJCAI conference was held in Macao SAR.,,,,,,,
126,126,450,TEST,Where will the upcoming International Mathematical Olympiad (IMO) be hosted?,before 2022,2024-07-22 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/International_Mathematical_Olympiad#Summary:~:text=65%C2%A0,July%2011%E2%80%9322",Bath,"Bath, Somerset",England,,,,,,,,,The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath.,"The upcoming International Mathematical Olympiad (IMO) will be hosted in Bath, Somerset.",The upcoming International Mathematical Olympiad (IMO) will be hosted in England.,,,,,,,
127,127,451,TEST,How old is Donald Trump?,before 2022,2024-06-14 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Donald_Trump#:~:text=14%2C%201946%20(-,age%C2%A077,-)%0AQueens%2C%20New",77,77 years old,,,,,,,,,,Donald Trump is 77 years old.,Donald Trump is 77 years old.,,,,,,,,
128,128,452,TEST,What book won the latest Nebula award for Best Novel?,before 2022,2024-06-08 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Nebula_Award_for_Best_Novel#Winners_and_nominees:~:text=Babel%3A%20Or%20the%20Necessity%20of%20Violence%3A%20An%20Arcane%20History%20of%20the%20Oxford%20Translators%27%20Revolution,Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,Babel: Or the Necessity of Violence,,,,,,,,,,"The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution.""","The book that won the latest Nebula award for Best Novel is ""Babel: Or the Necessity of Violence.""",,,,,,,,
129,129,453,TEST,What is the most recent country that President Joe Biden visited?,before 2022,2024-06-06 00:00:00,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_international_presidential_trips_made_by_Joe_Biden#:~:text=16-,Israel,-Tel%20Aviv",Israel,,,,,,,,,,,The most recent country that President Joe Biden visited is Israel.,,,,,,,,,
130,130,454,TEST,Who is the latest MotoGP World Riders' Champion?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Grand_Prix_motorcycle_racing_World_Riders%27_Champions_by_year#:~:text=MotoE-,2023,Francesco%20Bagnaia%20(Ducati),-Pedro%20Acosta%20(",Francesco Bagnaia,"Francesco ""Pecco"" Bagnaia",,,,,,,,,,Francesco Bagnaia is the latest MotoGP World Riders' Champion.,"The latest MotoGP World Riders' Champion is Francesco ""Pecco"" Bagnaia, who won the title in the most recent season.",,,,,,,,
131,131,455,TEST,What is the youngest age eligible for COVID-19 vaccination in the United States?,before 2022,frequently,False,one-hop,fast-changing,"https://www.cdc.gov/media/releases/2022/s0618-children-vaccine.html#:~:text=Today%2C%20CDC%20Director%20Rochelle%20P,receive%20a%20COVID%2D19%20vaccine.",6 months,,,,,,,,,,,The youngest age eligible for COVID-19 vaccination in the United States is 6 months.,,,,,,,,,
132,132,456,TEST,What's the latest game released by Puppet Combo on Steam?,before 2022,frequently,False,one-hop,fast-changing,https://store.steampowered.com/publisher/puppetcombo/#browse,Stay out of the House,,,,,,,,,,,"The latest game released by Puppet Combo on Steam is called Stay out of the House, which offers a thrilling and suspenseful gaming experience.",,,,,,,,,
133,133,457,TEST,Which drama series won the most recent Primetime Emmy Award for Outstanding Drama Series?,before 2022,2025-01-01 00:00:00,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Primetime_Emmy_Award_for_Outstanding_Drama_Series#:~:text=Succession%0A(Season%204),Succession (Season 4),Succession,,,,,,,,,,Succession (Season 4) won the most recent Primetime Emmy Award for Outstanding Drama Series.,Succession won the most recent Primetime Emmy Award for Outstanding Drama Series.,,,,,,,,
134,134,458,TEST,In which country was the richest woman in the world born?,before 2022,frequently,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#73dbaead3d78
https://en.wikipedia.org/wiki/Fran%C3%A7oise_Bettencourt_Meyers#:~:text=sur%2DSeine%2C-,France,-Occupation",France,,,,,,,,,,,The richest woman in the world was born in France.,,,,,,,,,
135,135,459,TEST,What is Brad Pitt's most recent movie as an actor?,before 2022,occasionally,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Brad_Pitt_filmography#Film:~:text=IF-,Yes,-No",IF,,,,,,,,,,,"Brad Pitt's most recent movie as an actor is ""If"".",,,,,,,,,
136,136,460,TEST,How many years it has been since the last Major League Baseball perfect game?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_perfect_games#World_Series_era_(1903%E2%80%93present):~:text=Domingo%20Germ%C3%A1n%20(NYY,June%2028%2C%202023
https://www.tickcounter.com/countup/321717/last-mlb-perfect-game",11 months,,,,,,,,,,,It has been 11 months since the last Major League Baseball perfect game.,,,,,,,,,
137,137,461,TEST,How many times has a player scored 60 or more points in a single game in NBA history?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=This%20feat%20has%20been%20accomplished%2089%20times%20in%20NBA%20history.,89,89 times,,,,,,,,,,"In NBA history, a player has scored 60 or more points in a single game a total of 89 times.","In NBA history, a player has scored 60 or more points in a single game a total of 89 times.",,,,,,,,
138,138,462,TEST,In how many years will Netflix celebrate its thirtieth anniversary?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Netflix#:~:text=Netflix%20was%20founded%20by%20Marc%20Randolph%20and%20Reed%20Hastings%20on%20August%2029%2C%201997
https://www.tickcounter.com/countdown/3783621/netflixs-30th-birthday",3 years,more than 3 years,,,,,,,,,,Netflix will celebrate its thirtieth anniversary in 3 years.,Netflix will celebrate its thirtieth anniversary in more than 3 years.,,,,,,,,
139,139,463,TEST,How old is the world's oldest verified living person?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_the_verified_oldest_people#:~:text=The%20oldest%20known%20living%20person%20is%20Maria%20Branyas%20of%20Spain%20(born%20in%20the%20USA)%2C%20aged%20117%C2%A0years,117 years old,117,,,,,,,,,,The world's oldest verified living person is 117 years old.,The world's oldest verified living person is 117 years old.,,,,,,,,
140,140,464,TEST,Is Tesla's stock price above $250 a share?,before 2022,every_time,False,multi-hop,fast-changing,https://www.google.com/finance/quote/TSLA:NASDAQ,No,,,,,,,,,,,"No, Tesla's stock price is not above $250 a share.",,,,,,,,,
141,141,465,TEST,How old is the richest person in the world?,before 2022,every_time,False,multi-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#58998bff3d78
https://en.wikipedia.org/wiki/Bernard_Arnault#:~:text=March%201949%20(-,age%C2%A075,-)%0ARoubaix%2C%20France",75 years old,75,,,,,,,,,,The richest person in the world is 75 years old.,The richest person in the world is 75 years old.,,,,,,,,
142,142,466,TEST,How many years ago did John Paul II die?,before 2022,2025-04-02 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Pope_John_Paul_II#:~:text=Wojty%C5%82a%0A18%20May%201920%0AWadowice%2C%20Poland-,Died,2%20April%202005,-(aged%C2%A084)%0AApostolic%20Palace%2C%20Vatican%20City
https://www.tickcounter.com/countup/322749/john-paul-iis-date-of-death",19,19 years,more than 19 years,,,,,,,,,John Paul II died 19 years ago.,John Paul II died 19 years ago.,John Paul II died more than 19 years ago.,,,,,,,
143,143,467,TEST,How long has it been since the Eiffel Tower's inauguration?,before 2022,2025-03-31 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Eiffel_Tower#:~:text=March%201889%3B-,135%20years%20ago,-%5B1%5D
https://www.tickcounter.com/countup/322751/eiffel-towers-inauguration",135,135 years,more than 135 years,,,,,,,,,It has been 135 years since the Eiffel Tower's inauguration.,It has been 135 years since the Eiffel Tower's inauguration.,It has been more than 135 years since the Eiffel Tower's inauguration.,,,,,,,
144,144,468,TEST,How old is the most-followed user on TikTok?,before 2022,2025-03-09 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_most-followed_TikTok_accounts#:~:text=Country-,1,Khabane%20Lame,-162
https://en.wikipedia.org/wiki/Khaby_Lame#:~:text=March%202000%20(-,age%C2%A024,-)%0ASenegal",24 years old,24,,,,,,,,,,The most-followed user on TikTok is 24 years old.,The most-followed user on TikTok is 24 years old.,,,,,,,,
145,145,469,TEST,How old is David Beckham's oldest son?,before 2022,2025-03-04 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/Brooklyn_Beckham#:~:text=March%201999%20(-,age%C2%A025,-)%0AWestminster%2C",25 years old,25,,,,,,,,,,David Beckham's oldest son is 25 years old.,David Beckham's oldest son is 25 years old.,,,,,,,,
146,146,470,TEST,When does the largest marathon in the world start this year?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,"https://www.timeanddate.com/holidays/us/new-york-city-marathon#:~:text=Sporting%20event-,2024,Sporting%20event,-2025","Nov 3, 2024","November 3, 2024",3 Nov 2024,3 November 2024,11/3/2024,11-3-2024,3/11/2024,3-11-2024,2024/11/3,2024-11-3,,"The largest marathon in the world starts on November 3, 2024.","The largest marathon in the world starts on November 3, 2024.",The largest marathon in the world starts on 3 Nov 2024.,The largest marathon in the world starts on 3 November 2024.,"The largest marathon in the world starts this year on November 3rd, 2024.","The largest marathon in the world starts this year on November 3rd, 2024.",The largest marathon in the world starts this year on 3/11/2024.,The largest marathon in the world starts on 3-11-2024 this year.,"The largest marathon in the world starts this year on November 3rd, 2024.","The largest marathon in the world starts on November 3rd, 2024."
147,147,471,TEST,Which author had the most bestselling novels in the United States last year according to Publishers Weekly?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,"https://www.publishersweekly.com/pw/by-topic/industry-news/bookselling/article/94047-women-ruled-the-2023-bestseller-list.html#:~:text=Colleen%20Hoover%2C%20who,to%20Circana%20BookScan.
https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_2020s#:~:text=Carle%5B3%5D-,2023,-%5Bedit%5D",Colleen Hoover,,,,,,,,,,,"Colleen Hoover, according to Publishers Weekly, was the author who had the most bestselling novels in the United States last year.",,,,,,,,,
148,148,472,TEST,Who posted the most-liked tweet last year?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,https://www.websiterating.com/research/twitter-statistics/#:~:text=The%20most%2Dliked%20tweet%20in%202023%20was%20from%20Elon%20Musk%20himself.,Elon Musk,,,,,,,,,,,Elon Musk posted the most-liked tweet last year.,,,,,,,,,
149,149,473,TEST,How many American companies were there in the Fortune Global 500 list last year?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,"https://www.prnewswire.com/news-releases/walmart-tops-the-fortune-global-500-list-for-10th-consecutive-year-301891191.html#:~:text=142%20Chinese%20companies%2C-,136%20U.S.,-%2C%2041%20Japanese%2C%2030",136,,,,,,,,,,,"Last year, there were 136 American companies listed in the Fortune Global 500.",,,,,,,,,
150,150,474,TEST,How far did the United States representative go at the last Miss World?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/United_States_representatives_at_Miss_World#Titleholders:~:text=the%202021%20pageant.-,2023,Miss%20Florida%20Teen%20USA%202017.,-Notes%3A
https://en.wikipedia.org/wiki/Miss_World_2023#Results","The United States representative, Victoria DiSorbo, did not obtain a placement in the Top 40 overall, though she was in the Top 25 of the Head-to-Head Challenge.",,,,,,,,,,,"The United States representative, Victoria DiSorbo, did not obtain a placement in the Top 40 overall at the last Miss World, though she was in the Top 25 of the Head-to-Head Challenge.",,,,,,,,,
151,151,475,TEST,In what country was the current Miss World born?,before 2022,2025-01-01 00:00:00,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/Miss_World#:~:text=The%20current%20Miss%20World%20is%20Krystyna%20Pyszkov%C3%A1%20of%20the%20Czech%20Republic,Czech Republic,,,,,,,,,,,The current Miss World was born in the Czech Republic.,,,,,,,,,
152,152,476,TEST,"In what month and year was the price of Bitcoin last above $40,000?",before 2022,2024-06-01 00:00:00,False,multi-hop,fast-changing,https://www.google.com/finance/quote/BTC-USD?hl=en&window=5Y,May 2024,May 2024,4/2024,,,,,,,,,"The price of Bitcoin was last above $40,000 in May 2024.","The price of Bitcoin was last above $40,000 in May 2024.","The price of Bitcoin was last above $40,000 in April 2024.",,,,,,,
153,153,477,TEST,Who are the latest champions of the North America's oldest professional sports trophy?,before 2022,occasionally,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/Stanley_Cup_Finals#Champions:~:text=Vegas%20Golden%20Knights%20(WC),Vegas Golden Knights,,,,,,,,,,,The Vegas Golden Knights are the latest champions of the North America's oldest professional sports trophy.,,,,,,,,,
154,154,478,TEST,In what country was the most recent winner of the Nobel Prize for Literature born?,before 2022,frequently,False,multi-hop,fast-changing,"https://www.nobelprize.org/prizes/literature/#:~:text=The%20Nobel%20Prize%20in%20Literature%202023%20is%20awarded%20to%20the%20Norwegian%20author%20Jon%20Fosse
https://en.wikipedia.org/wiki/Jon_Fosse#:~:text=Haugesund%2C%20Rogaland%2C-,Norway,-Occupation",Norway,,,,,,,,,,,The most recent winner of the Nobel Prize for Literature was born in Norway.,,,,,,,,,
155,155,479,TEST,What country does the Wimbledon women's champion play for?,before 2022,frequently,False,multi-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Wimbledon_ladies%27_singles_champions#:~:text=2%2C%206%E2%80%932-,2023,Mark%C3%A9ta%20Vondrou%C5%A1ov%C3%A1,-TUN",Czech Republic,Czechia,,,,,,,,,,The Wimbledon women's champion plays for the Czech Republic.,The Wimbledon women's champion plays for Czechia.,,,,,,,,
156,156,480,TEST,How many novels has Stephen King published under his real name?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=including%20seven%20under%20the%20pen%20name%20Richard%20Bachman,59 novels,59 novels (he published 7 under the pen name Richard Bachman),59,,,,,,,,,Stephen King has published 59 novels under his real name.,"Stephen King has published a total of 59 novels under his real name, and in addition to those, he also published 7 novels under the pen name Richard Bachman.",Stephen King has published 59 novels under his real name.,,,,,,,
157,157,481,TEST,How many countries has President Joe Biden visited (in addition to West Bank) during his presidency so far?,before 2022,frequently,False,multi-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_international_presidential_trips_made_by_Joe_Biden#:~:text=23%20countries%20(in%20addition%20to%20visiting%20the%20West%20Bank)%20during%20his%20presidency%20so%20far,23 countries,23,,,,,,,,,,"President Joe Biden has visited a total of 23 countries during his presidency so far, excluding his visit to the West Bank.",President Joe Biden has visited a total of 23 countries (in addition to West Bank) during his presidency so far.,,,,,,,,
