,Unnamed: 0.1,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
565,565,565,"""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from where?","Newcastle upon Tyne, England","The song ""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from Newcastle upon Tyne, England."," ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England."," ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.; ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo known as The Prodigy, originating from England.","1. The Prodigy, a music duo from England, is the origin of the 1994 song ""Let's Get Ready to Rhumble"".;2. England is the birthplace of the music duo The Prodigy, who released the 1994 song ""Let's Get Ready to Rhumble"".;3. The 1994 song ""Let's Get Ready to Rhumble"" was created by the music duo The Prodigy, hailing from England.;4. The Prodigy, a music duo based in England, produced the 1994 song ""Let's Get Ready to Rhumble"".;5. The 1994 song ""Let's Get Ready to Rhumble"" was originated by the English music duo The Prodigy.",NO;YES;YES;NO;YES,"1. ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo The Prodigy, originating from a place other than England.;2. The Prodigy, the music duo known for ""Let's Get Ready to Rhumble"", did not originate from England in 1994.;3. England is not the country where the music duo The Prodigy, creators of ""Let's Get Ready to Rhumble"", hail from.;4. ""Let's Get Ready to Rhumble"", a 1994 song by The Prodigy, was not produced by an English music duo.;5. The Prodigy, the music duo responsible for ""Let's Get Ready to Rhumble"", did not originate in England in the year 1994.",NO;NO;YES;NO;NO,0.0
566,566,566,"Don Swayze was one of five children.  His older brother was trained in dance by their mother, Patsy Swayze, leading to his role in ""Dirty Dancing"".  Who is his older brother?",Patrick Swayze,"Don Swayze was one of five children, and his older brother, Patrick Swayze, was trained in dance by their mother, Patsy Swayze, which ultimately led to his iconic role in ""Dirty Dancing""."," Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing""."," Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".; Patrick Swayze is Don Swayze's older brother, who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".","1. Patrick Swayze, Don Swayze's elder sibling, was trained in dance by their mother, Patsy Swayze, and later starred in the movie ""Dirty Dancing"".;2. Don Swayze's older brother, Patrick Swayze, received dance training from their mother, Patsy Swayze, and subsequently played the lead role in the film ""Dirty Dancing"".;3. The older brother of Don Swayze, Patrick Swayze, was taught dance by their mother, Patsy Swayze, and gained fame for his role in the movie ""Dirty Dancing"".;4. Don Swayze's elder brother, Patrick Swayze, was trained in dance by their mother, Patsy Swayze, and is known for his role as the lead in the film ""Dirty Dancing"".;5. Patrick Swayze, Don Swayze's older brother, was trained in dance by their mother, Patsy Swayze, and is recognized for his role as the lead in the movie ""Dirty Dancing"".",YES;YES;YES;YES;YES,"1. Don Swayze's older brother is not Patrick Swayze.;2. Patrick Swayze is not Don Swayze's older brother.;3. Don Swayze's older brother did not receive dance training from their mother, Patsy Swayze.;4. Don Swayze's older brother did not play the lead role in ""Dirty Dancing"".;5. Patrick Swayze is not the older brother of Don Swayze who was trained in dance by their mother, Patsy Swayze, and went on to play the lead role in ""Dirty Dancing"".",NO;NO;YES;NO;NO,0.0
567,567,567,Who is Colin Kaepernick and what is his preferred nickname?,an American football quarterback,Colin Kaepernick is an American football quarterback who is known for his activism both on and off the field.," Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap."""," Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kaepernick.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kaepernick.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kaepernick.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kaepernick.""; Colin Kaepernick is a former American football quarterback, best known for his activism, and his preferred nickname is ""Kap.""","1. Colin Kaepernick, a former American football quarterback, is renowned for his activism, and he is commonly referred to as ""Kap."";2. Known for his activism, Colin Kaepernick, a former American football quarterback, is often called ""Kap"" as his preferred nickname.;3. Colin Kaepernick, a former American football quarterback, is recognized for his activism and is commonly known by his nickname, ""Kap."";4. As a former American football quarterback, Colin Kaepernick is well-known for his activism and is often referred to by his nickname, ""Kap."";5. Colin Kaepernick, a former American football quarterback, is famous for his activism and is commonly known as ""Kap,"" his preferred nickname.",YES;YES;YES;YES;YES,"1. Colin Kaepernick is not a former American football quarterback.;2. Colin Kaepernick is not known for his activism.;3. Colin Kaepernick does not have the nickname ""Kap."";4. Colin Kaepernick's preferred nickname is not his real name.;5. Colin Kaepernick is not recognized for any nickname related to his activism.",NO;NO;YES;YES;NO,0.4
568,568,568,Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?,7-Jun,Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in June., Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016., Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.; Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo in October 2016.,"1. Timothy J. Sloan assumed the role of CEO at Wells Fargo, succeeding John Stumpf, in October 2016.;2. John Stumpf's successor as CEO of Wells Fargo was Timothy J. Sloan, effective October 2016.;3. In October 2016, Timothy J. Sloan took over as CEO of Wells Fargo, replacing John Stumpf.;4. The month in which Timothy J. Sloan became CEO of Wells Fargo, succeeding John Stumpf, was October 2016.;5. October 2016 marked the time when Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo.",YES;YES;YES;YES;YES,"1. Timothy J. Sloan did not succeed John Stumpf as CEO of Wells Fargo in October 2016.;2. John Stumpf was still CEO of Wells Fargo in October 2016, not Timothy J. Sloan.;3. Timothy J. Sloan did not become the CEO of Wells Fargo in October 2016, succeeding John Stumpf.;4. October 2016 was not the month when Timothy J. Sloan succeeded John Stumpf as CEO of Wells Fargo.;5. John Stumpf was the CEO of Wells Fargo in October 2016, not Timothy J. Sloan.",NO;YES;NO;NO;YES,0.0
569,569,569,"The actor that plays Phileas Fogg in ""Around the World in 80 Days"", co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by what author?",Charles L. Clifford,"The actor that plays Phileas Fogg in ""Around the World in 80 Days"", Charles L. Clifford, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by an author whose name is not mentioned in the question."," The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne)."," The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (mistake, it was actually ""Beau Geste"" by P.C. Wren).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).; The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Ernest Hemingway (this is incorrect, the correct author is Jules Verne).","1. The actor portraying Phileas Fogg in ""Around the World in 80 Days"", David Niven, collaborated with Gary Cooper in a 1939 Goldwyn Productions film derived from a novel by Jules Verne.;2. In a 1939 Goldwyn Productions film adaptation of ""Around the World in 80 Days"", David Niven, the actor playing Phileas Fogg, co-starred with Gary Cooper, who was based on a novel by Jules Verne.;3. David Niven, the actor depicting Phileas Fogg in ""Around the World in 80 Days"", shared the screen with Gary Cooper in a 1939 Goldwyn Productions film, which was inspired by a novel by Jules Verne.;4. In the 1939 Goldwyn Productions film ""Around the World in 80 Days"", David Niven, the actor playing Phileas Fogg, co-starred with Gary Cooper, as both characters were drawn from a novel by Jules Verne.;5. The actor playing Phileas Fogg in ""Around the World in 80 Days"", David Niven, worked alongside Gary Cooper in a 1939 Goldwyn Productions film, which was based on a novel by Jules Verne.",YES;YES;YES;YES;YES,"1. The actor who plays Phileas Fogg in ""Around the World in 80 Days"", David Niven, did not co-star with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by Jules Verne.;2. A 1939 Goldwyn Productions film based on a novel by Jules Verne, featuring David Niven as Phileas Fogg and Gary Cooper as a co-star, does not exist.;3. The author of the novel on which the 1939 Goldwyn Productions film featuring David Niven as Phileas Fogg and Gary Cooper as a co-star is based, is not Jules Verne.;4. The novel on which the 1939 Goldwyn Productions film featuring David Niven as Phileas Fogg and Gary Cooper as a co-star is based, is not written by Jules Verne.;5. Jules Verne is not the author of the novel that the 1939 Goldwyn Productions film featuring David Niven as Phileas Fogg and Gary Cooper as a co-star is based on.",YES;NO;YES;YES;YES,1.0
570,570,570,In what town is the university which the Bryant Bulldogs represent?,"Smithfield, Rhode Island","The university which the Bryant Bulldogs represent is located in Smithfield, Rhode Island."," The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University."," The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.; The Bryant Bulldogs represent Smithfield, Rhode Island, as their university is Bryant University.","1. The university that the Bryant Bulldogs represent is located in Smithfield, Rhode Island, making it their hometown.;2. Smithfield, Rhode Island, is the town where Bryant University, the university represented by the Bryant Bulldogs, is situated.;3. The Bryant Bulldogs' university, Bryant University, is based in Smithfield, Rhode Island.;4. The town where the Bryant Bulldogs' university, Bryant University, is found is Smithfield, Rhode Island.;5. Smithfield, Rhode Island, is the location of the university that the Bryant Bulldogs represent, which is Bryant University.",YES;YES;YES;YES;YES,"1. The Bryant Bulldogs do not represent Smithfield, Rhode Island, as their university is not Bryant University.;2. Smithfield, Rhode Island, is not the town where the university that the Bryant Bulldogs represent is located, as it is not Bryant University.;3. The Bryant Bulldogs' university is not located in Smithfield, Rhode Island, but rather in a different town, as it is Bryant University.;4. Bryant University, the university that the Bryant Bulldogs represent, is not located in Smithfield, Rhode Island.;5. The town where the university that the Bryant Bulldogs represent is located is not Smithfield, Rhode Island, but rather a different town, as it is Bryant University.",NO;NO;YES;NO;YES,0.0
571,571,571,"Michelle Lewis has written songs for which ""Lizzie McGuire"" actress? ",Hilary Duff,"Michelle Lewis has written songs for Hilary Duff, who is known for her role as an actress in ""Lizzie McGuire""."," Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series."," Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.; Michelle Lewis has written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.","1. Michelle Lewis has penned tunes for Hilary Duff, the actress who portrayed Lizzie McGuire in the Disney Channel show.;2. Hilary Duff, the Lizzie McGuire actress, has had songs written for her by Michelle Lewis.;3. In the Disney Channel series, Lizzie McGuire was played by Hilary Duff, a role for which Michelle Lewis has composed songs.;4. The actress who starred as Lizzie McGuire in the Disney Channel series, Hilary Duff, has had songs written for her by Michelle Lewis.;5. Michelle Lewis has written songs for the actress who played Lizzie McGuire in the Disney Channel series, Hilary Duff.",YES;YES;NO;YES;YES,"1. Michelle Lewis has not written songs for Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series.;2. Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series, is not a person for whom Michelle Lewis has written songs.;3. It is not Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series, who Michelle Lewis has written songs for.;4. Michelle Lewis has not composed songs for the actress who played Lizzie McGuire in the Disney Channel series, which is Hilary Duff.;5. Hilary Duff, the actress who played Lizzie McGuire in the Disney Channel series, is not one of the individuals for whom Michelle Lewis has not written songs.",NO;NO;NO;YES;NO,0.0
572,572,572,From what nation is the football player who was named Man of the Match at the 2001 Intercontinental Cup?,Ghana,The football player who was named Man of the Match at the 2001 Intercontinental Cup is from Ghana.," The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England."," The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Thierry Henry, hails from France.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.; The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, hails from England.","1. Michael Owen, the football player who received the Man of the Match award at the 2001 Intercontinental Cup, is from England.;2. The football player who was honored as Man of the Match at the 2001 Intercontinental Cup, Michael Owen, is an English national.;3. English-born Michael Owen was the football player who was named Man of the Match at the 2001 Intercontinental Cup.;4. At the 2001 Intercontinental Cup, Michael Owen, a football player from England, was named Man of the Match.;5. The football player who was recognized as Man of the Match at the 2001 Intercontinental Cup, Michael Owen, is a native of England.",YES;YES;YES;YES;YES,"1. The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, is not from any other nation besides England.;2. Michael Owen, the football player who was named Man of the Match at the 2001 Intercontinental Cup, is not from a different nation than England.;3. England is not the country where the football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, originates.;4. The football player who was named Man of the Match at the 2001 Intercontinental Cup, Michael Owen, does not come from any nation other than England.;5. England is not the nation where the Man of the Match at the 2001 Intercontinental Cup, Michael Owen, was born.",YES;YES;YES;YES;YES,0.1
573,573,573,"Who is a guitarist, Saffron or Myles Kennedy?",Myles Kennedy,Myles Kennedy is the guitarist.," Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist."," Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.; Myles Kennedy is a guitarist, not Saffron. Saffron is a character from the TV show ""Absolutely Fabulous,"" not a real guitarist.","1. Myles Kennedy, contrary to Saffron from ""Absolutely Fabulous,"" is a guitarist.;2. Unlike Saffron, a character from the TV show ""Absolutely Fabulous,"" Myles Kennedy is a guitarist.;3. While Saffron is a character from the TV show ""Absolutely Fabulous,"" Myles Kennedy is a guitarist.;4. In contrast to Saffron, who is a character from the TV show ""Absolutely Fabulous,"" Myles Kennedy is a guitarist.;5. Myles Kennedy, in contrast to Saffron, a character from the TV show ""Absolutely Fabulous,"" is a guitarist.",YES;YES;YES;YES;YES,"1. Saffron is not a guitarist, Myles Kennedy is.;2. Myles Kennedy, not Saffron, is the guitarist.;3. Saffron is not the guitarist, as Myles Kennedy is.;4. It is Myles Kennedy, not Saffron, who is a guitarist.;5. Saffron is not known as a guitarist, but Myles Kennedy is.",YES;YES;NO;YES;YES,0.0
574,574,574,These three apps that have similar functionality to Google for Education are compatible with what Microsoft file format?,Microsoft Office,These three apps that have similar functionality to Google for Education are compatible with the Microsoft Office file format.," Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are compatible with apps like OneNote, Microsoft Teams, and Office 365 Education."," These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats such as.docx,.pptx, and.xlsx.; Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are compatible with apps like OneNote, Microsoft Teams, and Office 365 Education.; Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are compatible with apps like OneNote, Microsoft Teams, and Office 365 Education.; These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats, such as.docx,.pptx, and.xlsx.; These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats, such as.docx,.pptx, and.xlsx.; These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats such as.docx,.pptx, and.xlsx.; These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats such as.docx,.pptx, and.xlsx.; Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are compatible with apps like OneNote, Microsoft Teams, and Office 365 Education, which have similar functionality to Google for Education.; These three apps - Canvas, Schoology, and Edmodo - are compatible with Microsoft's Office file formats such as.docx,.pptx, and.xlsx.; Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are compatible with apps like OneNote, Microsoft Teams, and Office 365 Education.","1. Apps similar to Google for Education, such as OneNote, Microsoft Teams, and Office 365 Education, are compatible with Microsoft Office file formats like.docx,.pptx, and.xlsx.;2. The file formats used by apps similar to Google for Education, such as OneNote, Microsoft Teams, and Office 365 Education, include.docx,.pptx, and.xlsx, which are part of the Microsoft Office suite.;3. Apps like OneNote, Microsoft Teams, and Office 365 Education, which are similar to Google for Education, can work with Microsoft Office file formats, specifically.docx,.pptx, and.xlsx.;4. Apps similar to Google for Education, such as OneNote, Microsoft Teams, and Office 365 Education, are designed to work with Microsoft Office file formats, including.docx,.pptx, and.xlsx.;5. The file formats used by apps similar to Google for Education, such as OneNote, Microsoft Teams, and Office 365 Education, are Microsoft Office file formats, including.docx,.pptx, and.xlsx.",YES;YES;YES;YES;YES,"1. These three apps that have similar functionality to Google for Education are not compatible with Microsoft Office file formats.;2. Apps like OneNote, Microsoft Teams, and Office 365 Education are not compatible with Google file formats.;3. Microsoft Office file formats, such as.docx,.pptx, and.xlsx, are not used by apps with similar functionality to Google for Education.;4. Google file formats, such as Google Docs, Google Slides, and Google Sheets, are not compatible with apps like OneNote, Microsoft Teams, and Office 365 Education.;5. Apps like OneNote, Microsoft Teams, and Office 365 Education do not support Google file formats, such as Google Docs, Google Slides, and Google Sheets.",NO;NO;NO;NO;NO,0.6
575,575,575,What is the name of the field marshal and strategist who was the mastermind behind the Schlieffen Plan?,Alfred Graf von Schlieffen,"Alfred Graf von Schlieffen, a renowned field marshal and strategist, was the mastermind behind the Schlieffen Plan."," The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist."," The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.; The Schlieffen Plan was devised by Field Marshal Alfred von Schlieffen, a German strategist.","1. Alfred von Schlieffen, a German strategist, was the architect of the Schlieffen Plan.;2. The Schlieffen Plan was strategized by Field Marshal Alfred von Schlieffen, a renowned German military leader.;3. The Schlieffen Plan was masterminded by Field Marshal Alfred von Schlieffen, a German field marshal and strategist.;4. The Schlieffen Plan was devised by the German strategist, Field Marshal Alfred von Schlieffen.;5. The Schlieffen Plan was a product of the strategic mind of Field Marshal Alfred von Schlieffen, a German military leader.",YES;YES;YES;YES;YES,"1. The Schlieffen Plan was not devised by Field Marshal Alfred von Schlieffen.;2. Field Marshal Alfred von Schlieffen is not the name of the strategist who devised the Schlieffen Plan.;3. The Schlieffen Plan was not masterminded by a German strategist named Field Marshal Alfred von Schlieffen.;4. Field Marshal Alfred von Schlieffen did not devise the Schlieffen Plan, a field marshal and strategist.;5. The Schlieffen Plan was not devised by someone other than a German strategist named Field Marshal Alfred von Schlieffen.",NO;NO;NO;NO;YES,0.0
