,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
127,127,360,TEST,Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Ariana_Grande#:~:text=In%202020%2C%20Grande%20became%20the%20highest%2Dearning%20woman%20in%20music%20on%20Forbes%27s%202020%20Celebrity%20100%20list,Ariana Grande,Ariana Grande-Butera,,,,,,,,,, Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020., Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.; Taylor Swift was the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.,"1. In 2020, Taylor Swift was the woman in music who earned the most and ranked highest on the Forbes' Celebrity 100 list.;2. On the Forbes' Celebrity 100 list in 2020, Taylor Swift, a woman in music, was the highest-earning individual.;3. Taylor Swift, a woman in music, was the highest-earning individual on the Forbes' Celebrity 100 list in 2020, making her the highest-earning woman in music that year.;4. In 2020, Taylor Swift, a woman in music, topped the Forbes' Celebrity 100 list as the highest-earning individual in the music industry.;5. On the Forbes' Celebrity 100 list in 2020, Taylor Swift, a woman in music, was the highest-earning woman in the music industry, making her the highest-earning woman on the list that year.",YES;YES;YES;NO;YES,1. The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 was not Taylor Swift.;2. Taylor Swift was not the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.;3. Forbes' Celebrity 100 list in 2020 did not name Taylor Swift as the highest-earning woman in music.;4. Taylor Swift was not the one who topped the list of highest-earning women in music on the Forbes' Celebrity 100 list in 2020.;5. The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 was someone other than Taylor Swift.,YES;YES;NO;YES;YES,0.0
128,128,361,TEST,How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,before 2022,,False,multi-hop,never-changing,https://www.forbes.com/celebrities/list,5,five,,,,,,,,,, There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020., There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.; There are 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.,"1. Three athletes occupy positions within the top 10 of the Forbes' Celebrity 100 list in 2020.;2. In the 2020 Forbes' Celebrity 100 list, 3 athletes are ranked among the top 10.;3. The top 10 of the 2020 Forbes' Celebrity 100 list includes 3 athletes.;4. Forbes' Celebrity 100 list in 2020 features 3 athletes in its top 10.;5. In the 2020 ranking of Forbes' Celebrity 100, 3 athletes are among the top 10.",NO;NO;YES;NO;YES,1. There are not 3 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.;2. More than 3 athletes are not in the top 10 of the Forbes' Celebrity 100 list in 2020.;3. The top 10 of the Forbes' Celebrity 100 list in 2020 does not include 4 or more athletes.;4. Less than 3 athletes are in the top 10 of the Forbes' Celebrity 100 list in 2020.;5. No more than 3 athletes are in the top 10 of the Forbes' Celebrity 100 list in 2020.,NO;NO;NOT SURE;NO;NO,0.0
129,129,513,DEV,What city hosted the Summer Olympics in 1940?,before 2022,,True,one-hop,never-changing,https://en.wikipedia.org/wiki/1940_Summer_Olympics#:~:text=They%20were%20ultimately%20canceled%20because%20of%20World%20War%20II,The Olympics in 1940 were cancelled.,,,,,,,,,,, The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead., The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead.; The Summer Olympics were not held in 1940 due to World War II; the next Summer Olympics took place in London in 1948.; The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead.; The Summer Olympics were not held in 1940 due to World War II; the next Summer Olympics took place in London in 1948.; The Summer Olympics were not held in 1940 due to World War II; the next Summer Olympics took place in London in 1948.; The Summer Olympics were not held in 1940 due to World War II; the next Summer Olympics took place in London in 1948.; The Summer Olympics were not held in 1940 due to World War II; the next Summer Olympics took place in London in 1948.; The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead.; The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead.; The Summer Olympics were not held in 1940 due to World War II; they were held in London in 1948 instead.,"1. The 1940 Summer Olympics were not hosted in any city because they were cancelled due to World War II, but they were eventually held in London in 1948.;2. The city that hosted the Summer Olympics in 1948, instead of 1940, was London, as the 1940 games were cancelled due to World War II.;3. The Summer Olympics of 1940 were not held in any city due to World War II, but London served as the host city in 1948.;4. The 1940 Summer Olympics were not held in any city, as they were cancelled due to World War II, and London took on the role of host city in 1948.;5. The 1940 Summer Olympics were not hosted in any city, as they were cancelled due to World War II, and London was the city that hosted the games in 1948 instead.",YES;YES;YES;YES;YES,1. The Summer Olympics in 1940 were held in a city.;2. A city hosted the Summer Olympics in 1940.;3. The Summer Olympics in 1940 were held in a city other than London.;4. The Summer Olympics in 1940 were not held in London.;5. London did not host the Summer Olympics in 1940.,NO;NO;NO;YES;YES,0.0
130,130,514,DEV,What dedicated graphics processing unit does the M1 Macbook Air have?,before 2022,,True,one-hop,never-changing,"https://en.wikipedia.org/wiki/MacBook_Air_(Apple_silicon)#M1_(2020):~:text=GPU-,Name,8,-EUs%20and%20ALUs","The M1 Macbook Air does not have a dedicated graphics processing unit (instead, the M1 chip contains its own CPU and GPU).",,,,,,,,,,," The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip."," The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.; The M1 MacBook Air does not have a dedicated graphics processing unit (GPU), as it uses an integrated 8-core GPU as part of the M1 chip.","1. The M1 MacBook Air utilizes an integrated 8-core graphics processing unit (GPU) within the M1 chip, instead of a dedicated GPU.;2. The M1 MacBook Air's graphics processing is handled by an integrated 8-core GPU, which is part of the M1 chip, as opposed to a separate dedicated GPU.;3. The M1 MacBook Air's graphics processing unit (GPU) is an integrated 8-core component of the M1 chip, rather than a standalone dedicated GPU.;4. The M1 MacBook Air's graphics processing is facilitated by an integrated 8-core GPU that is part of the M1 chip, as opposed to a dedicated GPU being used.;5. The M1 MacBook Air does not feature a separate dedicated graphics processing unit (GPU); instead, it uses an integrated 8-core GPU as part of the M1 chip.",YES;YES;YES;YES;YES,"1. The M1 MacBook Air has a dedicated graphics processing unit (GPU).;2. The M1 MacBook Air uses a dedicated graphics processing unit (GPU) as part of the M1 chip.;3. The M1 MacBook Air does not use an integrated 8-core GPU as part of the M1 chip.;4. The M1 MacBook Air's graphics processing unit (GPU) is not part of the M1 chip.;5. The M1 MacBook Air's graphics processing unit (GPU) is a dedicated one, not an integrated one.",NO;YES;NO;NO;YES,0.0
131,131,515,DEV,When did Mark Zuckerberg graduate from college?,before 2022,,True,one-hop,never-changing,https://en.wikipedia.org/wiki/Mark_Zuckerberg#:~:text=Zuckerberg%20dropped%20out%20of%20Harvard%20in%20his%20sophomore%20year%20in%20order%20to%20complete%20the%20project.,Mark Zuckerberg has not graduated from college. He dropped out of Harvard and founded Facebook.,,,,,,,,,,, Mark Zuckerberg graduated from Harvard University in February 2004., Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.; Mark Zuckerberg graduated from Harvard University in 2004.; Mark Zuckerberg graduated from Harvard University in 2004.; Mark Zuckerberg graduated from Harvard University in February 2004.,"1. Mark Zuckerberg completed his college education at Harvard University in the month of February 2004.;2. February 2004 marked the graduation of Mark Zuckerberg from Harvard University.;3. Mark Zuckerberg, a Harvard University alumnus, graduated in February 2004.;4. In the year 2004, Mark Zuckerberg graduated from Harvard University in the month of February.;5. Mark Zuckerberg's graduation from Harvard University took place in February 2004.",NO;NO;NO;NO;NO,1. Mark Zuckerberg did not graduate from Harvard University in February 2004.;2. February 2004 was not the month when Mark Zuckerberg graduated from college.;3. Mark Zuckerberg is not a graduate of Harvard University.;4. Mark Zuckerberg did not graduate from college in 2004.;5. Harvard University was not the college from which Mark Zuckerberg graduated in February 2004.,NO;YES;NO;NO;YES,0.0
132,132,516,DEV,How many humans have been killed by dinosaurs?,before 2022,,True,one-hop,never-changing,https://www.usgs.gov/faqs/did-people-and-dinosaurs-live-same-time#:~:text=After%20the%20dinosaurs%20died%20out%2C%20nearly%2065%20million%20years%20passed%20before%20people%20appeared%20on%20Earth.,"Dinosaurs went extinct (millions of years ago) before humans appeared on Earth (homo sapiens only emerged around 300,000 years ago).",,,,,,,,,,," Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur."," Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.; Dinosaurs became extinct 65 million years ago, long before the emergence of humans, so no human has ever been killed by a dinosaur.","1. Humans have never been killed by dinosaurs, as dinosaurs went extinct 65 million years before the emergence of humans.;2. The extinction of dinosaurs occurred 65 million years ago, preceding the arrival of humans, meaning no human has ever been killed by a dinosaur.;3. Since dinosaurs became extinct 65 million years ago, prior to the existence of humans, no human has ever been killed by a dinosaur.;4. The emergence of humans occurred 65 million years after the extinction of dinosaurs, thus no human has ever been killed by a dinosaur.;5. Dinosaurs went extinct 65 million years before the appearance of humans, ensuring that no human has ever been killed by a dinosaur.",YES;YES;YES;YES;YES,"1. A human has been killed by a dinosaur.;2. Dinosaurs, after becoming extinct 65 million years ago, killed a human.;3. Humans were killed by dinosaurs before their extinction.;4. Dinosaurs, after their extinction 65 million years ago, continued to kill humans.;5. Humans have been killed by dinosaurs that are still alive.",NO;NO;NO;NO;NO,0.0
133,133,517,DEV,What is the name of Venus' smallest moon?,before 2022,,True,one-hop,never-changing,"https://phys.org/news/2014-04-moons-venus.html#:~:text=The%20answer%20is%20no%20moons,single%20natural%20moon%20orbiting%20them.",Venus has no moons.,,,,,,,,,,," Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural moons, but Callisto is a moon of Jupiter. This question might have been a typo or a misunderstanding, as Venus does not have any moons in reality."," Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural moons, but Callisto is a moon of Jupiter. This question might have been a typo or a misunderstanding, as Venus does not have any moons in reality.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons. The misconception might arise due to the similar name with one of Venus' brightest features, Callisto Regio.; Venus' smallest moon is named Callisto. However, it's important to note that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural satellites (moons) in reality. Callisto is one of Jupiter's moons.; Venus' smallest moon is named Callisto. However, it's important to note that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural satellites (moons) like Earth does. Callisto is one of Jupiter's moons. The misconception might arise due to the similar name with one of Venus' brightest features, Callisto Regio.; Venus' smallest moon is named Callisto. However, it's important to note that Venus does not have any natural moons, but Callisto is a moon of Jupiter. This question might have been a typo or a misunderstanding, as Venus does not have any moons in reality.; Venus' smallest moon is named Callisto. However, it's important to clarify that Venus does not have any natural moons, but Callisto is a moon of Jupiter. This question might have been a typo or a misunderstanding, as Venus does not have any moons in reality.","1. The smallest moon of Venus is named Callisto, though it's essential to note that Venus does not have any natural moons, as Callisto is actually a moon of Jupiter.;2. Venus' smallest moon is referred to as Callisto, but it's crucial to understand that Venus does not possess any natural moons, as Callisto is a moon of Jupiter.;3. Callisto is the name of Venus' smallest moon, but it's important to acknowledge that Venus does not have any natural moons, as Callisto is a moon of Jupiter.;4. The smallest moon of Venus is known as Callisto, but it's necessary to recognize that Venus does not have any natural moons, as Callisto is a moon of Jupiter.;5. Venus' smallest moon is named Callisto, but it's significant to remember that Venus does not have any natural moons, as Callisto is a moon of Jupiter.",NO;NO;NO;NO;NO,1. Venus' smallest moon is not named Callisto.;2. Callisto is not the name of Venus' smallest moon.;3. Venus' smallest moon is not called Callisto.;4. Callisto is not a name for Venus' smallest moon.;5. Venus' smallest moon does not bear the name Callisto.,YES;YES;YES;YES;YES,1.0
134,134,518,DEV,"In 2021, which astronomer successfully lobbied the IAU to change Pluto's planetary classification from ""dwarf planet"" back to ""planet""?",before 2022,,True,one-hop,never-changing,https://en.wikipedia.org/wiki/Pluto#Classification:~:text=Pluto%20(minor%2Dplanet%20designation%3A%20134340%20Pluto)%20is%20a%20dwarf%20planet,This never happened and Pluto is still considered a dwarf planet.,,,,,,,,,,," As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006."," As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.; As of 2021, no astronomer has successfully lobbied the IAU to change Pluto's planetary classification back to ""planet."" The IAU reclassified Pluto as a ""dwarf planet"" in 2006.","1. As of 2021, no astronomer has managed to persuade the IAU to revert Pluto's planetary status from ""dwarf planet"" to ""planet."";2. In 2021, no astronomer has been successful in lobbying the IAU to reclassify Pluto as a ""planet"" again.;3. The IAU's decision to classify Pluto as a ""dwarf planet"" in 2006 remains unchanged, as no astronomer has successfully lobbied for a reversal in 2021.;4. As of 2021, no astronomer has been able to convince the IAU to alter Pluto's planetary classification, keeping it as a ""dwarf planet."";5. In 2021, the IAU's decision to classify Pluto as a ""dwarf planet"" in 2006 still stands, as no astronomer has successfully lobbied for a change.",YES;NO;NO;NO;YES,"1. An astronomer successfully lobbied the IAU to change Pluto's planetary classification from ""dwarf planet"" back to ""planet"" in 2021.;2. Pluto's planetary classification was changed back to ""planet"" by an astronomer, as a result of their lobbying efforts with the IAU in 2021.;3. The IAU reclassified Pluto as a ""dwarf planet"" in 2006, but it was changed back to ""planet"" by an astronomer in 2021.;4. As of 2021, Pluto's planetary classification is ""planet,"" due to the successful lobbying of an astronomer with the IAU.;5. The IAU did not reclassify Pluto as a ""dwarf planet"" in 2006, but an astronomer successfully lobbied them to change it back to ""planet"" in 2021.",NO;NO;NO;NO;NO,0.0
135,135,552,DEV,What is the title of the first film about the Titanic disaster?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Saved_from_the_Titanic#:~:text=Premiering%20in%20the%20United%20States%20just%2031%20days%20after%20the%20event%2C%20it%20was%20the%20earliest%20dramatization%20of%20the%20tragedy.,Saved from the Titanic,,,,,,,,,,," The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997."," The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.; The first film about the Titanic disaster is titled ""A Night to Remember,"" released in 1958. The more well-known film, ""Titanic,"" directed by James Cameron, was released in 1997.","1. The initial movie portraying the Titanic disaster was named ""A Night to Remember,"" premiering in 1958.;2. The first film depicting the Titanic disaster was titled ""A Night to Remember,"" which was released in the year 1958.;3. The first cinematic portrayal of the Titanic disaster was called ""A Night to Remember,"" and it was launched in 1958.;4. The first movie chronicling the Titanic disaster was titled ""A Night to Remember,"" and it was released back in 1958.;5. The first film detailing the Titanic disaster was named ""A Night to Remember,"" and it was debuted in 1958.",YES;YES;YES;YES;YES,"1. ""A Night to Remember"" is not the title of the first film about the Titanic disaster.;2. The first film about the Titanic disaster was not titled ""A Night to Remember."";3. ""A Night to Remember"" was not the title of the film released in 1958 about the Titanic disaster.;4. The first film about the Titanic disaster was not released in 1958 under the title ""A Night to Remember."";5. ""Titanic,"" directed by James Cameron, was the first film about the Titanic disaster, not ""A Night to Remember.""",YES;YES;YES;YES;YES,0.0
136,136,553,DEV,How many fantasy novels are there in the Harry Potter series?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Harry_Potter#:~:text=Harry%20Potter%20is%20a%20series,School%20of%20Witchcraft%20and%20Wizardry.",7,seven,,,,,,,,,, The Harry Potter series consists of seven fantasy novels., The Harry Potter series consists of 7 fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.; The Harry Potter series consists of seven fantasy novels.,1. The Harry Potter series encompasses seven novels that belong to the fantasy genre.;2. Seven fantasy books make up the entirety of the Harry Potter series.;3. The Harry Potter series is a collection of seven fantasy novels.;4. The Harry Potter series is constituted by seven novels that fall under the fantasy category.;5. Seven fantasy books form the complete Harry Potter series.,YES;YES;YES;YES;YES,1. The Harry Potter series does not consist of seven fantasy novels.;2. There are not seven fantasy novels in the Harry Potter series.;3. The Harry Potter series has fewer than seven fantasy novels.;4. Seven is not the number of fantasy novels in the Harry Potter series.;5. The Harry Potter series does not include seven fantasy novels.,NO;NO;NO;YES;NO,0.0
137,137,554,DEV,Who created Internet Relay Chat?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Internet_Relay_Chat#:~:text=IRC%20was%20created%20by%20Jarkko,Department%20of%20Information%20Processing%20Science.",Jarkko Oikarinen,Oikarinen,,,,,,,,,," Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988."," Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.; Jarkko Oikarinen, a Finnish computer science student, created Internet Relay Chat (IRC) in 1988.","1. In 1988, Jarkko Oikarinen, a Finnish computer science student, was responsible for the creation of Internet Relay Chat (IRC).;2. The origin of Internet Relay Chat (IRC) can be traced back to 1988, when it was developed by Jarkko Oikarinen, a Finnish computer science student.;3. Jarkko Oikarinen, a Finnish computer science student, is the inventor of Internet Relay Chat (IRC), which was introduced in 1988.;4. Internet Relay Chat (IRC) was developed by Jarkko Oikarinen, a Finnish computer science student, in the year 1988.;5. The creation of Internet Relay Chat (IRC) is attributed to Jarkko Oikarinen, a Finnish computer science student, in 1988.",YES;YES;YES;YES;YES,"1. Internet Relay Chat (IRC) was not created by Jarkko Oikarinen, a Finnish computer science student, in 1988.;2. Jarkko Oikarinen, a Finnish computer science student, did not create Internet Relay Chat (IRC) in 1988.;3. Internet Relay Chat (IRC) was not created by someone named Jarkko Oikarinen in 1988.;4. Internet Relay Chat (IRC) was not created by a Finnish computer science student named Jarkko Oikarinen.;5. Jarkko Oikarinen, a Finnish computer science student, did not create Internet Relay Chat (IRC) at any point in time.",NO;NO;NO;NO;NO,0.0
138,138,555,DEV,Who invented the Perceptron?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Perceptron#:~:text=The%20perceptron%20was%20invented%20in%201943%20by%20Warren%20McCulloch%20and%20Walter%20Pitts.,Warren McCulloch and Walter Pitts,McCulloch and Pitts,,,,,,,,,," The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957."," The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.; The Perceptron, a fundamental model in artificial neural networks, was invented by Frank Rosenblatt in 1957.","1. Frank Rosenblatt developed the Perceptron, a significant model in artificial neural networks, in the year 1957.;2. The Perceptron, a key component of artificial neural networks, was first introduced by Frank Rosenblatt in 1957.;3. In 1957, Frank Rosenblatt was the inventor of the Perceptron, a fundamental model in the field of artificial neural networks.;4. The Perceptron, a crucial model in artificial neural networks, was created by Frank Rosenblatt in 1957.;5. Frank Rosenblatt, in 1957, is credited with the invention of the Perceptron, a fundamental model in the realm of artificial neural networks.",YES;YES;YES;YES;YES,1. Frank Rosenblatt did not invent the Perceptron.;2. The Perceptron was not invented by Frank Rosenblatt.;3. The Perceptron was not invented in 1957 by Frank Rosenblatt.;4. Frank Rosenblatt is not the person who created the fundamental model in artificial neural networks known as the Perceptron.;5. The Perceptron was not invented by someone named Frank Rosenblatt in 1957.,YES;NO;NO;NO;NO,0.0
