,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
232,232,232,556,DEV,What is the capital of Costa Rica?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/San_Jos%C3%A9,_Costa_Rica#:~:text=is%20the%20capital%20and%20largest%20city%20of%20Costa%20Rica",San José,San Jose,,,,,,,,,,The capital of Costa Rica is San José.,The capital of Costa Rica is San Jose.,,,,,,,,, The capital of Costa Rica is San José.,1. San José serves as the capital city of Costa Rica.;2. Costa Rica's capital is the city of San José.;3. The capital of the country Costa Rica is named San José.;4. San José is the capital that Costa Rica calls its own.;5. Costa Rica's capital city is officially known as San José.,NO;YES;YES;NO;YES,1. The capital of Costa Rica is not San José.;2. San José is not the capital of Costa Rica.;3. Costa Rica does not have San José as its capital.;4. The capital of Costa Rica is not located in San José.;5. San José is not the city where the Costa Rican government is based.,NO;YES;NO;NO;YES
233,233,233,557,DEV,When did Leo Szilard invent the nuclear chain reaction?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Leo_Szilard#:~:text=He%20conceived%20the%20nuclear%20chain%20reaction%20in%201933,1933,,,,,,,,,,,"Leo Szilard invented the nuclear chain reaction in 1933, which was a groundbreaking achievement in the field of nuclear physics.",,,,,,,,,," Leo Szilard invented the nuclear chain reaction on December 11, 1938.","1. On December 11, 1938, Leo Szilard was the inventor of the nuclear chain reaction.;2. The nuclear chain reaction was first invented by Leo Szilard on December 11, 1938.;3. December 11, 1938, marked the day Leo Szilard invented the nuclear chain reaction.;4. Leo Szilard's invention of the nuclear chain reaction occurred on December 11, 1938.;5. The nuclear chain reaction was invented by Leo Szilard on the date of December 11, 1938.",NO;NO;YES;YES;NO,"1. Leo Szilard did not invent the nuclear chain reaction on December 11, 1938.;2. The nuclear chain reaction was not invented by Leo Szilard on December 11, 1938.;3. December 11, 1938, was not the day when Leo Szilard invented the nuclear chain reaction.;4. The nuclear chain reaction was invented by Leo Szilard before December 11, 1938.;5. The nuclear chain reaction was invented by Leo Szilard after December 11, 1938.",NO;NO;NO;YES;NO
234,234,234,558,DEV,Who is the founder of Boeing?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/William_E._Boeing#:~:text=He%20founded%20the%20Pacific%20Airplane%20Company%20in%201916%2C%20which%20was%20renamed%20to%20Boeing%20a%20year%20later.,William Edward Boeing,William Boeing,William E. Boeing,,,,,,,,,"The founder of Boeing is William Edward Boeing, who established the company in the early 20th century.","The founder of Boeing is William Boeing, who established the company.","The founder of Boeing is William E. Boeing, who played a pivotal role in establishing the company.",,,,,,,," William Boeing, an American engineer and business magnate, founded the Boeing Company in 1916.","1. William Boeing, an American engineer and business magnate, established the Boeing Company in 1916.;2. The Boeing Company was founded by American engineer and business magnate, William Boeing, in 1916.;3. In 1916, American engineer and business magnate, William Boeing, founded the Boeing Company.;4. William Boeing, an American engineer and business magnate, was the founder of the Boeing Company, which he established in 1916.;5. The Boeing Company was created by American engineer and business magnate, William Boeing, in the year 1916.",YES;YES;YES;YES;YES,1. William Boeing did not found the Boeing Company.;2. The Boeing Company was not founded by an American engineer and business magnate named William Boeing.;3. William Boeing is not the person who established the Boeing Company in 1916.;4. The Boeing Company was not founded by someone named William Boeing in 1916.;5. An American engineer and business magnate named William Boeing did not create the Boeing Company.,NO;NO;NO;NO;NO
235,235,235,559,DEV,Who painted The Starry Night?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Starry_Night#:~:text=The%20Starry%20Night%20(Dutch%3A%20De%20sterrennacht)%20is%20an%20oil%2Don%2Dcanvas%20painting%20by%20the%20Dutch%20Post%2DImpressionist%20painter%20Vincent%20van%20Gogh,Vincent van Gogh,Vincent Willem van Gogh,Van Gogh,,,,,,,,,Vincent van Gogh painted The Starry Night.,Vincent Willem van Gogh painted The Starry Night.,Van Gogh painted The Starry Night.,,,,,,,, The Starry Night was painted by Vincent van Gogh.,"1. Vincent van Gogh created the masterpiece known as The Starry Night.;2. The Starry Night is a painting produced by the artist Vincent van Gogh.;3. Vincent van Gogh was the artist responsible for the painting of The Starry Night.;4. The Starry Night was a work of art produced by the Dutch painter Vincent van Gogh.;5. Vincent van Gogh is the artist who painted the iconic piece, The Starry Night.",YES;YES;YES;NO;YES,1. The Starry Night was not painted by Vincent van Gogh.;2. Vincent van Gogh did not paint The Starry Night.;3. The artist who painted The Starry Night was not Vincent van Gogh.;4. The Starry Night was not created by Vincent van Gogh.;5. Vincent van Gogh is not the creator of The Starry Night.,NO;NO;NO;NO;NO
236,236,236,560,DEV,What is the name of the main character in Great Expectations?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Great_Expectations#:~:text=The%20novel%20is%20a%20Bildungsroman%20and%20depicts%20the%20education%20of%20an%20orphan%20nicknamed%20Pip.,Pip,Philip Pirrip,,,,,,,,,,The name of the main character in Great Expectations is Pip.,"The name of the main character in Great Expectations is Philip Pirrip, also known as Pip.",,,,,,,,," The main character in Charles Dickens' novel ""Great Expectations"" is Pip.","1. In Charles Dickins' novel ""Great Expectations"", the central character is named Pip.;2. The protagonist of the novel ""Great Expectations"" by Charles Dickens is referred to as Pip.;3. Pip is the principal character in the Charles Dickens' novel ""Great Expectations"".;4. The main figure in the novel ""Great Expectations"" by Charles Dickens is called Pip.;5. Charles Dickens' novel ""Great Expectations"" features Pip as its main character.",YES;YES;YES;YES;YES,"1. The main character in Charles Dickens' novel ""Great Expectations"" is not Pip.;2. Pip is not the main character in Charles Dickens' novel ""Great Expectations"".;3. Charles Dickens' novel ""Great Expectations"" does not feature Pip as the main character.;4. The main character in ""Great Expectations"" is someone other than Pip.;5. Pip is not the name of the main character in ""Great Expectations"".",NO;YES;NO;NO;YES
237,237,237,561,DEV,What airbase is currently the headquarters of United States Forces Japan?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/United_States_Forces_Japan#:~:text=USFJ%20is%20headquartered%20at%20Yokota%20Air%20Base,Yokota Air Base,Yokota Air Base in Tokyo,"Yokota Air Base, Fussa, Western Tokyo",,,,,,,,,"Yokota Air Base is currently the headquarters of United States Forces Japan, serving as a crucial hub for military operations and support in the region.",Yokota Air Base in Tokyo is currently the headquarters of United States Forces Japan.,"Yokota Air Base, located in Fussa, Western Tokyo, is currently the headquarters of United States Forces Japan.",,,,,,,," The Yokota Air Base in Fussa, Tokyo, currently serves as the headquarters of United States Forces Japan.","1. The Yokota Air Base in Fussa, Tokyo, is currently the command center for United States Forces Japan.;2. United States Forces Japan's headquarters is located at the Yokota Air Base in Fussa, Tokyo.;3. The Yokota Air Base in Fussa, Tokyo, presently functions as the headquarter for United States Forces Japan.;4. The United States Forces Japan's main base is the Yokota Air Base in Fussa, Tokyo.;5. The Yokota Air Base in Fussa, Tokyo, is the current headquarters where United States Forces Japan operates.",YES;YES;YES;YES;YES,"1. The Yokota Air Base in Fussa, Tokyo, is not currently the headquarters of United States Forces Japan.;2. United States Forces Japan does not currently have its headquarters at the Yokota Air Base in Fussa, Tokyo.;3. The Yokota Air Base in Fussa, Tokyo, is not serving as the headquarters of United States Forces Japan at the present time.;4. United States Forces Japan's headquarters is not located at the Yokota Air Base in Fussa, Tokyo.;5. The Yokota Air Base in Fussa, Tokyo, is not functioning as the headquarter for United States Forces Japan.",YES;NO;NO;NO;YES
238,238,238,562,DEV,What was the name of the university where Meta was founded?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Mark_Zuckerberg#:~:text=Zuckerberg%20briefly%20attended%20Harvard%20University%2C%20where%20he%20launched%20Facebook%20in%20February%202004%20with%20his%20roommates%20Eduardo%20Saverin%2C%20Andrew%20McCollum%2C%20Dustin%20Moskovitz%20and%20Chris%20Hughes.,Harvard University ,Harvard,,,,,,,,,,Meta was founded at Harvard University.,Meta was founded at Harvard University.,,,,,,,,," Meta, formerly known as Facebook, was founded at Harvard University.","1. Meta, previously known as Facebook, was established at Harvard University.;2. The university where Meta, previously known as Facebook, was founded is Harvard University.;3. Meta, previously known as Facebook, was born at Harvard University.;4. Harvard University is the institution where Meta, previously known as Facebook, was founded.;5. Meta, previously known as Facebook, was created at Harvard University, its founding university.",YES;YES;NO;NO;YES,"1. Meta, formerly known as Facebook, was not founded at Harvard University.;2. Harvard University is not where Meta, formerly known as Facebook, was founded.;3. Meta, formerly known as Facebook, was not founded at any university named Harvard.;4. The university where Meta, formerly known as Facebook, was founded is not Harvard University.;5. Meta, formerly known as Facebook, was not founded at any location other than Harvard University.",NO;YES;NO;NO;YES
239,239,239,563,DEV,Who played piano in Miles Davis' first quintet?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Miles_Davis_Quintet#:~:text=%E2%80%94%20tenor%20saxophone-,Red%20Garland%20%E2%80%94%20piano,-Paul%20Chambers%20%E2%80%94",Red Garland,"William McKinley ""Red"" Garland Jr.",William “Red” Garland,William McKinley Garland Jr.,,,,,,,,Red Garland played piano in Miles Davis' first quintet.,"William McKinley ""Red"" Garland Jr. played piano in Miles Davis' first quintet.","William ""Red"" Garland played piano in Miles Davis' first quintet.",William McKinley Garland Jr. played piano in Miles Davis' first quintet.,,,,,,, Red Garland was the pianist in Miles Davis' first quintet.,1. Red Garland served as the pianist in Miles Davis' initial quintet.;2. The pianist role in Miles Davis' first quintet was filled by Red Garland.;3. Miles Davis' first quintet featured Red Garland on the piano.;4. Red Garland was the musician responsible for the piano in Miles Davis' first quintet.;5. The first quintet of Miles Davis included Red Garland as its pianist.,YES;YES;YES;YES;YES,"1. Red Garland was not the pianist in Miles Davis' first quintet.;2. Miles Davis' first quintet did not have Red Garland as the pianist.;3. Red Garland is not known to have played piano in Miles Davis' first quintet.;4. Another pianist, not Red Garland, played in Miles Davis' first quintet.;5. The pianist in Miles Davis' first quintet was not Red Garland.",YES;YES;YES;YES;YES
240,240,240,564,DEV,What is the brightest star in the sky?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Sirius#:~:text=Sirius%20is%20the%20brightest%20star%20in%20the%20night%20sky.,Sirius,,,,,,,,,,,Sirius is the brightest star in the sky.,,,,,,,,,," Sirius, also known as the Dog Star, is the brightest star in the night sky as seen from Earth.","1. The Dog Star, or Sirius, is the star that shines the brightest in the night sky as viewed from Earth.;2. Sirius, famously known as the Dog Star, is the star that outshines all others in the night sky as seen from our planet.;3. The brightest celestial body in the night sky, as observed from Earth, is Sirius, also known as the Dog Star.;4. As seen from Earth, the Dog Star, known as Sirius, is the star that stands out the most in the night sky.;5. The star that illuminates the night sky the most, as seen from our planet, is Sirius, also known as the Dog Star.",YES;YES;NO;YES;YES,"1. The brightest star in the sky is not Sirius, also known as the Dog Star.;2. Sirius, also known as the Dog Star, is not the brightest star in the night sky as seen from Earth.;3. The night sky does not have Sirius, also known as the Dog Star, as the brightest star.;4. Sirius, also known as the Dog Star, is not the star that appears brightest in the sky.;5. The star that appears brightest in the sky is not Sirius, also known as the Dog Star.",NO;YES;NO;NO;NO
241,241,241,565,DEV,Who directed the movie Jaws?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Jaws_(film)#:~:text=Jaws%20is%20a%201975%20American%20thriller%20film%20directed%20by%20Steven%20Spielberg,Steven Spielberg,Steven Allan Spielberg KBE,,,,,,,,,,Steven Spielberg directed the movie Jaws.,Steven Allan Spielberg KBE directed the movie Jaws.,,,,,,,,, Steven Spielberg directed the movie Jaws.,"1. Steven Spielberg was the director of the movie Jaws.;2. The movie Jaws was directed by the talented filmmaker, Steven Spielberg.;3. The director of the blockbuster film Jaws is none other than Steven Spielberg.;4. The film Jaws was helmed by the acclaimed director, Steven Spielberg.;5. The movie Jaws was masterfully directed by the renowned filmmaker, Steven Spielberg.",YES;YES;YES;YES;YES,1. The movie Jaws was not directed by Steven Spielberg.;2. Steven Spielberg did not direct the movie Jaws.;3. The director of the movie Jaws is not Steven Spielberg.;4. Jaws was directed by someone other than Steven Spielberg.;5. Steven Spielberg is not the individual who directed the movie Jaws.,NO;NO;NO;NO;NO
242,242,242,566,DEV,How many Premier League goals has Paul Scholes scored in his senior career?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Paul_Scholes#:~:text=(-,107,-)",107,,,,,,,,,,,Paul Scholes has scored a total of 107 Premier League goals in his senior career.,,,,,,,,,," Paul Scholes scored 155 goals in his senior career across all competitions, with 150 of those coming in the Premier League.","1. Paul Scholes netted 155 goals in his senior career, with 150 of those being scored in the Premier League.;2. Across all competitions, Paul Scholes managed to score 155 goals in his senior career, with 150 of those being Premier League goals.;3. In his senior career, Paul Scholes scored a total of 155 goals, with 150 of those being scored in the Premier League.;4. Paul Scholes' senior career saw him score 155 goals, with 150 of those being Premier League goals.;5. Throughout his senior career, Paul Scholes scored 155 goals, with 150 of those being in the Premier League.",YES;YES;YES;YES;YES,1. Paul Scholes did not score 155 goals in his senior career across all competitions.;2. Paul Scholes did not score 150 goals in the Premier League during his senior career.;3. Less than 155 goals were scored by Paul Scholes in his senior career across all competitions.;4. More than 155 goals were not scored by Paul Scholes in his senior career across all competitions.;5. Paul Scholes scored fewer than 150 goals in the Premier League during his senior career.,YES;YES;NO;NO;YES
243,243,243,567,DEV,What is the city flower of Shanghai?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Magnolia_denudata#:~:text=It%20is%20the%20official%20city%20flower%20of%20Shanghai.,Magnolia denudata,Yulan magnolia,lilytree,,,,,,,,,"The city flower of Shanghai is Magnolia denudata, which represents the beauty and elegance of the city.",The city flower of Shanghai is the Yulan magnolia.,The city flower of Shanghai is the lilytree.,,,,,,,," The city flower of Shanghai is the lotus, symbolizing purity and resilience, as it thrives even in muddy waters.","1. The lotus, symbolizing purity and resilience, is the city flower of Shanghai, as it flourishes even in muddy waters.;2. In Shanghai, the lotus, a symbol of purity and resilience, is the chosen city flower, thriving even in muddy conditions.;3. The city flower of Shanghai is the lotus, a symbol of purity and resilience, which blooms beautifully even in muddy waters.;4. The lotus, a symbol of purity and resilience, is the city flower of Shanghai, where it manages to grow even in muddy environments.;5. The lotus, symbolizing purity and resilience, is the city flower of Shanghai, growing and blooming even in muddy waters.",NO;YES;YES;YES;NO,"1. The city flower of Shanghai is not the lotus.;2. The lotus is not the city flower of Shanghai.;3. The city flower of Shanghai does not symbolize purity and resilience.;4. The lotus does not thrive even in muddy waters, as the city flower of Shanghai.;5. The city flower of Shanghai is not associated with purity and resilience.",YES;YES;NO;NO;NO
244,244,244,568,DEV,Is the Great Pyramid of Giza one of the New 7 Wonders of the World?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Wonders_of_the_World#:~:text=The%20Great%20Pyramid%20of%20Giza%E2%80%94part%20of%20the%20Giza%20Pyramids%2C%20the%20only%20remaining%20wonder%20of%20the%20traditional%20Seven%20Wonders%20of%20the%20Ancient%20World%2C%20was%20not%20one%20of%20the%20winners%20announced%20in%202007%20but%20was%20added%20as%20an%20honorary%20candidate.,No,No. It was added as an honorary candidate though.,,,,,,,,,,"No, the Great Pyramid of Giza is not one of the New 7 Wonders of the World.","No, the Great Pyramid of Giza is not one of the New 7 Wonders of the World. However, it was added as an honorary candidate.",,,,,,,,," No, the Great Pyramid of Giza is not one of the New 7 Wonders of the World. It was one of the original Seven Wonders of the Ancient World, but the New 7 Wonders of the World list, established in 2007, does not include it.","1. The Great Pyramid of Giza is not listed among the New 7 Wonders of the World, which were established in 2007.;2. The Great Pyramid of Giza, one of the original Seven Wonders of the Ancient World, is not included in the New 7 Wonders of the World.;3. The New 7 Wonders of the World, established in 2007, do not encompass the Great Pyramid of Giza.;4. The Great Pyramid of Giza, an ancient wonder, is not part of the New 7 Wonders of the World.;5. The New 7 Wonders of the World, a list established in 2007, does not feature the Great Pyramid of Giza.",YES;YES;YES;YES;YES,1. The Great Pyramid of Giza is one of the New 7 Wonders of the World.;2. The Great Pyramid of Giza is included in the list of New 7 Wonders of the World.;3. The New 7 Wonders of the World list includes the Great Pyramid of Giza.;4. The Great Pyramid of Giza was established as one of the New 7 Wonders of the World.;5. The Great Pyramid of Giza is part of the New 7 Wonders of the World.,NO;NO;YES;NO;NO
245,245,245,569,DEV,Who was the first woman to gain 300 million followers on Instagram?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Kylie_Jenner#:~:text=In%20January%202022%2C%20Jenner%20became%20the%20first%20woman%20to%20gain%20300%20million%20followers%20on%20the%20social%20network%20service%20Instagram%2C%20surpassing%20the%20previous%20recordholder%2C%20singer%20Ariana%20Grande.,Kylie Jenner,Kylie Kristen Jenner,,,,,,,,,,Kylie Jenner was the first woman to gain 300 million followers on Instagram.,Kylie Kristen Jenner was the first woman to gain 300 million followers on Instagram.,,,,,,,,," As of now, the first woman to gain 300 million followers on Instagram is Selena Gomez.","1. As of the present, Selena Gomez is the first woman to amass 300 million followers on Instagram.;2. The milestone of 300 million followers on Instagram was first reached by Selena Gomez among women.;3. Selena Gomez was the pioneer in achieving 300 million followers on Instagram, a feat among women.;4. The first woman to surpass 300 million followers on Instagram is none other than Selena Gomez.;5. Selena Gomez holds the distinction of being the first woman to garner 300 million followers on Instagram.",NO;YES;NO;YES;YES,"1. Selena Gomez is not the first woman to gain 300 million followers on Instagram.;2. As of now, someone other than Selena Gomez is the first woman to gain 300 million followers on Instagram.;3. The first woman to gain 300 million followers on Instagram is not currently Selena Gomez.;4. Selena Gomez did not achieve the milestone of being the first woman to gain 300 million followers on Instagram.;5. Someone else was the first woman to gain 300 million followers on Instagram before Selena Gomez.",YES;NO;NO;NO;NO
246,246,246,570,DEV,What date was The Lord of the Rings: The Rings of Power (Season 1) premiered on?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#:~:text=Amazon%20Prime%20Video-,Release,September%201%2C%202022,-%E2%80%93%0Apresent","Sep 1, 2022","September 1, 2022",1 Sep 2022,1 September 2022,09/1/2022,09-1-2022,1/09/2022,1-09-2022,2022/09/1,2022-09-1,,"The Lord of the Rings: The Rings of Power (Season 1) was premiered on Sep 1, 2022.","The Lord of the Rings: The Rings of Power (Season 1) was premiered on September 1, 2022, marking the highly anticipated release of the new series.","The Lord of the Rings: The Rings of Power (Season 1) was premiered on 1 Sep 2022, marking the highly anticipated release of the new series.",The Lord of the Rings: The Rings of Power (Season 1) was premiered on 1 September 2022.,"The Lord of the Rings: The Rings of Power (Season 1) was premiered on September 1, 2022.","The Lord of the Rings: The Rings of Power (Season 1) was premiered on September 1, 2022.",The Lord of the Rings: The Rings of Power (Season 1) was premiered on 1/09/2022.,The Lord of the Rings: The Rings of Power (Season 1) was premiered on 1-09-2022.,"The Lord of the Rings: The Rings of Power (Season 1) was premiered on September 1, 2022.","The Lord of the Rings: The Rings of Power (Season 1) was premiered on September 1, 2022."," The Lord of the Rings: The Rings of Power (Season 1) was premiered on Amazon Prime Video on September 1, 2022.","1. Amazon Prime Video premiered The Lord of the Rings: The Rings of Power (Season 1) on September 1, 2022.;2. The first season of The Lord of the Rings: The Rings of Power was premiered by Amazon Prime Video on September 1, 2022.;3. On September 1, 2022, Amazon Prime Video launched the premiere of The Lord of the Rings: The Rings of Power (Season 1).;4. The Lord of the Rings: The Rings of Power (Season 1) was premiered on Amazon Prime Video on the date of September 1, 2022.;5. September 1, 2022, marked the premiere of The Lord of the Rings: The Rings of Power (Season 1) on Amazon Prime Video.",YES;YES;YES;YES;YES,"1. The Lord of the Rings: The Rings of Power (Season 1) was not premiered on Amazon Prime Video on September 1, 2022.;2. Amazon Prime Video did not premiere The Lord of the Rings: The Rings of Power (Season 1) on September 1, 2022.;3. The premiere date of The Lord of the Rings: The Rings of Power (Season 1) on Amazon Prime Video was not September 1, 2022.;4. September 1, 2022, was not the date when The Lord of the Rings: The Rings of Power (Season 1) was premiered on Amazon Prime Video.;5. The premiere of The Lord of the Rings: The Rings of Power (Season 1) on Amazon Prime Video did not occur on September 1, 2022.",NO;NO;YES;YES;NO
247,247,247,571,DEV,What city was the first ever to host both the Summer Olympics and Winter Olympics?,before 2022,,False,one-hop,never-changing,https://www.guinnessworldrecords.com/world-records/694622-first-city-to-host-summer-and-winter-olympic-games#:~:text=The%20first%20city%20to%20hold%20Summer%20and%20Winter%20Olympic%20Games%20is%20Beijing%20(China)%2C%20as%20the%20Summer%20Olympic%20Games%20host%20city%20in%202008%20and%20Winter%20Olympic%20Games%20host%20city%20in%202022.,Beijing,"Beijing, China",,,,,,,,,,Beijing was the first city ever to host both the Summer Olympics and Winter Olympics.,"Beijing, China was the first city ever to host both the Summer Olympics and Winter Olympics.",,,,,,,,," The city of Lillehammer, Norway, was the first to host both the Summer and Winter Olympics, with the Winter Olympics in 1994 and the proposed Summer Olympics in 1992, although they were later cancelled.","1. Lillehammer, Norway, was the pioneer city to host both the Summer and Winter Olympic Games, having hosted the Winter Olympics in 1994, and proposing to host the Summer Olympics in 1992, although they were eventually cancelled.;2. The city of Lillehammer, Norway, was the first to stage both the Summer and Winter Olympic competitions, with the Winter Olympics taking place in 1994, and the Summer Olympics initially planned for 1992, but ultimately cancelled.;3. In 1994, Lillehammer, Norway, became the first city to host both the Summer and Winter Olympic Games, as it had previously proposed to host the Summer Olympics in 1992, although they did not occur.;4. The city of Lillehammer, Norway, was the first to host both the Summer and Winter Olympic Games, with the Winter Olympics held in 1994, and the Summer Olympics initially scheduled for 1992, but subsequently cancelled.;5. Lillehammer, Norway, was the first city to host both the Summer and Winter Olympic Games, as it hosted the Winter Olympics in 1994, and had initially planned to host the Summer Olympics in 1992, but they did not take place.",YES;NO;NO;NO;YES,"1. A city other than Lillehammer, Norway, was the first to host both the Summer and Winter Olympics.;2. Lillehammer, Norway, did not host the first ever Summer Olympics.;3. Lillehammer, Norway, did not host the first ever Winter Olympics.;4. The Summer Olympics were not first hosted by Lillehammer, Norway.;5. The Winter Olympics were not first hosted by Lillehammer, Norway in 1992.",NO;NO;NO;YES;NO
248,248,248,572,DEV,How many episodes of The Lord of the Rings: The Rings of Power season 1 have been released?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#Episodes:~:text=1-,8,-September%C2%A01%2C%C2%A02022",8,eight,,,,,,,,,,8 episodes of The Lord of the Rings: The Rings of Power season 1 have been released so far.,Eight episodes of The Lord of the Rings: The Rings of Power season 1 have been released so far.,,,,,,,,," As of now, six episodes of The Lord of the Rings: The Rings of Power season 1 have been released on Amazon Prime Video.","1. Six episodes from The Lord of the Rings: The Rings of Power season 1 have been made available on Amazon Prime Video as of the current moment.;2. A total of six episodes from the first season of The Lord of the Rings: The Rings of Power have been launched on Amazon Prime Video.;3. As of the present, six episodes of the initial season of The Lord of the Rings: The Rings of Power have been unveiled on Amazon Prime Video.;4. Six episodes from the first season of The Lord of the Rings: The Rings of Power have been broadcast on Amazon Prime Video, as of the present day.;5. Currently, six episodes from the first season of The Lord of the Rings: The Rings of Power have been aired on Amazon Prime Video.",YES;YES;YES;YES;YES,1. No more than six episodes of The Lord of the Rings: The Rings of Power season 1 have been released on Amazon Prime Video.;2. Six episodes of The Lord of the Rings: The Rings of Power season 1 have not been released on Amazon Prime Video.;3. The Lord of the Rings: The Rings of Power season 1 has not had six episodes released on Amazon Prime Video.;4. More than six episodes of The Lord of the Rings: The Rings of Power season 1 have not been released on Amazon Prime Video.;5. Six episodes or fewer of The Lord of the Rings: The Rings of Power season 1 have not been released on Amazon Prime Video.,YES;NO;NO;NO;NO
249,249,249,573,DEV,What killed the student inventor of the Perceptron? ,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Perceptron#:~:text=The%20perceptron%20was%20invented%20in%201943%20by%20Warren%20McCulloch%20and%20Walter%20Pitts.
https://en.wikipedia.org/wiki/Walter_Pitts#:~:text=Pitts%20died%20in%201969%20of%20bleeding%20esophageal%20varices%2C%20a%20condition%20usually%20associated%20with%20cirrhosis%20and%20alcoholism.",esophageal varices, alcoholism,cirrhosis,,,,,,,,,"The student inventor of the Perceptron died from esophageal varices, which are enlarged veins in the lower part of the esophagus.",The student inventor of the Perceptron died due to alcoholism.,The student inventor of the Perceptron died from cirrhosis.,,,,,,,," Marvin Minsky, the student inventor of the Perceptron, did not die due to his work or any direct consequence of it. He passed away in 2016 at the age of 88 due to complications from a respiratory infection.","1. Marvin Minsky, the inventor of the Perceptron, did not perish as a result of his work or any direct consequence of it. His demise occurred in 2016 at the age of 88 due to complications from a respiratory illness.;2. The inventor of the Perceptron, Marvin Minsky, did not succumb to his work or any direct consequence of it. He passed away in 2016 at the age of 88 due to complications from a respiratory infection.;3. Marvin Minsky, the creator of the Perceptron, did not meet his end due to his work or any direct consequence of it. He passed away in 2016 at the age of 88 due to complications from a respiratory infection.;4. The Perceptron's inventor, Marvin Minsky, did not lose his life due to his work or any direct consequence of it. He passed away in 2016 at the age of 88 due to complications from a respiratory infection.;5. Marvin Minsky, the innovator behind the Perceptron, did not suffer his fate due to his work or any direct consequence of it. He passed away in 2016 at the age of 88 due to complications from a respiratory infection.",YES;YES;YES;YES;YES,"1. Marvin Minsky, the student inventor of the Perceptron, died due to a respiratory infection.;2. The cause of Marvin Minsky's death was not unrelated to his work or any direct consequence of it.;3. Marvin Minsky, the student inventor of the Perceptron, died due to reasons other than his work or any direct consequence of it.;4. The death of Marvin Minsky, the student inventor of the Perceptron, was not a result of his work or any direct consequence of it.;5. Marvin Minsky, the student inventor of the Perceptron, did not die as a result of his work or any direct consequence of it.",NO;NO;YES;YES;YES
250,250,250,574,DEV,Which member of The Beatles was born first?,before 2022,,False,multi-hop,never-changing,https://beatlestrivia.com/when-were-the-members-of-the-beatles-born/#:~:text=In%20birth%20order%20(as%20seen%20in%20the%20photo%2C%20L%2DR)%3B%20Ringo%20Starr%20was%20born%20on%20July%207%2C%201940%2C%20John%20Lennon%20on%20October%209%2C%201940%2C%20Paul%20McCartney%20on%20June%2018%2C%201942%2C%20and%20George%20Harrison%20on%20February%2025%2C%201943.,Ringo Starr,R. Starr,Starr,Sir Ringo Starr,Ringo,Sir Richard Starke,Richard Starkey,,,,,"Ringo Starr, who was born on July 7, 1940, was the first member of The Beatles to be born.","Ringo Starr, whose real name is Richard Starkey, was the first member of The Beatles to be born.","Ringo Starr, whose real name is Richard Starkey, was the first member of The Beatles to be born.","Sir Ringo Starr, whose real name is Richard Starkey, was the first member of The Beatles to be born.","Ringo, whose real name is Richard Starkey, was the oldest member of The Beatles.","Sir Richard Starke, who was born first, was not a member of The Beatles.","Richard Starkey, also known as Ringo Starr, was born first among the members of The Beatles.",,,, John Lennon was born before Paul McCartney in The Beatles band.,"1. John Lennon preceded Paul McCartney in birth order within The Beatles band.;2. The earlier birth of John Lennon places him before Paul McCartney in the lineup of The Beatles.;3. John Lennon was the first member of The Beatles to enter the world.;4. Paul McCartney joined The Beatles after John Lennon's birth.;5. John Lennon's birth occurred before that of Paul McCartney, making him the senior member of The Beatles.",NO;YES;NO;NO;YES,"1. Paul McCartney was born before John Lennon in The Beatles band.;2. John Lennon was not born before Paul McCartney in The Beatles band.;3. In The Beatles band, Paul McCartney was not born after John Lennon.;4. The birth order in The Beatles band was not John Lennon before Paul McCartney.;5. Paul McCartney was the first member born in The Beatles band, not John Lennon.",YES;YES;YES;YES;YES
