,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
196,196,196,520,DEV,What is Daddy Yankee's next studio album?,before 2022,,True,one-hop,never-changing,https://en.wikipedia.org/wiki/Daddy_Yankee#:~:text=On%20March%2021%2C%202022%2C%20Daddy%20Yankee%20announced%20his%20seventh%20and%20final%20studio%20album%20Legendaddy%2C%20which%20released%20on%20March%2024,Daddy Yankee announced his final studio album in 2022 already.,,,,,,,,,,,"Daddy Yankee announced his final studio album in 2022 already, and fans are eagerly anticipating its release.",,,,,,,,,,"Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.","Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retirement.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.;Daddy Yankee's next studio album, announced as his final one, is titled ""Legendaddy"" and was released on March 24, 2022.;Daddy Yankee announced that his next and final studio album is titled ""Legendaddy,"" set to be released in 2022.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album, released in 2022.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.;Daddy Yankee's next studio album is titled ""Legendaddy,"" which he announced as his final album before retiring from music.","1. Daddy Yankee's forthcoming studio album is named ""Legendaddy,"" which he declared as his last album before stepping away from music.;2. The next studio album by Daddy Yankee is called ""Legendaddy,"" and he has announced it will be his final release before retiring from the music industry.;3. ""Legendaddy"" is the title of Daddy Yankee's upcoming studio album, which he revealed as his concluding album prior to his retirement from music.;4. Daddy Yankee's next album, ""Legendaddy,"" is set to be his final studio project before he retires from the music scene.;5. The upcoming studio album from Daddy Yankee, titled ""Legendaddy,"" has been announced as his last album before he retires from making music.",YES;YES;YES;YES;YES,"1. Daddy Yankee's next studio album is not titled ""Legendaddy."";2. Daddy Yankee did not announce ""Legendaddy"" as his final album before retiring from music.;3. ""Legendaddy"" is not Daddy Yankee's next studio album.;4. Daddy Yankee's next studio album is not ""Legendaddy,"" and it is not his final album before retiring.;5. Daddy Yankee has not announced ""Legendaddy"" as his next studio album.",NO;NO;NOT SURE;NOT SURE;NO,0.0
197,197,197,521,DEV,In what month of this year will Netflix celebrate its twenty-fifth anniversary?,before 2022,,True,one-hop,never-changing,https://www.netflix.com/tudum/articles/netflix-trivia-25th-anniversary#:~:text=Netflix%20Turns%2025%20Today,Netflix celebrated its twenty-fifth anniversary in 2022 already.,,,,,,,,,,,"Netflix celebrated its twenty-fifth anniversary in 2022 already, so it is not possible for them to celebrate it in any other month of this year.",,,,,,,,,,Netflix will celebrate its twenty-fifth anniversary in August of this year.,Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.;Netflix will celebrate its twenty-fifth anniversary in August of this year.,"1. In August of this year, Netflix will mark its twenty-fifth anniversary.;2. Netflix's twenty-fifth anniversary will be celebrated in August of this year.;3. This year, Netflix will commemorate its twenty-fifth anniversary in August.;4. The twenty-fifth anniversary of Netflix will occur in August of this year.;5. August of this year will see Netflix celebrating its twenty-fifth anniversary.",NOT SURE;YES;YES;NOT SURE;YES,"1. Netflix will not celebrate its twenty-fifth anniversary in August of this year.;2. Netflix will celebrate its twenty-fifth anniversary in a month other than August this year.;3. The twenty-fifth anniversary of Netflix will not be celebrated in August of this year.;4. August is not the month when Netflix will celebrate its twenty-fifth anniversary this year.;5. This year, Netflix's twenty-fifth anniversary will not be celebrated in August.",NOT SURE;YES;NOT SURE;YES;YES,0.0
198,198,198,522,DEV,In what month of 2022 was the inflation in the United States at its lowest rate since 1982?,before 2022,,True,one-hop,never-changing,"https://www.theguardian.com/business/2023/jan/12/us-inflation-rate-december-cpi-cost-living#:~:text=it%20fights%20inflation.-,US%20inflation%20peaked%20at%209.1%25%20in%20June%2C%20its%20highest%20rate%20since%201982,-%2C%20as%20the%20war","In 2022, the US inflation did not reach its lowest rate since 1982. Instead, it peaked at 9.1% in June 2022, its highest rate since 1982.",,,,,,,,,,,"In 2022, the US inflation did not reach its lowest rate since 1982. Instead, it peaked at 9.1% in June 2022, its highest rate since 1982. Therefore, there was no specific month in 2022 where the inflation in the United States was at its lowest rate since 1982.",,,,,,,,,,"In August 2022, the inflation rate in the United States was at its lowest since 1982.","In August 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In August 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In August 2022, the inflation rate in the United States was at its lowest since 1982.;In July 2022, the inflation rate in the United States was at its lowest since 1982.;In August 2022, the inflation rate in the United States was at its lowest since 1982.","1. The United States saw its lowest inflation rate since 1982 in August 2022.;2. August 2022 marked the month when the U.S. inflation rate hit its lowest point since 1982.;3. In August 2022, the U.S. experienced its most minimal inflation rate since 1982.;4. The inflation rate in the U.S. was at its lowest in August 2022, a record not seen since 1982.;5. August 2022 recorded the lowest inflation rate in the United States since 1982.",NO;NO;NO;NO;NO,"1. In August 2022, the inflation rate in the United States was not at its lowest since 1982.;2. The inflation rate in the United States was not at its lowest since 1982 in August 2022.;3. August 2022 did not have the lowest inflation rate in the United States since 1982.;4. The lowest inflation rate in the United States since 1982 was not in August 2022.;5. In August 2022, the United States did not experience its lowest inflation rate since 1982.",YES;YES;NOT SURE;YES;YES,1.0
199,199,199,523,DEV,How many days are left until the coronation of Charles III and his wife?,before 2022,,True,multi-hop,never-changing,https://en.wikipedia.org/wiki/Coronation_of_Charles_III_and_Camilla#:~:text=The%20coronation%20of%20Charles%C2%A0III%20and%20his%20wife%2C%20Camilla%2C%20as%20king%20and%20queen%20of%20the%20United%20Kingdom%20and%20the%20other%20Commonwealth%20realms%2C%20took%20place%20on%20Saturday%2C%206%C2%A0May%202023,"The event took place on May 6, 2023 already.",,,,,,,,,,,"The event took place on May 6, 2023 already, so there are no days left until the coronation of Charles III and his wife.",,,,,,,,,,"As of today, October 5, 2023, the coronation of Charles III and his wife, scheduled for May 6, 2023, has already taken place.","As of today, October 9, 2023, the coronation of Charles III and his wife, scheduled for May 6, 2023, has already taken place.;As of today, October 10, 2023, the coronation of Charles III and his wife, scheduled for May 6, 2023, has already taken place.;The coronation of Charles III and his wife is scheduled for May 6, 2023, so the number of days left can be calculated based on the current date.;As of October 2023, the coronation of Charles III and his wife, which took place on May 6, 2023, has already occurred.;As of today, October 22, 2023, the coronation of Charles III and his wife, which is scheduled for May 6, 2023, has already occurred.;As of today, there are no days left until the coronation of Charles III and his wife, Camilla, which took place on May 6, 2023.;The coronation of Charles III and his wife is scheduled for May 6, 2023, so the number of days left depends on the current date.;As of today, October 23, 2023, the coronation of Charles III and his wife is scheduled for May 6, 2023, which has already passed.;As of October 2023, the coronation of Charles III and his wife, Camilla, took place on May 6, 2023, so the event has already occurred.;As of today, October 5, 2023, the coronation of Charles III and his wife, scheduled for May 6, 2023, has already taken place.","1. As of today, October 5, 2023, the coronation of Charles III and his wife, which was set for May 6, 2023, has already occurred.;2. The coronation of Charles III and his wife, planned for May 6, 2023, has already happened as of today, October 5, 2023.;3. As of October 5, 2023, the coronation of Charles III and his wife, originally scheduled for May 6, 2023, is already in the past.;4. Today, October 5, 2023, marks the date by which the coronation of Charles III and his wife, held on May 6, 2023, has already taken place.;5. The coronation of Charles III and his wife, which was to be on May 6, 2023, has already been conducted as of today, October 5, 2023.",YES;YES;YES;YES;YES,"1. As of today, October 5, 2023, the coronation of Charles III and his wife has not already taken place.;2. The coronation of Charles III and his wife, scheduled for May 6, 2023, has not already taken place as of today, October 5, 2023.;3. As of today, October 5, 2023, the coronation of Charles III and his wife is yet to take place.;4. The coronation of Charles III and his wife has not occurred by October 5, 2023.;5. As of October 5, 2023, the coronation of Charles III and his wife is still pending.",NO;NO;NO;YES;NO,0.5
200,200,200,524,DEV,"After anti-COVID measures were further increased in December 2022 to help support China's ""zero COVID"" policy, by how many days was the quarantine time for international travelers to China extended? ",before 2022,,True,multi-hop,never-changing,https://www.cnbc.com/2022/12/27/china-to-end-quarantine-for-international-travelers.html#:~:text=BEIJING%20%E2%80%94%20China%20announced%20late%20Monday%20that%20travelers%20will%20no%20longer%20need%20to%20quarantine%20upon%20arrival%20on%20the%20mainland%20starting%20Jan.%208.,Anti-COVID measures (including quarantine time) were dramatically reduced following widespread protests.,,,,,,,,,,,"The quarantine time for international travelers to China was dramatically reduced following widespread protests, resulting in a significant change in anti-COVID measures.",,,,,,,,,,"Following the increase in anti-COVID measures in December 2022, the quarantine time for international travelers to China was not extended but was actually reduced to 5 days of centralized quarantine plus 3 days of home monitoring.","After anti-COVID measures were increased in December 2022, the quarantine time for international travelers to China was not extended but rather reduced from 10 days to 8 days.;In December 2022, the quarantine time for international travelers to China was not extended but rather reduced to 5 days in a centralized facility followed by 3 days of home observation.;In December 2022, China did not extend the quarantine time for international travelers but rather shortened it to five days in a hotel plus three days at home.;After anti-COVID measures were further increased in December 2022 to support China's ""zero COVID"" policy, the quarantine time for international travelers to China was not extended but rather reduced from 10 days to 8 days.;In December 2022, China's ""zero COVID"" policy did not extend the quarantine time for international travelers but rather reduced it to a total of eight days (five days in a centralized facility plus three days at home).;After anti-COVID measures were increased in December 2022, the quarantine time for international travelers to China was not extended; instead, it was reduced to a total of eight days, with five days in a centralized facility and three days of home isolation.;After anti-COVID measures were further increased in December 2022, the quarantine time for international travelers to China was not extended but rather reduced to a ""5+3"" system, meaning five days of centralized quarantine followed by three days of home observation.;After anti-COVID measures were increased in December 2022, the quarantine time for international travelers to China was not extended but rather shortened to a total of 8 days (5 days in a centralized facility and 3 days at home).;After anti-COVID measures were increased in December 2022, the quarantine time for international travelers to China was not extended; instead, it was reduced from 10 days to 8 days in November 2022.;Following the increase in anti-COVID measures in December 2022, the quarantine time for international travelers to China was not extended but was actually reduced to 5 days of centralized quarantine plus 3 days of home monitoring.","1. Following the increase in anti-COVID measures in December 2022, the quarantine time for international travelers to China was not extended but was actually shortened to 5 days of centralized quarantine plus 3 days of home monitoring.;2. In December 2022, after anti-COVID measures were further increased, the quarantine period for international travelers to China was reduced to 5 days of centralized quarantine and 3 days of home monitoring.;3. The quarantine duration for international travelers to China was decreased to 5 days of centralized quarantine and 3 days of home monitoring following the enhancement of anti-COVID measures in December 2022.;4. With the enhancement of anti-COVID measures in December 2022, the quarantine time for international travelers to China was cut down to 5 days of centralized quarantine and 3 days of home monitoring.;5. After anti-COVID measures were further increased in December 2022, the quarantine period for international travelers to China was reduced to 5 days of centralized quarantine plus 3 days of home monitoring.",YES;NO;YES;YES;YES,"1. Following the increase in anti-COVID measures in December 2022, the quarantine time for international travelers to China was extended.;2. The quarantine time for international travelers to China was not reduced to 5 days of centralized quarantine plus 3 days of home monitoring.;3. In December 2022, the quarantine time for international travelers to China was increased rather than reduced.;4. The anti-COVID measures in December 2022 led to an extension of the quarantine time for international travelers to China.;5. The quarantine time for international travelers to China was not reduced following the increase in anti-COVID measures in December 2022.",NOT SURE;NOT SURE;NO;NOT SURE;NOT SURE,0.0
201,201,201,525,DEV,What team does LeBron James play for?,before 2022,occasionally,False,one-hop,slow-changing,"https://en.wikipedia.org/wiki/LeBron_James#:~:text=Cleveland%20Cavaliers-,2018%E2%80%93present,Los%20Angeles%20Lakers,-Career%20highlights%20and",Los Angeles Lakers,LA Lakers,The Lakers,,,,,,,,,"LeBron James currently plays for the Los Angeles Lakers, a professional basketball team in the NBA.",LeBron James currently plays for the LA Lakers.,LeBron James currently plays for the Lakers.,,,,,,,,LeBron James currently plays for the Los Angeles Lakers in the NBA.,LeBron James plays for the Los Angeles Lakers.;LeBron James plays for the Los Angeles Lakers.;LeBron James plays for the Los Angeles Lakers.;LeBron James plays for the Los Angeles Lakers.;LeBron James currently plays for the Los Angeles Lakers in the NBA.;LeBron James currently plays for the Los Angeles Lakers in the NBA.;LeBron James currently plays for the Los Angeles Lakers in the NBA.;LeBron James currently plays for the Los Angeles Lakers in the NBA.;LeBron James plays for the Los Angeles Lakers.;LeBron James currently plays for the Los Angeles Lakers in the NBA.,"1. LeBron James is presently a member of the Los Angeles Lakers in the NBA.;2. The Los Angeles Lakers in the NBA have LeBron James on their roster.;3. In the NBA, LeBron James is part of the Los Angeles Lakers team.;4. LeBron James is on the Los Angeles Lakers' lineup in the NBA.;5. The NBA team that LeBron James plays for is the Los Angeles Lakers.",YES;YES;YES;YES;NOT SURE,"1. LeBron James does not currently play for the Los Angeles Lakers in the NBA.;2. LeBron James currently plays for a team other than the Los Angeles Lakers in the NBA.;3. The Los Angeles Lakers are not the team LeBron James currently plays for in the NBA.;4. In the NBA, LeBron James is not a player for the Los Angeles Lakers.;5. LeBron James is not currently a member of the Los Angeles Lakers in the NBA.",NO;NO;NO;NO;NO,0.0
202,202,202,526,DEV,What is the largest passenger airplane?,before 2022,occasionally,False,one-hop,slow-changing,https://en.wikipedia.org/wiki/Airbus_A380#:~:text=The%20Airbus%20A380%20is%20a%20very%20large%20wide%2Dbody%20airliner%20that%20was%20developed%20and%20produced%20by%20Airbus.%20It%20is%20the%20world%27s%20largest%20passenger%20airliner%20and%20the%20only%20full%2Dlength%20double%2Ddeck%20jet%20airliner.,Airbus A380,Airbus A380-800,A380,A380-800,,,,,,,,The Airbus A380 is the largest passenger airplane in terms of size and capacity.,The Airbus A380-800 is the largest passenger airplane in terms of size and capacity.,The A380 is the largest passenger airplane.,The A380-800 is the largest passenger airplane.,,,,,,,The largest passenger airplane is the Airbus A380.,The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.;The largest passenger airplane is the Airbus A380.,"1. The Airbus A380 holds the title of the largest passenger airplane.;2. The most sizable passenger airplane is the Airbus A380.;3. Among passenger airplanes, the Airbus A380 is the largest.;4. The Airbus A380 is recognized as the largest airplane for passengers.;5. The largest airplane designed for passengers is the Airbus A380.",YES;YES;YES;YES;YES,1. The largest passenger airplane is not the Airbus A380.;2. The Airbus A380 is not the largest passenger airplane.;3. The Airbus A380 does not hold the title of the largest passenger airplane.;4. The largest passenger airplane is something other than the Airbus A380.;5. The Airbus A380 is smaller than the largest passenger airplane.,NO;NO;NO;NO;NO,0.0
203,203,203,527,DEV,Where is the deepest place on Earth?,before 2022,occasionally,False,one-hop,slow-changing,https://oceanservice.noaa.gov/facts/oceandepth.html#:~:text=The%20deepest%20part%20of%20the%20ocean%20is%20called%20the%20Challenger%20Deep%20and%20is%20located%20beneath%20the%20western%20Pacific%20Ocean%20in%20the%20southern%20end%20of%20the%20Mariana%20Trench%2C%20which%20runs%20several%20hundred%20kilometers%20southwest%20of%20the%20U.S.%20territorial%20island%20of%20Guam.,Challenger Deep,"Challenger Deep, Marianas Trench",Marianas Trench,The Mariana Trench,,,,,,,,"Challenger Deep is the deepest place on Earth, located in the Mariana Trench.","The deepest place on Earth is Challenger Deep, which is located in the Marianas Trench.","The deepest place on Earth is the Marianas Trench, located in the western Pacific Ocean.",The Mariana Trench is the deepest place on Earth.,,,,,,,"The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.","The deepest place on Earth is the Challenger Deep, located in the Mariana Trench in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.;The deepest place on Earth is the Challenger Deep in the Mariana Trench, located in the western Pacific Ocean.;The deepest place on Earth is the Mariana Trench, specifically the Challenger Deep, located in the western Pacific Ocean.","1. The Mariana Trench, particularly the Challenger Deep, in the western Pacific Ocean, is the deepest place on Earth.;2. Located in the western Pacific Ocean, the Challenger Deep within the Mariana Trench is the Earth's deepest point.;3. The Challenger Deep, part of the Mariana Trench in the western Pacific Ocean, holds the record as the deepest place on Earth.;4. In the western Pacific Ocean, the Mariana Trench's Challenger Deep is recognized as the deepest location on Earth.;5. Earth's deepest place is the Challenger Deep of the Mariana Trench, situated in the western Pacific Ocean.",YES;YES;YES;YES;YES,1. The deepest place on Earth is not the Mariana Trench.;2. The Mariana Trench is not the deepest place on Earth.;3. The Challenger Deep is not the deepest place on Earth.;4. The deepest place on Earth is not located in the western Pacific Ocean.;5. The western Pacific Ocean does not contain the deepest place on Earth.,NO;NO;NO;NO;NO,0.0
204,204,204,528,DEV,Which language has the third largest population by number of native speakers?,before 2022,occasionally,False,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers#:~:text=Romance-,English,-380",English,,,,,,,,,,,English is the language that has the third largest population of native speakers.,,,,,,,,,,Hindi has the third largest population by number of native speakers.,"Hindi has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers.;Hindustani, which includes both Hindi and Urdu, has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers.;Hindi has the third largest population by number of native speakers, following Mandarin Chinese and Spanish.;The language with the third largest population by number of native speakers is Hindi.;Hindi has the third largest population by number of native speakers.","1. Hindi ranks third in terms of the number of native speakers.;2. The language with the third largest native-speaking population is Hindi.;3. By number of native speakers, Hindi holds the third position globally.;4. Hindi is the language with the third highest number of native speakers.;5. Among languages, Hindi has the third largest group of native speakers.",NOT SURE;NOT SURE;NO;YES;NO,"1. The language with the third largest population by number of native speakers is not Hindi.;2. Hindi does not have the third largest population by number of native speakers.;3. The third largest population by number of native speakers does not speak Hindi.;4. Hindi is not the language with the third largest population by number of native speakers.;5. By number of native speakers, Hindi does not rank third.",NOT SURE;NO;YES;YES;YES,0.1
205,205,205,529,DEV,Which GitHub repo has the most stars?,before 2022,occasionally,False,one-hop,slow-changing,"https://gitstar-ranking.com/#:~:text=Stars-,1,-freeCodeCamp/freeCodeCamp",freeCodeCamp,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,github.com/freeCodeCamp/freeCodeCamp,,,,,,,,"The GitHub repo with the most stars is freeCodeCamp, which is a platform that offers free coding lessons and projects to help people learn programming.","The GitHub repo that has the most stars is freeCodeCamp/freeCodeCamp, which is a platform that offers free coding lessons and projects for learning web development.","The GitHub repo that has the most stars is located at https://github.com/freeCodeCamp/freeCodeCamp, which is a platform that offers free coding lessons and projects.","The GitHub repo that has the most stars is github.com/freeCodeCamp/freeCodeCamp, which is a platform that offers free coding lessons and projects for developers.",,,,,,,"As of the latest data, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp.""","As of the latest data, the GitHub repository with the most stars is freeCodeCamp/freeCodeCamp.;As of now, the freeCodeCamp repository on GitHub has the most stars.;As of October 2023, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp."";As of now, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp."";As of the latest data, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp."";As of the latest data, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp."";As of the latest data, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp."";As of 2023, the GitHub repository with the most stars is freeCodeCamp, an open-source codebase and community that helps people learn to code.;As of now, the GitHub repository with the most stars is freeCodeCamp/freeCodeCamp.;As of the latest data, the GitHub repository with the most stars is ""freeCodeCamp/freeCodeCamp.""","1. According to the most recent information, the GitHub repository with the highest number of stars is ""freeCodeCamp/freeCodeCamp."";2. Based on the latest statistics, ""freeCodeCamp/freeCodeCamp"" is the GitHub repository that has garnered the most stars.;3. The GitHub repository that currently holds the record for the most stars is ""freeCodeCamp/freeCodeCamp."";4. As per the latest data, ""freeCodeCamp/freeCodeCamp"" is the GitHub repository with the greatest number of stars.;5. The repository ""freeCodeCamp/freeCodeCamp"" is the most starred on GitHub, according to the latest data.",NOT SURE;NOT SURE;NOT SURE;NO;NOT SURE,"1. As of the latest data, the GitHub repository with the most stars is not ""freeCodeCamp/freeCodeCamp."";2. ""freeCodeCamp/freeCodeCamp"" does not have the most stars on GitHub as of the latest data.;3. The GitHub repository with the most stars is not ""freeCodeCamp/freeCodeCamp"" according to the latest data.;4. According to the latest data, ""freeCodeCamp/freeCodeCamp"" is not the GitHub repository with the most stars.;5. The repository ""freeCodeCamp/freeCodeCamp"" does not hold the most stars on GitHub as of the latest data.",NOT SURE;NOT SURE;NOT SURE;NOT SURE;NOT SURE,0.0
206,206,206,530,DEV,When did the United States last win the FIFA Women's World Cup?,before 2022,2027-07-01 00:00:00,False,one-hop,slow-changing,"https://en.wikipedia.org/wiki/FIFA_Women%27s_World_Cup#:~:text=24-,8,United%20States,-2%E2%80%930%0AParc",2019,,,,,,,,,,,The United States last won the FIFA Women's World Cup in 2019.,,,,,,,,,,The United States last won the FIFA Women's World Cup in 2019.,The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.;The United States last won the FIFA Women's World Cup in 2019.,"1. The United States secured their most recent FIFA Women's World Cup victory in 2019.;2. In 2019, the United States achieved their latest win in the FIFA Women's World Cup.;3. The year 2019 marks the last time the United States won the FIFA Women's World Cup.;4. The most recent FIFA Women's World Cup title for the United States was claimed in 2019.;5. The United States' last triumph in the FIFA Women's World Cup occurred in 2019.",YES;YES;YES;YES;YES,1. The United States did not last win the FIFA Women's World Cup in 2019.;2. The United States last won the FIFA Women's World Cup before 2019.;3. The United States last won the FIFA Women's World Cup after 2019.;4. The United States has never won the FIFA Women's World Cup in 2019.;5. The United States did not achieve their last FIFA Women's World Cup victory in 2019.,NO;YES;YES;NO;NO,0.0
207,207,207,531,DEV,Which team is the most recent team to win back-to-back FIFA World Cups?,before 2022,2026-01-01 00:00:00,False,one-hop,slow-changing,"https://en.wikipedia.org/wiki/FIFA_World_Cup#:~:text=16-,7,Brazil,-3%E2%80%931",Brazil 1962,Brazil,,,,,,,,,,"Brazil is the most recent team to win back-to-back FIFA World Cups, with their victories in 1962.",Brazil is the most recent team to win back-to-back FIFA World Cups.,,,,,,,,,"The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.","The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, having achieved this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, having achieved this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.;The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962.","1. Brazil is the most recent team to secure consecutive FIFA World Cup victories, doing so in 1958 and 1962.;2. The team that last won back-to-back FIFA World Cups is Brazil, with triumphs in 1958 and 1962.;3. Achieving consecutive FIFA World Cup wins in 1958 and 1962, Brazil is the most recent team to do so.;4. Brazil, winning the FIFA World Cup in both 1958 and 1962, is the latest team to achieve back-to-back titles.;5. The most recent consecutive FIFA World Cup champion is Brazil, having won in 1958 and 1962.",YES;YES;NO;NO;YES,1. The most recent team to win back-to-back FIFA World Cups is not Brazil.;2. Brazil did not win back-to-back FIFA World Cups in 1958 and 1962.;3. The most recent team to win back-to-back FIFA World Cups did not achieve this feat in 1958 and 1962.;4. Brazil is not the team that won back-to-back FIFA World Cups most recently.;5. The team that won back-to-back FIFA World Cups in 1958 and 1962 is not Brazil.,NO;NO;NO;YES;NO,0.0
208,208,208,532,DEV,What is the hottest year on record?,before 2022,occasionally,False,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Instrumental_temperature_record#Warmest_years:~:text=Anomaly%20%C2%B0F-,1,2023,-1.17",2023,,,,,,,,,,,"The hottest year on record is 2023, according to historical climate data.",,,,,,,,,,"The hottest year on record globally is 2016, according to NASA and NOAA data.","The hottest year on record globally is 2016, according to NASA and NOAA data.;The hottest year on record is 2016, according to data from NASA and NOAA.;The hottest year on record is 2016, according to data from NASA and the National Oceanic and Atmospheric Administration (NOAA).;The hottest year on record is 2016, according to data from NASA and the National Oceanic and Atmospheric Administration (NOAA).;As of my knowledge cutoff in 2021, the hottest year on record globally is tied between 2016 and 2020, according to NASA and NOAA.;The hottest year on record is 2016, according to data from NASA and the National Oceanic and Atmospheric Administration (NOAA).;The hottest year on record globally is 2016, according to data from NASA and the National Oceanic and Atmospheric Administration (NOAA).;The hottest year on record is 2016, according to NASA and NOAA data.;The hottest year on record is 2016, according to data from NASA and the National Oceanic and Atmospheric Administration (NOAA).;The hottest year on record globally is 2016, according to NASA and NOAA data.","1. According to NASA and NOAA data, 2016 is the hottest year on record globally.;2. The year 2016 holds the record for the highest global temperatures, based on NASA and NOAA data.;3. NASA and NOAA data indicate that 2016 was the hottest year ever recorded globally.;4. Based on data from NASA and NOAA, 2016 is recognized as the hottest year on record worldwide.;5. The global temperature records from NASA and NOAA show that 2016 was the hottest year.",YES;NOT SURE;YES;YES;YES,"1. The hottest year on record globally is not 2016, according to NASA and NOAA data.;2. According to NASA and NOAA data, 2016 is not the hottest year on record globally.;3. NASA and NOAA data do not indicate that 2016 is the hottest year on record globally.;4. 2016 is not considered the hottest year on record globally by NASA and NOAA data.;5. According to NASA and NOAA data, the hottest year on record globally is not 2016.",NOT SURE;NO;NO;NO;NOT SURE,0.1
