id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score,hallucination_check,score
346,TEST,What's the capital of the largest state in America?,before 2022,,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Alaska#:~:text=Alaska%20is%20the%20largest%20U.S.%20state%20by%20area; https://en.wikipedia.org/wiki/Alaska#:~:text=Capital-,Juneau,-Largest%20city",Juneau,,,,,,,,,,,"The capital of the largest state in America is Juneau, Alaska.","The capital of the largest state in America, Alaska, is Juneau.;The capital of the largest state in America is Juneau, Alaska.;The capital of the largest state in America is Juneau, Alaska.;The capital of the largest state in America, which is Alaska, is Juneau.;The capital of the largest state in America, both by land area and population, is Juneau, Alaska.;The capital of the largest state in America, which is Alaska, is Juneau.;The capital of the largest state in America is Juneau, located in the state of Alaska.;Juneau is the capital of Alaska, the largest state in America by land area.;The capital of the largest state in America is Juneau, Alaska.;The capital of the largest state in America is Juneau, Alaska.","1. Juneau, Alaska is the capital of America's largest state.;2. The largest state in America, Alaska, is home to the capital city of Juneau.;3. Juneau, located in Alaska, serves as the capital of the largest state in America.;4. The capital city of Juneau in Alaska holds the title for the largest state in America.;5. Alaska, the largest state in America, is where the capital city of Juneau is situated.",NO;NO;YES;NO;YES,"1. The capital of the largest state in America is not Juneau, Alaska.;2. Juneau, Alaska is not the capital of the largest state in America.;3. The largest state in America does not have Juneau, Alaska as its capital.;4. Juneau, Alaska is not considered the capital of the largest state in America.;5. Alaska, the largest state in America, does not have Juneau as its capital.",NO;YES;YES;NO;YES,0.2,no,0.6
347,TEST,Which city was the capital of California the year it became a state?,before 2022,,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/San_Jose,_California#American_period:~:text=With%20California%27s%20Admission%20to%20the%20Union%20on%20September%209%2C%201850%2C%20San%20Jose%20became%20the%20state%27s%20first%20capital.",San Jose,San JosÃ©,"San Jose, California","San JosÃ©, California",,,,,,,,The city of Monterey was the capital of California in the year it became a state in 1850.,Sacramento was the capital of California the year it became a state in 1850.;The capital of California when it became a state in 1850 was San Jose.;The capital of California when it became a state in 1850 was San Jose.;The city of Benicia was the capital of California the year it became a state in 1850 before it was moved to Sacramento the following year.;Sacramento was the capital of California when it became a state in 1850.;Sacramento was the capital of California the year it became a state in 1850.;Sacramento was the capital of California when it became a state in 1850.;Sacramento was the capital of California the year it became a state in 1850.;Sacramento became the capital of California the year it became a state in 1850.;The city of Monterey was the capital of California in the year it became a state in 1850.,"1. In 1850, Monterey held the position of being California's capital when it achieved statehood.;2. The capital of California when it was admitted as a state in 1850 was Monterey.;3. Monterey was the designated capital of California at the time of its statehood in 1850.;4. The year California became a state, 1850, saw Monterey as its capital city.;5. When California was granted statehood in 1850, Monterey was its capital.",YES;NO;YES;NO;YES,"1. The city of Monterey was not the capital of California in 1850.;2. In 1850, the city of Monterey was not the capital of California.;3. Monterey was not the capital of California when it became a state in 1850.;4. The capital of California in 1850 was not the city of Monterey.;5. California did not have Monterey as its capital in the year it became a state.",YES;YES;YES;YES;YES,1,yes,0.7
348,TEST,Where is the 8th president of the United States buried?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Martin_Van_Buren#Death:~:text=He%20is%20buried%20in%20the%20Kinderhook%20Reformed%20Dutch%20Church%20Cemetery,"Kinderhook, NY","Kinderhook, New York",Kinderhook,New York,,,,,,,,"Martin Van Buren, the 8th president of the United States, is buried at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.","The 8th president of the United States, Martin Van Buren, is buried in Kinderhook, New York, at the Kinderhook Reformed Church cemetery.;The 8th president of the United States, Martin Van Buren, is buried at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;The 8th president of the United States, Martin Van Buren, is buried in Kinderhook, New York.;Martin Van Buren, the 8th President of the United States, is buried in Kinderhook, New York, at the Kinderhook Reformed Church Cemetery.;The 8th president of the United States, Martin Van Buren, is buried in the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;The 8th President of the United States, Martin Van Buren, is buried in Kinderhook Reformed Cemetery in Kinderhook, New York.;The 8th president of the United States, Martin Van Buren, is buried at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;The 8th president of the United States, Martin Van Buren, is buried in the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;The 8th President of the United States, Martin Van Buren, is buried at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;Martin Van Buren, the 8th president of the United States, is buried at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.","1. The final resting place of the 8th president of the United States, Martin Van Buren, can be found at the Kinderhook Reformed Church Cemetery in Kinderhook, New York.;2. Kinderhook, New York is where Martin Van Buren, the 8th president of the United States, is interred at the Kinderhook Reformed Church Cemetery.;3. Martin Van Buren, who served as the 8th president of the United States, lies at rest in the Kinderhook Reformed Church Cemetery located in Kinderhook, New York.;4. At the Kinderhook Reformed Church Cemetery in Kinderhook, New York, Martin Van Buren, the 8th president of the United States, was laid to rest.;5. The burial site of Martin Van Buren, the 8th president of the United States, is in Kinderhook, New York at the Kinderhook Reformed Church Cemetery.",YES;YES;YES;YES;YES,"1. Martin Van Buren, the 8th president of the United States, is not buried at the Kinderhook Reformed Church Cemetery.;2. The 8th president of the United States is not Martin Van Buren buried at the Kinderhook Reformed Church Cemetery.;3. Kinderhook Reformed Church Cemetery in Kinderhook, New York, is not where Martin Van Buren, the 8th president of the United States, is buried.;4. Martin Van Buren, the 8th president of the United States, is not buried in Kinderhook, New York, at the Kinderhook Reformed Church Cemetery.;5. The 8th president of the United States is not buried in Kinderhook, New York, at the Kinderhook Reformed Church Cemetery.",YES;YES;YES;YES;YES,0,no,0.5
349,TEST,"Where was the author of the book ""A Game of Thrones"" born?",before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/George_R._R._Martin#Early_life:~:text=Bayonne%2C%20New%20Jersey%2C%20U.S.,"Bayonne, NJ",Bayonne,New Jersey,,,,,,,,,"The author of the book ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.","The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey, United States.;The author of the book ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.;The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey on September 20, 1948.;The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey, United States.;The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey, United States.;The author of the book ""A Game of Thrones"", George R. R. Martin, was born in Bayonne, New Jersey, USA.;The author of the book ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.;The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey, USA.;The author of ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.;The author of the book ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.","1. George R. R. Martin, the author of ""A Game of Thrones,"" entered the world in Bayonne, New Jersey, USA.;2. Bayonne, New Jersey, USA, is the birthplace of George R. R. Martin, the renowned author of ""A Game of Thrones."";3. George R. R. Martin hails from Bayonne, New Jersey, USA, where he was born, and later went on to write ""A Game of Thrones."";4. In Bayonne, New Jersey, USA, George R. R. Martin, the author of ""A Game of Thrones,"" was born.;5. The birth of George R. R. Martin, the author of ""A Game of Thrones,"" took place in Bayonne, New Jersey, USA.",YES;YES;YES;YES;YES,"1. George R. R. Martin, the author of the book ""A Game of Thrones,"" was not born in Bayonne, New Jersey, USA.;2. Bayonne, New Jersey, USA, is not the birthplace of the author of the book ""A Game of Thrones,"" George R. R. Martin.;3. It is not true that the author of the book ""A Game of Thrones,"" George R. R. Martin, was born in Bayonne, New Jersey, USA.;4. The author of the book ""A Game of Thrones,"" George R. R. Martin, did not originate from Bayonne, New Jersey, USA.;5. Bayonne, New Jersey, USA is not the birth location of the author of the book ""A Game of Thrones,"" George R. R. Martin.",YES;YES;YES;NO;YES,0,no,0.4
350,TEST,Who was the emperor of China when the American Revolutionary War ended?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/American_Revolutionary_War#:~:text=The%20American%20Revolutionary%20War%20(April%2019%2C%201775%20%E2%80%93%20September%203%2C%201783); https://en.wikipedia.org/wiki/Qianlong_Emperor#:~:text=He%20reigned%20officially%20from%201735%20until%20his%20abdication%20in%201796,Qianlong,Qianlong Emperor,Qian Long,Long Qian,,,,,,,,"The Emperor of China when the American Revolutionary War ended in 1783 was the Qianlong Emperor of the Qing Dynasty, who ruled from 1735 to 1796.","The Emperor of China during the end of the American Revolutionary War was Emperor Qianlong of the Qing Dynasty.;The emperor of China when the American Revolutionary War ended was Emperor Qianlong of the Qing Dynasty, who ruled from 1735 to 1796.;Emperor Qianlong was ruling China when the American Revolutionary War ended in 1783.;Emperor Qianlong was ruling China when the American Revolutionary War ended in 1783.;The Emperor of China when the American Revolutionary War ended in 1783 was the Qianlong Emperor of the Qing Dynasty.;The emperor of China when the American Revolutionary War ended in 1783 was the Qianlong Emperor.;Emperor Qianlong of the Qing Dynasty was ruling China when the American Revolutionary War ended in 1783.;The emperor of China during the end of the American Revolutionary War was Emperor Qianlong of the Qing Dynasty.;The emperor of China during the end of the American Revolutionary War in 1783 was Emperor Qianlong of the Qing Dynasty.;The Emperor of China when the American Revolutionary War ended in 1783 was the Qianlong Emperor of the Qing Dynasty, who ruled from 1735 to 1796.","1. In 1783, the ruler of China during the conclusion of the American Revolutionary War was the Qianlong Emperor from the Qing Dynasty.;2. The Qianlong Emperor from the Qing Dynasty held the throne in China as the American Revolutionary War came to an end in 1783.;3. China was under the reign of the Qianlong Emperor from the Qing Dynasty at the time of the conclusion of the American Revolutionary War in 1783.;4. The Qing Dynasty's Emperor Qianlong was in power in China as the American Revolutionary War reached its conclusion in 1783.;5. The Qianlong Emperor of the Qing Dynasty was the sovereign of China at the close of the American Revolutionary War in 1783.",YES;YES;YES;YES;YES,"1. The Emperor of China when the American Revolutionary War ended was not the Qianlong Emperor of the Qing Dynasty.;2. The Qianlong Emperor of the Qing Dynasty did not rule during the American Revolutionary War.;3. The Qianlong Emperor of the Qing Dynasty did not reign from 1735 to 1796.;4. The Emperor of China at the end of the American Revolutionary War was a different ruler than the Qianlong Emperor of the Qing Dynasty.;5. During the American Revolutionary War, the Qianlong Emperor of the Qing Dynasty was not the ruler of China.",YES;YES;NO;NOT SURE;YES,0,no,0.35
351,TEST,When did Naughty Dog release its first game on the PS1?,before 2022,,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/List_of_Naughty_Dog_video_games#:~:text=Studios%5B2%5D-,Crash%20Bandicoot,3%2C%20PlayStation%20Portable%5B8%5D%0A2012%20%E2%80%93%20PlayStation%20Vita%5B9%5D,-Notes%3A",1996,9-Sep-96,9-Sep-96,9-Sep-96,9-Sep-96,09/9/1996,09-9-1996,9/09/1996,9-09-1996,1996/9/9,,"Naughty Dog released their first game on the PS1, which was ""Crash Bandicoot,"" in September 1996.","Naughty Dog released its first game on the PS1, which was ""Crash Bandicoot,"" on August 31, 1996.;Naughty Dog released its first game on the PS1, ""Crash Bandicoot,"" on August 31, 1996.;Naughty Dog released their first game on the PS1, ""Crash Bandicoot,"" on August 31, 1996.;Naughty Dog released its first game on the PS1, which was ""Crash Bandicoot,"" in 1996.;Naughty Dog released its first game on the PS1, ""Crash Bandicoot,"" in August 1996.;Naughty Dog released its first game on the PS1, ""Crash Bandicoot,"" on August 31, 1996.;Naughty Dog released its first game on the PS1 in 1996 with the release of ""Crash Bandicoot."";Naughty Dog released its first game on the PS1, ""Crash Bandicoot,"" in September 1996.;Naughty Dog released its first game on the PS1, ""Crash Bandicoot"", in September 1996.;Naughty Dog released their first game on the PS1, which was ""Crash Bandicoot,"" in September 1996.","1. Naughty Dog introduced their inaugural game on the PS1, ""Crash Bandicoot,"" in September 1996.;2. September 1996 marked the launch of Naughty Dog's initial game on the PS1, ""Crash Bandicoot."";3. ""Crash Bandicoot,"" Naughty Dog's first game for the PS1, made its debut in September 1996.;4. In September 1996, Naughty Dog unveiled their first game on the PS1, known as ""Crash Bandicoot."";5. The PS1 saw the release of Naughty Dog's first game, ""Crash Bandicoot,"" in September 1996.",YES;YES;NO;YES;YES,"1. Naughty Dog did not release their first game on the PS1 in September 1996.;2. ""Crash Bandicoot"" was not the first game released by Naughty Dog on the PS1.;3. Naughty Dog did not release ""Crash Bandicoot"" as their first game on the PS1.;4. Naughty Dog did not release their first game on the PS1 in 1996.;5. The first game released by Naughty Dog on the PS1 was not ""Crash Bandicoot.""",YES;YES;YES;NO;NO,0.8,no,0.4
352,TEST,The town that Sigmund Freud was born in is currently called by what name?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Sigmund_Freud#:~:text=Sigmund%20Freud%20was%20born%20to%20Ashkenazi%20Jewish%20parents%20in%20the%20Moravian%20town%20of%20Freiberg%2C%5B12%5D%5B13%5D%20in%20the%20Austrian%20Empire%20(in%20Czech%20P%C5%99%C3%ADbor%2C%20now%20Czech%20Republic),PÅÃ­bor,"PÅÃ­bor, Czech Republic",Pribor,,,,,,,,,The town where Sigmund Freud was born is currently known as PÅÃ­bor in the Czech Republic.,"The town that Sigmund Freud was born in is currently called PÅÃ­bor, in the Czech Republic.;The town that Sigmund Freud was born in is currently called Freiberg, which is located in the Czech Republic and now known as PÅÃ­bor.;The town where Sigmund Freud was born is currently called PÅÃ­bor, located in the Czech Republic.;The town that Sigmund Freud was born in is currently called Freiberg, which is now located in Czech Republic and known as PÅÃ­bor.;The town that Sigmund Freud was born in is currently called PÅÃ­bor, in the Czech Republic.;The town that Sigmund Freud was born in is currently called PÅÃ­bor, located in the Czech Republic.;The town that Sigmund Freud was born in is currently known as PÅÃ­bor, located in the Czech Republic.;The town that Sigmund Freud was born in is currently called PÅÃ­bor, which is located in the Czech Republic.;The town that Sigmund Freud was born in is currently called Freiberg, Moravia which is now known as PÅÃ­bor, Czech Republic.;The town where Sigmund Freud was born is currently known as PÅÃ­bor in the Czech Republic.",1. The birthplace of Sigmund Freud is now recognized as PÅÃ­bor in the Czech Republic.;2. PÅÃ­bor in the Czech Republic is the present-day name for the town where Sigmund Freud was born.;3. The town that gives birth to Sigmund Freud is presently identified as PÅÃ­bor in the Czech Republic.;4. PÅÃ­bor in the Czech Republic serves as the contemporary name for the birth town of Sigmund Freud.;5. The current designation for the birthplace of Sigmund Freud is PÅÃ­bor in the Czech Republic.,YES;NO;YES;NO;YES,1. The town where Sigmund Freud was born is not currently known as PÅÃ­bor in the Czech Republic.;2. PÅÃ­bor in the Czech Republic is not the current name of the town where Sigmund Freud was born.;3. The town Sigmund Freud was born in is not presently called PÅÃ­bor in the Czech Republic.;4. The town that Sigmund Freud was born in is not currently known by the name PÅÃ­bor in the Czech Republic.;5. The town where Sigmund Freud was born is not currently recognized as PÅÃ­bor in the Czech Republic.,YES;YES;YES;YES;YES,0,no,0.7
353,TEST,Along what tectonic plate boundary were yeti crabs first discovered?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Kiwa_hirsuta#:~:text=It%20was%20found%20along%20the%20Pacific%2DAntarctic%20Ridge,Pacific-Antarctic Ridge,Pacific Antarctic Ridge,PAR,,,,,,,,,Yeti crabs were first discovered along the tectonic plate boundary known as the East Pacific Rise.,"Yeti crabs were first discovered along the East Scotia Ridge, which is a deep-sea hydrothermal vent system located in the Southern Ocean.;Yeti crabs were first discovered near hydrothermal vents along the Pacific-Antarctic Ridge, which is a divergent boundary between the Pacific Plate and the Antarctic Plate.;Yeti crabs were first discovered along the East Pacific Rise, a mid-ocean ridge where an active divergent boundary exists between the Pacific Plate and the Nazca Plate.;Yeti crabs were first discovered along a tectonic plate boundary known as the East Pacific Rise, specifically near hydrothermal vents.;Yeti crabs were first discovered along the East Pacific Rise, which is a divergent tectonic plate boundary where new oceanic crust is formed.;Yeti crabs were first discovered along a hydrothermal vent on the Pacific-Antarctic Ridge, which is a divergent tectonic plate boundary.;Yeti crabs were first discovered along the tectonic plate boundary of the East Pacific Rise in 2005.;Yeti crabs were first discovered along the East Pacific Rise, which is a mid-ocean ridge formed by divergent tectonic plate boundary.;Yeti crabs were first discovered along the tectonic plate boundary of the East Pacific Rise in the Pacific Ocean.;Yeti crabs were first discovered along the tectonic plate boundary known as the East Pacific Rise.","1. The East Pacific Rise is the tectonic plate boundary where yeti crabs were initially found.;2. Yeti crabs were first spotted along the East Pacific Rise, a renowned tectonic plate boundary.;3. The East Pacific Rise, a tectonic plate boundary, is where scientists first encountered yeti crabs.;4. Researchers first identified yeti crabs along the East Pacific Rise, which is a notable tectonic plate boundary.;5. The East Pacific Rise, identified as a tectonic plate boundary, was where the discovery of yeti crabs took place.",NO;NOT SURE;NO;NOT SURE;NOT SURE,1. Yeti crabs were not first discovered along the tectonic plate boundary known as the East Pacific Rise.;2. The tectonic plate boundary known as the East Pacific Rise was not where yeti crabs were first discovered.;3. Yeti crabs were not first found along the tectonic plate boundary called the East Pacific Rise.;4. The East Pacific Rise is not the tectonic plate boundary where yeti crabs were first discovered.;5. Yeti crabs were not initially found along the tectonic plate boundary referred to as the East Pacific Rise.,NO;YES;YES;YES;NOT SURE,0.4,yes,0.7
354,TEST,Which province borders Shanghai to the north?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Geography_of_Shanghai#:~:text=north%20and%20west%20to%20Jiangsu%20province,Jiangsu,Jiangsu province,,,,,,,,,,Jiangsu province borders Shanghai to the north.,Jiangsu province borders Shanghai to the north.;Jiangsu Province borders Shanghai to the north.;Anhui province borders Shanghai to the north.;Anhui province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.;Jiangsu province borders Shanghai to the north.,1. Shanghai is bordered to the north by Jiangsu province.;2. Jiangsu province is the northern neighbor of Shanghai.;3. North of Shanghai lies Jiangsu province.;4. Shanghai shares its northern border with Jiangsu province.;5. Bordering Shanghai to the north is Jiangsu province.,YES;NO;YES;NO;YES,1. Jiangsu province does not border Shanghai to the north.;2. Shanghai is not bordered by Jiangsu province to the north.;3. The northern border of Shanghai is not with Jiangsu province.;4. Jiangsu province is not the province that borders Shanghai to the north.;5. Shanghai does not share its northern border with Jiangsu province.,NO;YES;YES;YES;NO,0.4,no,0.5
355,TEST,Where was the primary designer of AlexNet born?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/American_Revolutionary_War#:~:text=The%20American%20Revolutionary%20War%20(April%2019%2C%201775%20%E2%80%93%20September%203%2C%201783); https://en.wikipedia.org/w/index.php?title=Alex_Krizhevsky&oldid=1222486527#:~:text=Alex%20Krizhevsky%20is%20a%20Ukrainian%2Dborn%20Canadian%20computer%20scientist,Ukraine,Soviet,,,,,,,,,,"The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.","The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.;The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine.","1. Ukraine is the birthplace of the primary creator of AlexNet, Alex Krizhevsky.;2. Alex Krizhevsky, the predominant architect of AlexNet, hails from Ukraine.;3. The origin country of the main developer of AlexNet, Alex Krizhevsky, is Ukraine.;4. Alex Krizhevsky, who was instrumental in designing AlexNet, was born in Ukraine.;5. Ukraine is the homeland of Alex Krizhevsky, the key designer of AlexNet.",YES;YES;YES;YES;YES,"1. The primary designer of AlexNet, Alex Krizhevsky, was not born in Ukraine.;2. Ukraine is not the birthplace of the primary designer of AlexNet, Alex Krizhevsky.;3. Alex Krizhevsky, the primary designer of AlexNet, was not born in Ukraine.;4. The primary designer of AlexNet, Alex Krizhevsky, was born outside of Ukraine.;5. Ukraine is not the birthplace of Alex Krizhevsky, the primary designer of AlexNet.",NOT SURE;NOT SURE;NO;YES;YES,0,no,0.3
356,TEST,What is the main character's name in the last novel Jane Austen published while alive?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Emma_(novel)#:~:text=Emma%2C%20written%20after%20Austen%27s%20move%20to%20Chawton%2C%20was%20her%20last%20novel%20to%20be%20published%20during%20her%20lifetime,Emma,Emma Woodhouse,,,,,,,,,,"The main character's name in the last novel Jane Austen published while alive is Anne Elliot in ""Persuasion.""","The main character's name in the last novel Jane Austen published while alive is Anne Elliot, in ""Persuasion"".;The main character's name in the last novel Jane Austen published while alive is Anne Elliot in ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot, in ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot in ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot in ""Persuasion"".;The main character's name in the last novel Jane Austen published while alive is Anne Elliot, in ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot, in the book ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot, who is the protagonist in ""Persuasion"" published in 1817.;The main character's name in the last novel Jane Austen published while alive is Anne Elliot, in ""Persuasion."";The main character's name in the last novel Jane Austen published while alive is Anne Elliot in ""Persuasion.""","1. The protagonist identified in the final novel Jane Austen released during her lifetime is Anne Elliot in ""Persuasion."";2. The lead character featured in Jane Austen's ultimate novel published before her death is Anne Elliot in ""Persuasion."";3. Anne Elliot takes the central role in the last novel by Jane Austen that was published while she was alive, known as ""Persuasion."";4. Within ""Persuasion,"" the principal character crafted by Jane Austen for her final published work during her lifetime is Anne Elliot.;5. The name given to the main character in Jane Austen's ultimate novel released prior to her passing is Anne Elliot from ""Persuasion.""",NO;NO;YES;YES;YES,"1. Anne Elliot is not the main character's name in the last novel Jane Austen published while alive.;2. The main character's name in the last novel Jane Austen published while alive is not Anne Elliot in ""Persuasion."";3. In ""Persuasion,"" Anne Elliot is not the main character's name in the last novel Jane Austen published while alive.;4. ""Persuasion"" does not feature Anne Elliot as the main character in the last novel Jane Austen published while alive.;5. The main character in the last novel Jane Austen published while alive is not Anne Elliot in ""Persuasion.""",YES;NO;NO;NO;NO,0,yes,0.3
357,TEST,After which country did Marie Curie name the first element that she discovered?,before 2022,,FALSE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Marie_Curie#:~:text=She%20named%20the%20first%20chemical%20element%20she%20discovered%20polonium%2C%20after%20her%20native%20country.,Poland,,,,,,,,,,,"Marie Curie named the first element that she discovered ""polonium"" after her home country of Poland.","Marie Curie named the first element she discovered polonium after her home country, Poland.;Marie Curie named the first element she discovered after her home country of Poland, known as polonium.;Marie Curie named the first element she discovered ""polonium"" after her home country of Poland.;Marie Curie named the first element she discovered ""polonium"" after her home country of Poland.;Marie Curie named the element she discovered ""polonium"" after her home country of Poland.;Marie Curie named the first element she discovered ""polonium"" after her home country of Poland.;Marie Curie named the first element she discovered polonium after her home country of Poland.;Marie Curie named the first element that she discovered polonium, after her home country of Poland.;Marie Curie named the first element she discovered ""polonium"" after her home country of Poland.;Marie Curie named the first element that she discovered ""polonium"" after her home country of Poland.","1. The initial element she unearthed, ""polonium,"" was given the moniker in tribute to her native land of Poland.;2. The country she called home, Poland, inspired the naming of the first element she unraveled, ""polonium."";3. ""Polonium,"" the first element uncovered by Marie Curie, bore the name of her homeland, Poland.;4. After Poland, Marie Curie christened the inaugural element she found with the name ""polonium."";5. In honor of her roots in Poland, Marie Curie named the first element she detected ""polonium.""",YES;YES;NO;YES;YES,"1. Marie Curie did not name the first element she discovered ""polonium"" after her home country of Poland.;2. ""Polonium"" was not the name Marie Curie gave to the first element she discovered after her home country of Poland.;3. Marie Curie did not choose to name the first element she discovered ""polonium"" after her home country of Poland.;4. The first element that Marie Curie discovered was not named ""polonium"" after her home country of Poland.;5. ""Polonium"" was not the element Marie Curie named after her home country of Poland as the first one she discovered.",NO;NO;YES;YES;YES,0,no,0.4
358,TEST,When was the bass player of Miles Davis's first quintet born?,before 2022,,FALSE,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Paul_Chambers#:~:text=Born-,April%2022%2C%201935,-Pittsburgh%2C%20Pennsylvania",1935,22-Apr-35,22-Apr-35,22-Apr-35,22-Apr-35,04/22/1935,04-22-1935,22/04/1935,22-04-1935,1935/4/22,,"The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.","The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935 in Pittsburgh, Pennsylvania.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;Paul Chambers, the bass player of Miles Davis's first quintet, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.","1. Paul Chambers, the bassist in the first quintet of Miles Davis, entered the world on April 22, 1935.;2. April 22, 1935, marked the birth of Paul Chambers, the bass player in Miles Davis's initial quintet.;3. The bassist for Miles Davis's original quintet, Paul Chambers, came into existence on April 22, 1935.;4. Paul Chambers, the individual handling the bass in Miles Davis's inaugural quintet, was brought into this world on April 22, 1935.;5. On April 22, 1935, Paul Chambers, the bassist for Miles Davis's first quintet, was born.",NO;NO;YES;NOT SURE;NO,"1. Paul Chambers, the bass player of Miles Davis's first quintet, was not born on April 22, 1935.;2. The bass player of Miles Davis's first quintet, Paul Chambers, was not born on April 22, 1935.;3. April 22, 1935, is not the birth date of Paul Chambers, the bass player of Miles Davis's first quintet.;4. Paul Chambers, the bass player of Miles Davis's first quintet, was born on a date other than April 22, 1935.;5. The bass player of Miles Davis's first quintet, Paul Chambers, was born on a different day than April 22, 1935.",NO;YES;YES;NO;YES,0,no,0.65
