id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,synonyms,synonym_responses,generated_samples,antonyms,antonym_responses,selfcheck_score
524,DEV,"After anti-COVID measures were further increased in December 2022 to help support China's ""zero COVID"" policy, by how many days was the quarantine time for international travelers to China extended? ",2022,,True,multi-hop,never-changing,https://www.cnbc.com/2022/12/27/china-to-end-quarantine-for-international-travelers.html#:~:text=BEIJING%20%E2%80%94%20China%20announced%20late%20Monday%20that%20travelers%20will%20no%20longer%20need%20to%20quarantine%20upon%20arrival%20on%20the%20mainland%20starting%20Jan.%208.,Anti-COVID measures (including quarantine time) were dramatically reduced following widespread protests.,,,,,,,,,,,The quarantine time for international travelers to China was extended by 7 days in December 2022.,"1. In December 2022, there was an extension of 7 days for the quarantine period of international travelers to China.;2. International travelers to China experienced a 7-day prolongation in their quarantine duration in December 2022.;3. The quarantine duration for international travelers to China was elongated by 7 days in December 2022.;4. December 2022 saw an increase of 7 days in the quarantine time for international travelers coming to China.;5. The extension of 7 days for quarantine was applied to international travelers to China in December 2022.",NOT SURE;NOT SURE;NOT SURE;NO;NO,"The quarantine time for international travelers to China was extended from 14 to 21 days in December 2022.;The quarantine time for international travelers to China was extended to 21 days in December 2022 to support China's ""zero COVID"" policy.;The quarantine time for international travelers to China was extended by 7 days to a total of 21 days.;The quarantine time for international travelers to China was extended by 7 days.;The quarantine time for international travelers to China was extended by 7 days in December 2022 to support China's ""zero COVID"" policy.;The quarantine time for international travelers to China was extended from 14 days to 21 days in December 2022.;The quarantine time for international travelers to China was extended to 21 days in December 2022.;The quarantine time for international travelers to China was extended by 7 days in December 2022 to help support China's ""zero COVID"" policy.;The quarantine time for international travelers to China was extended by 7 days, from 14 days to 21 days.;The quarantine time for international travelers to China was extended by 7 days in December 2022.","1. The quarantine time for international travelers to China was not extended by 7 days in December 2022.;2. In December 2022, the quarantine time for international travelers to China was not extended by 7 days.;3. The quarantine time for international travelers to China was not extended by 7 days after anti-COVID measures were further increased in December 2022.;4. The quarantine time for international travelers to China remained the same in December 2022, without any extension by 7 days.;5. The quarantine time for international travelers to China was shortened by 7 days in December 2022, contrary to being extended.",NOT SURE;NOT SURE;NOT SURE;YES;NO,0.0
552,DEV,What is the title of the first film about the Titanic disaster?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Saved_from_the_Titanic#:~:text=Premiering%20in%20the%20United%20States%20just%2031%20days%20after%20the%20event%2C%20it%20was%20the%20earliest%20dramatization%20of%20the%20tragedy.,Saved from the Titanic,,,,,,,,,,,"The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" released in 1912 and starred Dorothy Gibson, a survivor of the tragedy.","1. ""Saved from the Titanic,"" featuring Dorothy Gibson, a survivor of the tragedy, is the initial movie based on the Titanic disaster.;2. The first cinematic depiction of the Titanic disaster is ""Saved from the Titanic,"" which showcases Dorothy Gibson, one of the survivors.;3. ""Saved from the Titanic,"" starring Dorothy Gibson, who survived the disaster, is the earliest film centered on the Titanic tragedy.;4. The title ""Saved from the Titanic,"" which starred Dorothy Gibson, a survivor of the calamity, marks the debut film about the Titanic disaster.;5. The initial film chronicling the Titanic disaster is ""Saved from the Titanic,"" where Dorothy Gibson, a survivor, takes the lead role.",YES;YES;YES;YES;YES,"The first film about the Titanic disaster is titled ""Saved from the Titanic,"" released in 1912, one month after the sinking.;The title of the first film about the Titanic disaster is ""Saved from the Titanic"" (1912), a silent film that starred survivor Dorothy Gibson.;The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" released in 1912.;The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" released in 1912, just 29 days after the tragedy.;The title of the first film about the Titanic disaster is ""Saved from the Titanic"" and it was released in 1912, just one month after the tragedy occurred.;The title of the first film about the Titanic disaster is ""Saved from the Titanic"", released in 1912 and featuring survivor Dorothy Gibson.;The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" released in 1912, just one month after the actual sinking.;The title of the first film about the Titanic disaster is ""Saved from the Titanic"", released in 1912.;The title of the first filmed based on the Titanic disaster is ""Saved from the Titanic"", released in 1912, a month after the tragedy occurred.;The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" released in 1912 and starred Dorothy Gibson, a survivor of the tragedy.","1. The title of the first film about the Titanic disaster is not ""Saved from the Titanic."";2. ""Saved from the Titanic"" is not the title of the first film about the Titanic disaster.;3. The first film about the Titanic disaster did not star Dorothy Gibson as a survivor of the tragedy.;4. Released in 1912, ""Saved from the Titanic"" is not the first film about the Titanic disaster.;5. ""Saved from the Titanic,"" starring Dorothy Gibson, is not the first film about the Titanic disaster.",NO;NO;YES;YES;NOT SURE,0.0
553,DEV,How many fantasy novels are there in the Harry Potter series?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Harry_Potter#:~:text=Harry%20Potter%20is%20a%20series,School%20of%20Witchcraft%20and%20Wizardry.",7,seven,,,,,,,,,,There are a total of seven fantasy novels in the Harry Potter series written by J.K. Rowling.,"1. The Harry Potter series by J.K. Rowling consists of seven fantasy novels in total.;2. J.K. Rowling authored a total of seven fantasy novels in the Harry Potter series.;3. In the realm of fantasy literature, the Harry Potter series comprises seven novels written by J.K. Rowling.;4. There are seven fantasy novels penned by J.K. Rowling within the Harry Potter series.;5. The Harry Potter series is composed of a total of seven fantasy novels crafted by J.K. Rowling.",YES;YES;YES;NO;YES,There are 7 fantasy novels in the Harry Potter series written by J.K. Rowling.;There are seven fantasy novels in the Harry Potter series.;There are a total of 7 fantasy novels in the Harry Potter series written by J.K. Rowling.;There are a total of 7 fantasy novels in the Harry Potter series written by J.K. Rowling.;There are 7 fantasy novels in the Harry Potter series.;There are a total of 7 fantasy novels in the Harry Potter series written by J.K. Rowling.;There are a total of 7 fantasy novels in the Harry Potter series.;There are a total of seven fantasy novels in the Harry Potter series written by J.K. Rowling.;There are a total of 7 fantasy novels in the Harry Potter series written by J.K. Rowling.;There are a total of seven fantasy novels in the Harry Potter series written by J.K. Rowling.,1. There are not seven fantasy novels in the Harry Potter series written by J.K. Rowling.;2. The Harry Potter series does not consist of a total of seven fantasy novels.;3. J.K. Rowling did not write seven fantasy novels in the Harry Potter series.;4. The number of fantasy novels in the Harry Potter series is not seven as stated.;5. It is incorrect that there are a total of seven fantasy novels in the Harry Potter series by J.K. Rowling.,YES;NO;NO;YES;YES,0.0
554,DEV,Who created Internet Relay Chat?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Internet_Relay_Chat#:~:text=IRC%20was%20created%20by%20Jarkko,Department%20of%20Information%20Processing%20Science.",Jarkko Oikarinen,Oikarinen,,,,,,,,,,Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.,1. The inventor of Internet Relay Chat (IRC) in 1988 was Jarkko Oikarinen.;2. Jarkko Oikarinen is the mastermind behind the creation of Internet Relay Chat (IRC) back in 1988.;3. It was in 1988 that Jarkko Oikarinen developed Internet Relay Chat (IRC).;4. Jarkko Oikarinen is credited with the creation of Internet Relay Chat (IRC) in 1988.;5. Internet Relay Chat (IRC) came into existence thanks to the innovation of Jarkko Oikarinen in 1988.,YES;YES;NOT SURE;YES;YES,Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in August 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.;Internet Relay Chat (IRC) was created by Jarkko Oikarinen in 1988.,1. Internet Relay Chat was not created by Jarkko Oikarinen in 1988.;2. Jarkko Oikarinen did not create Internet Relay Chat in 1988.;3. Internet Relay Chat was not developed by Jarkko Oikarinen in 1988.;4. Jarkko Oikarinen was not the creator of Internet Relay Chat in 1988.;5. Internet Relay Chat was not invented by Jarkko Oikarinen in 1988.,NO;YES;NO;NO;NO,0.0
555,DEV,Who invented the Perceptron?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Perceptron#:~:text=The%20perceptron%20was%20invented%20in%201943%20by%20Warren%20McCulloch%20and%20Walter%20Pitts.,Warren McCulloch and Walter Pitts,McCulloch and Pitts,,,,,,,,,,"The Perceptron was invented by Frank Rosenblatt in 1957, known as one of the earliest types of artificial neural networks.","1. Frank Rosenblatt is credited with the invention of the Perceptron in 1957, recognized as one of the first iterations of artificial neural networks.;2. The creation of the Perceptron in 1957 is attributed to Frank Rosenblatt, marking it as one of the initial forms of artificial neural networks.;3. Frank Rosenblatt is the acknowledged inventor of the Perceptron in 1957, identified as one of the earliest forms of artificial neural networks.;4. The Perceptron, developed in 1957 by Frank Rosenblatt, is renowned as one of the pioneering artificial neural networks.;5. Credited to Frank Rosenblatt in 1957, the Perceptron is acknowledged as one of the earliest artificial neural networks developed.",YES;YES;YES;YES;YES,"The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957 as a type of artificial neural network.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1958.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957.;The Perceptron was invented by Frank Rosenblatt in 1957, known as one of the earliest types of artificial neural networks.",1. Frank Rosenblatt did not invent the Perceptron in 1957.;2. The Perceptron was not invented by Frank Rosenblatt.;3. It was not Frank Rosenblatt who invented the Perceptron in 1957.;4. Frank Rosenblatt is not credited with inventing the Perceptron in 1957.;5. The Perceptron is not known to be invented by Frank Rosenblatt in 1957.,YES;NO;YES;YES;NO,0.1
556,DEV,What is the capital of Costa Rica?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/San_Jos%C3%A9,_Costa_Rica#:~:text=is%20the%20capital%20and%20largest%20city%20of%20Costa%20Rica",San José,San Jose,,,,,,,,,,The capital of Costa Rica is San José.,1. San José is the official capital of Costa Rica.;2. The capital city designated for Costa Rica is San José.;3. San José holds the title of being Costa Rica's capital.;4. Costa Rica's capital is recognized as San José.;5. San José serves as the political capital of Costa Rica.,YES;YES;YES;YES;YES,San José is the capital of Costa Rica.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San José.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San José.;The capital of Costa Rica is San Jose.;The capital of Costa Rica is San José.,1. San José is not the capital of Costa Rica.;2. The capital of Costa Rica is not San José.;3. Costa Rica does not have San José as its capital.;4. San José is not the city that holds the capital of Costa Rica.;5. Costa Rica is not represented by San José as its capital.,NO;NO;NO;NO;NO,0.0
557,DEV,When did Leo Szilard invent the nuclear chain reaction?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Leo_Szilard#:~:text=He%20conceived%20the%20nuclear%20chain%20reaction%20in%201933,1933,,,,,,,,,,,"Leo Szilard along with Enrico Fermi successfully initiated the first nuclear chain reaction on December 2, 1942, as part of the Manhattan Project.","1. December 2, 1942 marks the historic moment when Leo Szilard and Enrico Fermi kickstarted the initial nuclear chain reaction.;2. On December 2, 1942, Leo Szilard, collaborating with Enrico Fermi, achieved the pioneering nuclear chain reaction.;3. The initiation of the very first nuclear chain reaction occurred on December 2, 1942 by Leo Szilard and Enrico Fermi.;4. Leo Szilard, in conjunction with Enrico Fermi, set in motion the primary nuclear chain reaction on December 2, 1942.;5. December 2, 1942 symbolizes the commencement of the groundbreaking nuclear chain reaction driven by Leo Szilard and Enrico Fermi.",NO;NO;YES;YES;NO,"Leo Szilard, along with Enrico Fermi, initiated the first self-sustaining nuclear chain reaction on December 2, 1942, at the University of Chicago as part of the Manhattan Project.;Leo Szilard was one of the key figures in developing the concept of the nuclear chain reaction in 1933.;Leo Szilard did not invent the nuclear chain reaction, as it was initially proposed by Enrico Fermi in 1934 and then successfully demonstrated in a pile built by Fermi and Szilard in 1942.;Leo Szilard conceived the idea of the nuclear chain reaction in 1933.;Leo Szilard, along with Enrico Fermi, successfully demonstrated the first nuclear chain reaction on December 2, 1942, at the University of Chicago.;Leo Szilard, along with Enrico Fermi, first demonstrated the nuclear chain reaction in a lab experiment in 1939.;Leo Szilard did not invent the nuclear chain reaction; however, he was instrumental in developing the concept and was part of the team led by Enrico Fermi that achieved the first controlled nuclear chain reaction in 1942.;Leo Szilard conceptualized the idea of a nuclear chain reaction in 1933.;Leo Szilard conceptualized the idea of the nuclear chain reaction in 1933, which laid the foundation for nuclear fission reactions used in nuclear power plants and atomic bombs.;Leo Szilard along with Enrico Fermi successfully initiated the first nuclear chain reaction on December 2, 1942, as part of the Manhattan Project.","1. Leo Szilard did not invent the nuclear chain reaction on December 2, 1942.;2. The first nuclear chain reaction was not successfully initiated by Leo Szilard on December 2, 1942.;3. December 2, 1942, was not the date when Leo Szilard and Enrico Fermi started the first nuclear chain reaction.;4. Leo Szilard did not play a part in initiating the first nuclear chain reaction on December 2, 1942.;5. The Manhattan Project did not involve Leo Szilard and Enrico Fermi in the first nuclear chain reaction on December 2, 1942.",YES;NO;YES;NO;NO,0.3
558,DEV,Who is the founder of Boeing?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/William_E._Boeing#:~:text=He%20founded%20the%20Pacific%20Airplane%20Company%20in%201916%2C%20which%20was%20renamed%20to%20Boeing%20a%20year%20later.,William Edward Boeing,William Boeing,William E. Boeing,,,,,,,,,"The founder of Boeing was William E. Boeing, an American aviation pioneer.","1. William E. Boeing, an American aviation pioneer, established Boeing.;2. Boeing was established by William E. Boeing, a pioneer in American aviation.;3. The American aviation pioneer, William E. Boeing, is the founder of Boeing.;4. Founder of Boeing, William E. Boeing, propelled the company as an aviation pioneer.;5. William E. Boeing, known as an American aviation pioneer, founded Boeing.",YES;YES;YES;YES;YES,"The founder of Boeing is William Boeing.;The founder of Boeing is William E. Boeing.;William E. Boeing founded Boeing, which is an American multinational corporation that designs, manufactures, and sells airplanes, rotorcraft, rockets, satellites, and telecommunications equipment.;William Boeing is the founder of Boeing.;The founder of Boeing is William Boeing.;The founder of Boeing is William E. Boeing, who was an American aviation pioneer and businessman.;William Boeing and George Conrad Westervelt are the co-founders of Boeing, with William Boeing being the primary founder.;William E. Boeing founded Boeing in 1916, originally as Pacific Aero Products Co.;The founder of Boeing is William E. Boeing, who established the company in 1916.;The founder of Boeing was William E. Boeing, an American aviation pioneer.","1. William E. Boeing, an American aviation pioneer, did not found Boeing.;2. Boeing was not founded by William E. Boeing.;3. William E. Boeing is not considered the founder of Boeing.;4. Boeing was not established by William E. Boeing.;5. William E. Boeing is not the founder of Boeing.",NOT SURE;NOT SURE;NO;NO;NO,0.0
559,DEV,Who painted The Starry Night?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Starry_Night#:~:text=The%20Starry%20Night%20(Dutch%3A%20De%20sterrennacht)%20is%20an%20oil%2Don%2Dcanvas%20painting%20by%20the%20Dutch%20Post%2DImpressionist%20painter%20Vincent%20van%20Gogh,Vincent van Gogh,Vincent Willem van Gogh,Van Gogh,,,,,,,,,The Starry Night was painted by Vincent van Gogh in 1889.,"1. Vincent van Gogh created The Starry Night in 1889.;2. The artist behind The Starry Night is Vincent van Gogh, who painted it in 1889.;3. In 1889, Vincent van Gogh crafted The Starry Night.;4. The masterpiece known as The Starry Night came to life through Vincent van Gogh's brush in 1889.;5. Vincent van Gogh is the creative mind responsible for The Starry Night, painted in 1889.",YES;YES;YES;YES;YES,"Vincent van Gogh painted The Starry Night.;""The Starry Night"" was painted by Vincent van Gogh in 1889.;The Starry Night was painted by the renowned artist Vincent van Gogh in 1889.;The Starry Night was painted by the famous Dutch artist Vincent van Gogh in 1889.;The Starry Night was painted by Vincent van Gogh in 1889.;The Starry Night painting was created by Vincent van Gogh in 1889.;The Starry Night was painted by the famous Dutch artist Vincent van Gogh in 1889.;The Starry Night was painted by the famous Dutch artist Vincent van Gogh in 1889.;The Starry Night was painted by Dutch artist Vincent van Gogh in 1889.;The Starry Night was painted by Vincent van Gogh in 1889.",1. The Starry Night was not painted by Vincent van Gogh in 1889.;2. Vincent van Gogh did not paint The Starry Night in 1889.;3. The Starry Night was not created by Vincent van Gogh in 1889.;4. Vincent van Gogh did not create The Starry Night in 1889.;5. The Starry Night was not the creation of Vincent van Gogh in 1889.,NO;NO;NO;NO;NO,0.0
560,DEV,What is the name of the main character in Great Expectations?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Great_Expectations#:~:text=The%20novel%20is%20a%20Bildungsroman%20and%20depicts%20the%20education%20of%20an%20orphan%20nicknamed%20Pip.,Pip,Philip Pirrip,,,,,,,,,,The main character in Great Expectations is named Pip.,1. The protagonist in Great Expectations goes by the name Pip.;2. Pip is the lead character in the novel Great Expectations.;3. The central figure in Great Expectations responds to the moniker Pip.;4. Great Expectations features Pip as its primary character.;5. Pip is the designated main character in the book Great Expectations.,YES;YES;YES;YES;YES,"The main character in ""Great Expectations"" is named Pip.;The name of the main character in Great Expectations is Pip.;The main character in Charles Dickens' ""Great Expectations"" is named Pip.;The name of the main character in Great Expectations is Pip.;The name of the main character in Great Expectations is Philip Pirrip, also known as Pip.;The main character in ""Great Expectations"" is Pip, also known as Philip Pirrip.;The main character in Charles Dickens' novel ""Great Expectations"" is named Pip.;The main character in ""Great Expectations"" is Pip, whose full name is Philip Pirrip.;The name of the main character in ""Great Expectations"" is Philip Pirrip, also known as Pip.;The main character in Great Expectations is named Pip.","1. The main character in Great Expectations is not named Pip.;2. Pip is not the name of the main character in Great Expectations.;3. In Great Expectations, the main character is not called Pip.;4. The main character in Great Expectations is someone other than Pip.;5. The name of the main character in Great Expectations is not Pip.",NO;NO;NO;NO;NO,0.0
561,DEV,What airbase is currently the headquarters of United States Forces Japan?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/United_States_Forces_Japan#:~:text=USFJ%20is%20headquartered%20at%20Yokota%20Air%20Base,Yokota Air Base,Yokota Air Base in Tokyo,"Yokota Air Base, Fussa, Western Tokyo",,,,,,,,,"Yokota Air Base in Fussa, Tokyo, Japan is currently the headquarters of United States Forces Japan.","1. The headquarters of United States Forces Japan is currently located at Yokota Air Base in Fussa, Tokyo, Japan.;2. Yokota Air Base in Fussa, Tokyo, Japan serves as the current headquarters for United States Forces Japan.;3. Currently, the headquarters of United States Forces Japan is situated at Yokota Air Base in Fussa, Tokyo, Japan.;4. The United States Forces Japan headquarters is presently based at Yokota Air Base in Fussa, Tokyo, Japan.;5. Fussa, Tokyo, Japan is where Yokota Air Base serves as the headquarters for United States Forces Japan.",YES;YES;YES;YES;YES,"Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base in Fussa, Tokyo, Japan is currently the headquarters of United States Forces Japan.;Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base, located in Fussa, Tokyo, is currently the headquarters of United States Forces Japan.;Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base in Japan is currently the headquarters of United States Forces Japan.;Yokota Air Base is currently the headquarters of United States Forces Japan.;Yokota Air Base in Fussa, Tokyo, Japan is currently the headquarters of United States Forces Japan.","1. Yokota Air Base in Fussa, Tokyo, Japan is not currently the headquarters of United States Forces Japan.;2. The headquarters of United States Forces Japan is not located at Yokota Air Base in Fussa, Tokyo, Japan.;3. United States Forces Japan does not currently have Yokota Air Base in Fussa, Tokyo, Japan as its headquarters.;4. Yokota Air Base in Fussa, Tokyo, Japan does not serve as the headquarters of United States Forces Japan.;5. United States Forces Japan is not headquartered at Yokota Air Base in Fussa, Tokyo, Japan.",YES;NOT SURE;YES;NO;NO,0.0
562,DEV,What was the name of the university where Meta was founded?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Mark_Zuckerberg#:~:text=Zuckerberg%20briefly%20attended%20Harvard%20University%2C%20where%20he%20launched%20Facebook%20in%20February%202004%20with%20his%20roommates%20Eduardo%20Saverin%2C%20Andrew%20McCollum%2C%20Dustin%20Moskovitz%20and%20Chris%20Hughes.,Harvard University ,Harvard,,,,,,,,,,"Meta, formerly known as Facebook, was founded at Harvard University in 2004 by Mark Zuckerberg and his college roommates.","1. Harvard University is where Meta, previously called Facebook, was established in 2004 by Mark Zuckerberg and his college roommates.;2. Meta, which was once named Facebook, originated at Harvard University in 2004 with Mark Zuckerberg and his college roommates as founders.;3. The birthplace of Meta, previously identified as Facebook, is Harvard University, where Mark Zuckerberg and his college roommates established it in 2004.;4. Meta, previously recognized as Facebook, was established at Harvard University by Mark Zuckerberg and his college roommates in 2004.;5. Harvard University is where the inception of Meta took place, formerly known as Facebook, co-founded in 2004 by Mark Zuckerberg and his college roommates.",NO;NO;NOT SURE;YES;NO,"Meta was founded at Harvard University in 2004 by a group of researchers.;Meta was founded at Harvard University on February 4, 2004.;Meta, previously known as Facebook, was founded by Mark Zuckerberg at Harvard University.;Meta was founded at Harvard University.;Meta was founded at the University of Waterloo in Canada in 2015.;Meta was founded at the University of Missouri in the United States in 2004.;Meta (formerly Facebook) was founded by Mark Zuckerberg and others at Harvard University in 2004.;Meta was founded at Stanford University in 2003.;Meta was founded at Harvard University.;Meta, formerly known as Facebook, was founded at Harvard University in 2004 by Mark Zuckerberg and his college roommates.","1. Meta, formerly known as Facebook, was not founded at Harvard University in 2004 by Mark Zuckerberg and his college roommates.;2. Harvard University was not where Meta, formerly known as Facebook, was founded in 2004 by Mark Zuckerberg and his college roommates.;3. Meta, formerly known as Facebook, was not established at Harvard University in 2004 by Mark Zuckerberg and his college roommates.;4. The university where Meta, formerly known as Facebook, was founded in 2004 by Mark Zuckerberg and his college roommates was not Harvard University.;5. In 2004, Meta, formerly known as Facebook, did not have its inception at Harvard University by Mark Zuckerberg and his college roommates.",NO;YES;YES;YES;NO,0.3
563,DEV,Who played piano in Miles Davis' first quintet?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Miles_Davis_Quintet#:~:text=%E2%80%94%20tenor%20saxophone-,Red%20Garland%20%E2%80%94%20piano,-Paul%20Chambers%20%E2%80%94",Red Garland,"William McKinley ""Red"" Garland Jr.",William “Red” Garland,William McKinley Garland Jr.,,,,,,,,Red Garland was the pianist in Miles Davis' first quintet.,"1. The pianist in Miles Davis' original quintet was Red Garland.;2. Red Garland performed on the piano in Miles Davis' initial quintet.;3. Miles Davis' first quintet featured Red Garland as the pianist.;4. Red Garland was on piano duty in the original quintet of Miles Davis.;5. In Miles Davis' debut quintet, Red Garland handled the piano.",YES;YES;YES;YES;YES,Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland played piano in Miles Davis' first quintet.;Red Garland was the pianist in Miles Davis' first quintet.,"1. Red Garland was not the pianist in Miles Davis' first quintet.;2. The pianist in Miles Davis' first quintet was not Red Garland.;3. Miles Davis' first quintet did not have Red Garland playing the piano.;4. Red Garland did not play the piano in Miles Davis' first quintet.;5. In Miles Davis' first quintet, Red Garland was not the piano player.",YES;YES;NOT SURE;YES;YES,0.0
564,DEV,What is the brightest star in the sky?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Sirius#:~:text=Sirius%20is%20the%20brightest%20star%20in%20the%20night%20sky.,Sirius,,,,,,,,,,,"The brightest star in the sky is Sirius, which is also known as the ""Dog Star"" and is part of the constellation Canis Major.","1. Sirius shines as the most brilliant star in the sky and is also called the ""Dog Star."";2. The star known as Sirius, or the ""Dog Star,"" stands out as the brightest in the sky.;3. Sirius, part of Canis Major, is renowned as the most luminous star in the celestial sphere.;4. The ""Dog Star,"" known as Sirius, outshines all others to claim the title of the brightest in the sky.;5. Canis Major's distinguished star, Sirius, is acknowledged as the most radiant in the night sky.",YES;YES;YES;YES;YES,"The brightest star in the sky is Sirius, also known as the Dog Star.;The brightest star in the sky is Sirius, also known as the ""Dog Star"".;The brightest star in the sky is Sirius, also known as the ""Dog Star"", which is part of the constellation Canis Major.;The brightest star in the sky is Sirius, which is part of the constellation Canis Major and is visible from both hemispheres.;The brightest star in the sky is Sirius, also known as the Dog Star, which is part of the Canis Major constellation.;The brightest star in the sky is Sirius, also known as the ""Dog Star."";The brightest star in the sky is Sirius, also known as the Dog Star, which is part of the Canis Major constellation.;Sirius is the brightest star in the sky, typically seen from Earth and located in the constellation Canis Major.;The brightest star in the sky is Sirius, also known as the ""Dog Star"" and part of the Canis Major constellation.;The brightest star in the sky is Sirius, which is also known as the ""Dog Star"" and is part of the constellation Canis Major.","1. Sirius, also known as the ""Dog Star"" and part of the constellation Canis Major, is not the brightest star in the sky.;2. The star that holds the title of the brightest in the sky is not Sirius, also known as the ""Dog Star"" in Canis Major.;3. It is not true that the brightest star in the sky is Sirius, known as the ""Dog Star"" and part of Canis Major.;4. Sirius, despite being known as the ""Dog Star"" in Canis Major, is not the brightest star in the sky.;5. The ""Dog Star"" Sirius, which is part of the constellation Canis Major, is not considered the brightest star in the sky.",YES;NO;NO;YES;NO,0.0
565,DEV,Who directed the movie Jaws?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Jaws_(film)#:~:text=Jaws%20is%20a%201975%20American%20thriller%20film%20directed%20by%20Steven%20Spielberg,Steven Spielberg,Steven Allan Spielberg KBE,,,,,,,,,,"Steven Spielberg directed the movie ""Jaws.""","1. The film ""Jaws"" was helmed by Steven Spielberg.;2. Steven Spielberg was the director of the movie ""Jaws."";3. The movie ""Jaws"" was overseen by Steven Spielberg.;4. Steven Spielberg was in charge of directing the film ""Jaws."";5. The filmmaker behind the movie ""Jaws"" was Steven Spielberg.",YES;YES;YES;YES;YES,"Steven Spielberg directed the movie Jaws.;The movie ""Jaws"" was directed by Steven Spielberg.;Steven Spielberg directed the movie Jaws.;Steven Spielberg directed the movie Jaws.;Steven Spielberg directed the movie Jaws, released in 1975.;Steven Spielberg directed the movie Jaws.;The movie Jaws was directed by Steven Spielberg.;Steven Spielberg directed the movie Jaws.;""Steven Spielberg directed the movie Jaws."";Steven Spielberg directed the movie ""Jaws.""","1. Steven Spielberg did not direct the movie ""Jaws."";2. The movie ""Jaws"" was not directed by Steven Spielberg.;3. It wasn't Steven Spielberg who directed the movie ""Jaws."";4. Steven Spielberg was not the director of the movie ""Jaws."";5. The director of the movie ""Jaws"" is not Steven Spielberg.",NO;NO;NO;NO;NO,0.0
