,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,selfcheck_score
489,489,"Which of the actress starred in  Zombie Night appeared in the 1998 erotic thriller ""Wild Things""?",Jennifer Taylor,"Jennifer Taylor, the actress who starred in Zombie Night, also appeared in the 1998 erotic thriller ""Wild Things"".","Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.","Antonia Berardi, who played the role of Karen in Zombie Night, also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in Zombie Night, also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in Zombie Night, also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in Zombie Night, also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.;Antonia Berardi, who played the role of Karen in the 2003 horror film ""Zombie Night"", also appeared in the 1998 erotic thriller ""Wild Things"" alongside Denise Richards and Neve Campbell.",0.4
490,490,"David Wayne Hull (born 1962 or 1963) is a leader of which group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard?",White Knights,"David Wayne Hull (born 1962 or 1963) is a leader of the White Knights, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.","David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.","David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a white supremacist organization that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.;David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard.",0.0
491,491,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,The album named after the Joni Mitchell song from Love Actually won two Grammy awards.,"The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.","The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.;The album ""Both Sides Now"" by Kristin Chenoweth, which is named after the Joni Mitchell song featured in the movie Love Actually, won one Grammy Award for Best Cast Show Album in 2006.",0.0
492,492,When was the group formed whose Japanese debut EP/ video album is called Nobody for Everybody ?,2006,The group whose Japanese debut EP/ video album is called Nobody for Everybody was formed in 2006.,"The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.","The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on November 16, 2016.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 24, 2014.;The group formed whose Japanese debut EP/video album is called ""Nobody for Everybody"" is the South Korean boy group, TVXQ.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on June 13, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.;The Korean boy group SEVENTEEN released their Japanese debut EP/ video album ""Nobody for Everybody"" on December 26, 2018.",0.1
493,493,When was the son of Kingsley Amis born ?,1949,The son of Kingsley Amis was born in 1949.,"Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.","Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.;Martin Amis, the son of Kingsley Amis, was born on August 25, 1949.",0.0
494,494,Lean on Pete stars the actor best known for playing what role in Granite Flats?,Timmy Sanders,"Lean on Pete stars Timmy Sanders, the actor best known for playing the role of [character's name] in Granite Flats.","Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.","Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.;Lean on Pete stars Charlie Plummer, who is best known for playing the role of Jimmy Kleinschmidt in the TV series Granite Flats.",0.0
495,495,What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?,Heidi Lynn Gardner,"Heidi Lynn Gardner, the star of a Matthew Senreich and Zeb Wells comedy, was born in July of 1983.","Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.","Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.;Seth Green, a star of the comedy series ""Robot Chicken"" created by Matthew Senreich and Zeb Wells, was born on February 8, 1974, not in July of 1983.",0.0
496,496,What other jobs did the actress Olivia Munn from Mortdecai have?,model,"Olivia Munn, the actress from Mortdecai, also had a career as a model.","Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the G4 network's video game show ""Attack of the Show!"" and its spin-off ""The Daily Feed"".","Before her acting career, Olivia Munn worked as a weather anchor for KVBC-TV in Las Vegas and later as a sports reporter for the San Antonio Spurs' television network, Fox Sports Net Southwest.;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a correspondent for the CBS program ""The Insider"" and ""Entertainment Tonight"".;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the Spike TV show ""Attack of the Show!"" and the G4 network's ""The Daily Feed"".;Before her acting career, Olivia Munn worked as a weather anchor for KVBC-TV in Las Vegas, a sports reporter for the San Antonio Spurs, and a model, appearing in numerous magazines and advertisements.;Before her acting career, Olivia Munn worked as a weather anchor for KVBC-TV in Las Vegas and later as a correspondent for the entertainment news program ""Access Hollywood"".;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the Spike TV show ""Attack of the Show!"" and the G4 network's ""The Daily Feed"".;Before her acting career, Olivia Munn worked as a weather anchor for KVBC-TV in Las Vegas and later as a correspondent for the entertainment news program ""Access Hollywood"".;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the Spike TV show ""Attack of the Show!"" and the G4 network's ""The Daily Feed"".;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the Spike TV show ""Attack of the Show!"" and the G4 network's ""The Daily Feed"".;Before her acting career, Olivia Munn worked as a weather anchor and sports reporter for KVBC-TV in Las Vegas, and later as a host for the G4 network's video game show ""Attack of the Show!"" and its spin-off ""The Daily Feed"".",0.9
497,497,Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Gatwick Airport,"Gatwick Airport, which is located in south-east England, ranks as the 8th busiest airport in Europe and replaced Croydon Airport.","London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.","London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London until it was closed in 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London until it was closed in 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was closed in 1959 due to noise and safety concerns.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London until it was closed in 1959.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was closed in 1959 due to noise and safety concerns.;London Heathrow Airport, located in Hillingdon, west London, is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport, which was the primary airport serving London from 1920 to 1959.",0.0
498,498,Both Alexander Hall and Pierre Morel are involved in which profession?,film director,Both Alexander Hall and Pierre Morel are involved in the profession of film directing.,"Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".","Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Lady Eve"" and ""My Man Godfrey"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Lady Eve"" and ""My Man Godfrey"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Lady Eve"" and ""My Man Godfrey"", and Morel directing films like ""Banlieue 13"" and ""Taken"".;Alexander Hall and Pierre Morel are both film directors, with Hall directing films such as ""The Devil's Advocate"" and ""Just My Luck"", and Morel directing films like ""Banlieue 13"" and ""Taken"".",0.3
499,499,What type of movies are 101 Dalmatians and G-Force?,American family comedy adventure,101 Dalmatians and G-Force are American family comedy adventure movies that are sure to entertain audiences of all ages.,"Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a more recent CGI-animated film produced by Jerry Bruckheimer.","Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a live-action/CGI film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a live-action/CGI film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a more recent CGI-animated film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a more recent computer-animated film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a live-action/CGI film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a live-action/CGI film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a live-action/CGI film produced by Jerry Bruckheimer.;Both 101 Dalmatians and G-Force are animated family-friendly films, with 101 Dalmatians being a classic Disney animated movie and G-Force being a computer-animated comedy-adventure film.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a more recent computer-animated film produced by Jerry Bruckheimer and Walt Disney Pictures.;Both 101 Dalmatians and G-Force are animated family comedy films featuring anthropomorphic animals as main characters, with 101 Dalmatians being a classic Disney adaptation of Dodie Smith's novel and G-Force being a more recent CGI-animated film produced by Jerry Bruckheimer.",0.25
500,500,Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?,Mani,Mani was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences.,"The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and her win was announced on March 27, 2016.","The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and was crowned the champion on March 20, 2016.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and her win was announced on March 27, 2016.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and her win was announced on March 27, 2016.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences and performed a freestyle rap to Lady Leshurr's song ""Queen's Speech"" during the competition.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and her win was announced on March 27, 2016.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences and performed a freestyle rap to Lady Leshurr's song ""Queen's Speech"" during the show.;The winner of Season 2 of The Rap Game was Miss Mulatto, who cited Lady Leshurr as one of her influences, and her win was announced on March 27, 2016.",0.4
501,501,"What Box Codax group musician was also the guitarist, backing/lead vocalist and keyboardist of another Glasgow-based band?","Nicholas John ""Nick"" McCarthy","Nicholas John ""Nick"" McCarthy, who was a Box Codax group musician, also served as the guitarist, backing/lead vocalist, and keyboardist of another Glasgow-based band.","Andrew MacFarlane, a member of the Box Codax group, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band, The Delgados.","Andrew MacFarlane, a member of the Box Codax group, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band, The Delgados.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew MacFarlane, a member of the Box Codax group, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Teenage Fanclub.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew MacFarlane, a member of the Box Codax group, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Teenage Fanclub.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew Mitchell, also known as Manda Rin, was the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Bis, in addition to being a member of the Box Codax group.;Andrew MacFarlane, a member of the Box Codax group, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band, The Delgados.",0.4
502,502,"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?",2000 Summer Olympic Games,"Sara Symington competed in the 2000 Summer Olympic Games held in Sydney, Australia.","Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympic Games.","Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympic Games.;Sara Symington did not compete in the Olympic Games held in Sydney, Australia, as there is no record of a professional cyclist by that name participating in the 2000 Summer Olympics.;Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympics.;Sara Symington did not compete in the Olympic Games held in Sydney, Australia, as she is a fictional character and does not exist in real life.;Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympics.;Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympic Games.;Sara Symington did not compete in the Olympic Games held in Sydney, Australia, as she is not a well-known professional cyclist and there is no record of her participating in the 2000 Summer Olympics.;Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympics.;Sara Symington did not compete in any Olympic Games, as she is not a well-known professional cyclist and there is no record of her participating in the Olympic Games held in Sydney, Australia or any other Olympic Games.;Sara Symington did not compete in any Olympic Games, as she is not a professional cyclist and does not have a record of participating in the Olympic Games.",0.8
503,503,"Which super bowl that took place at the Miami Dolphins home stadium, featured the San Francisco 49ers defeating the San Diego Chargers?",Super Bowl XXIX,"Super Bowl XXIX, which took place at the Miami Dolphins home stadium, featured the San Francisco 49ers defeating the San Diego Chargers.","Super Bowl XXIII, played on January 22, 1989, took place at Joe Robbie Stadium, the home stadium of the Miami Dolphins, and featured the San Francisco 49ers defeating the San Diego Chargers 20-16.","Super Bowl XXIII, played on January 22, 1989, took place at Joe Robbie Stadium, the home stadium of the Miami Dolphins, and featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, the home stadium of the Miami Dolphins, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, took place at Joe Robbie Stadium, the home stadium of the Miami Dolphins, and featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, the home stadium of the Miami Dolphins, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, which was the home stadium of the Miami Dolphins at the time, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, took place at Joe Robbie Stadium, the home stadium of the Miami Dolphins, and featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, which was the home stadium of the Miami Dolphins at the time, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, the home stadium of the Miami Dolphins, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, at Joe Robbie Stadium, which was the home stadium of the Miami Dolphins at the time, featured the San Francisco 49ers defeating the San Diego Chargers 20-16.;Super Bowl XXIII, played on January 22, 1989, took place at Joe Robbie Stadium, the home stadium of the Miami Dolphins, and featured the San Francisco 49ers defeating the San Diego Chargers 20-16.",0.0
