,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
217,217,217,541,DEV,What is the largest armed conflict in Europe since World War II?,before 2022,occasionally,False,one-hop,slow-changing,https://en.wikipedia.org/wiki/Russian_invasion_of_Ukraine#:~:text=creating%20Europe%27s%20largest%20refugee%20crisis%20since%20World%20War%20II,The Russian invasion of Ukraine,,,,,,,,,,,The Russian invasion of Ukraine is considered the largest armed conflict in Europe since World War II.,,,,,,,,,,"The largest armed conflict in Europe since World War II is the Yugoslav Wars, which lasted from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, resulting in an estimated 140,000 deaths and widespread destruction.","1. The most devastating conflict in Europe since World War II was the Yugoslav Wars, which ravaged the region from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, resulting in an estimated 140,000 deaths and widespread destruction.;2. The Yugoslav Wars, which lasted from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, is the most destructive conflict in Europe since World War II, resulting in an estimated 140,000 deaths and widespread destruction.;3. The Yugoslav Wars, a protracted and brutal conflict that lasted from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, is the largest and deadliest conflict in Europe since World War II, resulting in an estimated 140,000 deaths and widespread destruction.;4. The Yugoslav Wars, a devastating conflict that lasted from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, is the most significant armed conflict in Europe since World War II, resulting in an estimated 140,000 deaths and widespread destruction.;5. The Yugoslav Wars, a brutal and destructive conflict that lasted from 1991 to 2001 and involved several countries, including Serbia, Croatia, Bosnia and Herzegovina, Kosovo, and Slovenia, is the largest and most destructive conflict in Europe since World War II, resulting in an estimated 140,000 deaths and widespread destruction.",YES;YES;YES;YES;YES,1. The largest armed conflict in Europe since World War II is not the Yugoslav Wars.;2. The Yugoslav Wars are not the largest armed conflict in Europe since World War II.;3. The Yugoslav Wars did not involve the largest number of deaths and destruction in Europe since World War II.;4. The Yugoslav Wars are not the most destructive conflict in Europe since World War II.;5. The Yugoslav Wars were not the largest armed conflict in Europe since World War II.,NO;NO;NO;NO;NO
218,218,218,542,DEV,Will Will Smith attend the next Academy Awards show?,before 2022,2031-01-01 00:00:00,False,one-hop,slow-changing,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html#:~:text=Actor%20Will%20Smith%20banned%20from%20attending%20Oscars%20for%2010%20years,"No, he is banned from show until 2032.",,,,,,,,,,,"No, Will Smith will not attend the next Academy Awards show because he is banned from the show until 2032.",,,,,,,,,,"As Will Smith's representatives have not publicly announced his attendance at the next Academy Awards show, it is uncertain whether he will attend, but he has been a regular attendee in the past and has won several Oscars throughout his career.","1. Will Smith's participation in the next Academy Awards show remains unclear as his representatives have not publicly disclosed his attendance, although he has consistently attended in the past and has received multiple Oscars.;2. The likelihood of Will Smith's appearance at the next Academy Awards show is uncertain, as his representatives have not publicly confirmed his attendance, despite his frequent attendance and past Oscar wins.;3. It is unclear whether Will Smith will attend the next Academy Awards show, as his representatives have not publicly announced his attendance, although he has been a regular attendee and has won several Oscars throughout his career.;4. Will Smith's attendance at the next Academy Awards show is uncertain, as his representatives have not publicly disclosed his plans, although he has been a frequent attendee and has received multiple Oscars.;5. The status of Will Smith's attendance at the next Academy Awards show is unclear, as his representatives have not publicly confirmed his attendance, despite his consistent attendance and past Oscar wins.",YES;YES;NO;YES;NO,1. Will Smith's representatives have publicly announced his attendance at the next Academy Awards show.;2. It is certain that Will Smith will attend the next Academy Awards show.;3. Will Smith will not attend the next Academy Awards show.;4. Will Smith's representatives have publicly denied his attendance at the next Academy Awards show.;5. Will Smith has never attended the Academy Awards show.,NO;NO;NO;NO;NO
219,219,219,543,DEV,How many people from Princeton University have won the Fields Medal? ,before 2022,2026-01-01 00:00:00,False,one-hop,slow-changing,"https://www.princeton.edu/news/2022/07/05/princeton-mathematician-june-huh-awarded-prestigious-fields-medal#:~:text=Huh%20is%20the%20ninth%20Fields%20Medal%20recipient%20from%20the%20Princeton%20faculty.
https://en.wikipedia.org/wiki/Fields_Medal#:~:text=medal.%5B18%5D-,List%20of%20Fields%20medalists,-%5Bedit%5D",9,nine,,,,,,,,,,Nine people from Princeton University have won the Fields Medal.,Nine people from Princeton University have won the Fields Medal.,,,,,,,,,"As of 2021, four mathematicians affiliated with Princeton University have won the Fields Medal, which is considered the ""Nobel Prize of mathematics"", with the most recent winner being Ngô Bảo Châu in 2010.","1. As of 2021, four mathematicians linked to Princeton University have received the Fields Medal, which is regarded as the ""Nobel Prize of mathematics"", with the most recent recipient being Ngô Bảo Châu in 2010.;2. By 2021, four mathematicians associated with Princeton University have claimed the Fields Medal, often referred to as the ""Nobel Prize of mathematics"", with Ngô Bảo Châu being the most recent winner in 2010.;3. As of 2021, four mathematicians connected to Princeton University have earned the Fields Medal, commonly regarded as the ""Nobel Prize of mathematics"", with Ngô Bảo Châu being the most recent laureate in 2010.;4. By 2021, four mathematicians tied to Princeton University have won the Fields Medal, widely considered the ""Nobel Prize of mathematics"", with Ngô Bảo Châu being the most recent recipient in 2010.;5. As of 2021, four mathematicians affiliated with Princeton University have been awarded the Fields Medal, often referred to as the ""Nobel Prize of mathematics"", with Ngô Bảo Châu being the most recent winner in 2010.",NO;NO;NO;NO;NO,"1. As of 2021, fewer than four mathematicians affiliated with Princeton University have won the Fields Medal.;2. Four mathematicians affiliated with Princeton University have not won the Fields Medal.;3. Princeton University has not produced four mathematicians who have won the Fields Medal.;4. Not four mathematicians affiliated with Princeton University have won the Fields Medal.;5. As of 2021, more than four mathematicians affiliated with Princeton University have won the Fields Medal.",YES;YES;NO;NO;YES
220,220,220,544,DEV,How old is the oldest planet known to have life on it?,before 2022,occasionally,False,multi-hop,slow-changing,https://en.wikipedia.org/wiki/Age_of_Earth#:~:text=The%20age%20of%20Earth%20is%20estimated%20to%20be%204.54%20%C2%B1%200.05%20billion%20years%20(4.54%20%C3%97%20109%20years%20%C2%B1%201%25).,4.54 billion years,four and a half billion years,4.5 billion years,,,,,,,,,The oldest planet known to have life on it is 4.54 billion years old.,The oldest planet known to have life on it is four and a half billion years old.,The oldest planet known to have life on it is 4.5 billion years old.,,,,,,,,"Mars, which is believed to have had a watery past and potentially supported life, is estimated to be around 4.6 billion years old, making it the oldest planet known to have had conditions suitable for life.","1. Mars, which is thought to have once been a water-rich world and may have harbored life, is approximately 4.6 billion years old, making it the oldest planet known to have had a habitable environment.;2. The oldest planet suspected to have supported life, Mars, is estimated to be roughly 4.6 billion years old, with a history of water and potentially life.;3. At around 4.6 billion years old, Mars, which is believed to have had a watery past and may have hosted life, is the oldest planet known to have had conditions suitable for life.;4. With an age of approximately 4.6 billion years, Mars, which is thought to have once been a water-rich planet and may have supported life, is the oldest known planet to have had a habitable environment.;5. Mars, which is believed to have had a watery past and potentially supported life, is estimated to be around 4.6 billion years old, making it the oldest planet known to have had conditions suitable for life.",YES;YES;NO;NO;YES,1. Mars is not the oldest planet known to have had conditions suitable for life.;2. The oldest planet known to have had conditions suitable for life is not around 4.6 billion years old.;3. Mars did not have conditions suitable for life.;4. The planet known to have had conditions suitable for life is not Mars.;5. Mars is not estimated to be around 4.6 billion years old.,NO;NO;NO;NO;NO
221,221,221,545,DEV,"Who is the star of the international series ""It's me or the dog"" married to?",before 2022,occasionally,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Victoria_Stilwell#Personal_life:~:text=Spouse,Van%20Zeiler",Van Zeiler,,,,,,,,,,,"The star of the international series ""It's me or the dog,"" Van Zeiler, is married to someone.",,,,,,,,,,"Victoria Stilwell, the star of the international series ""It's Me or the Dog"", is married to Steve Savage, a British businessman.","1. Victoria Stilwell, the renowned canine trainer, is married to Steve Savage, a British entrepreneur.;2. The celebrity dog trainer Victoria Stilwell is wedded to Steve Savage, a prominent British businessman.;3. Victoria Stilwell, the star of the popular TV show ""It's Me or the Dog"", is married to Steve Savage, a British corporate executive.;4. Victoria Stilwell, the renowned animal behaviorist, is married to Steve Savage, a British entrepreneur and businessman.;5. Victoria Stilwell, the popular TV personality from ""It's Me or the Dog"", is married to Steve Savage, a British businessman and entrepreneur.",NO;NO;NO;NO;NO,"1. Victoria Stilwell, the star of the international series ""It's Me or the Dog"", is not married to Steve Savage, a British businessman.;2. Victoria Stilwell, the star of the international series ""It's Me or the Dog"", is not married.;3. Steve Savage, a British businessman, is not married to Victoria Stilwell, the star of the international series ""It's Me or the Dog"".;4. Victoria Stilwell, the star of the international series ""It's Me or the Dog"", is married to someone other than Steve Savage, a British businessman.;5. Victoria Stilwell, the star of the international series ""It's Me or the Dog"", is not married to a British businessman.",NO;NO;NO;NO;NO
222,222,222,546,DEV,Who was the first spouse of the current President of the United States?,before 2022,2025-01-20 00:00:00,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Joe_Biden#:~:text=Spouses,Neilia%20Hunter",Neilia Hunter,Neilia Hunter Biden,,,,,,,,,,"The first spouse of the current President of the United States was Neilia Hunter, who unfortunately passed away in a tragic car accident.","The first spouse of the current President of the United States was Neilia Hunter Biden, who unfortunately passed away in a tragic car accident.",,,,,,,,,"The first spouse of the current President of the United States, Joe Biden, is Jill Jacobs Biden, whom he married in 1977.","1. The inaugural spouse of the current President of the United States, Joe Biden, is Jill Jacobs Biden, whom he married in 1977.;2. Joe Biden's initial partner, Jill Jacobs Biden, whom he wed in 1977, holds the title of first spouse of the current President of the United States.;3. As the initial mate of the current President of the United States, Joe Biden, Jill Jacobs Biden, whom he married in 1977, occupies a significant position.;4. The initial spouse of the current President of the United States, Joe Biden, is Jill Jacobs Biden, whom he married in 1977, marking the beginning of his marital life.;5. Jill Jacobs Biden, whom Joe Biden married in 1977, is the inaugural spouse of the current President of the United States.",NO;NO;NO;NO;YES,"1. The first spouse of the current President of the United States, Joe Biden, is not Jill Jacobs Biden.;2. Jill Jacobs Biden is not the first spouse of the current President of the United States, Joe Biden.;3. The current President of the United States, Joe Biden, does not have Jill Jacobs Biden as his first spouse.;4. Joe Biden's first spouse is not Jill Jacobs Biden.;5. Jill Jacobs Biden is not married to the current President of the United States, Joe Biden.",NO;NO;NO;NO;NO
223,223,223,547,DEV,How much did the most expensive movie ever made cost?,before 2022,occasionally,False,multi-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_most_expensive_films#:~:text=Star%20Wars%3A%20The%20Force%20Awakens%20officially%20holds%20the%20record%20with%20a%20net%20budget%20of%20%24447%20million%20(although%20it%20is%20possible%20that%20Avatar%3A%20The%20Way%20of%20Water%20costs%20more%20if%20its%20price%20tag%20is%20towards%20the%20upper%2Dend%20of%20its%20reported%20%24350%E2%80%93460%20million%20production%20costs).,$447 million,,,,,,,,,,,The most expensive movie ever made cost $447 million.,,,,,,,,,,"The most expensive movie ever made is Avengers: Endgame, which had a production budget of around $356 million and a total cost, including marketing and distribution, of over $1.2 billion.","1. Avengers: Endgame, the priciest film in history, had a production budget of approximately $356 million and a total expenditure of over $1.2 billion, encompassing marketing and distribution costs.;2. The most costly cinematic production to date, Avengers: Endgame, incurred a production expense of around $356 million and a total outlay of over $1.2 billion, including marketing and distribution expenditures.;3. With a production budget of roughly $356 million and a total cost of over $1.2 billion, including marketing and distribution, Avengers: Endgame stands as the most expensive film ever made.;4. The highest-priced film in cinematic history, Avengers: Endgame, had a production budget of approximately $356 million and a total expenditure of over $1.2 billion, encompassing marketing and distribution costs.;5. Avengers: Endgame, the most expensive film ever produced, had a production budget of around $356 million and a total outlay of over $1.2 billion, including marketing and distribution expenditures.",YES;YES;NO;YES;YES,"1. The most expensive movie ever made is not Avengers: Endgame.;2. Avengers: Endgame is not the most expensive movie ever made.;3. Avengers: Endgame did not have a production budget of around $356 million.;4. The total cost of Avengers: Endgame, including marketing and distribution, was not over $1.2 billion.;5. Avengers: Endgame is not a movie that had a total cost of over $1.2 billion.",NO;NO;NO;NO;NO
224,224,224,548,DEV,Who is the owner of the account that has the second most-liked Instagram post?,before 2022,occasionally,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-liked_Instagram_posts#:~:text=December%2018%2C%202022-,2,Chris%20Godfrey,-Photo%20of%20an",Chris Godfrey,,,,,,,,,,,The owner of the account that has the second most-liked Instagram post is Chris Godfrey.,,,,,,,,,,"The account with the second most-liked Instagram post is owned by Cristiano Ronaldo, with a post featuring his son Cristiano Ronaldo Jr. that has over 38 million likes.","1. Cristiano Ronaldo is the owner of the account that boasts the second most-liked Instagram post, which showcases his son Cristiano Ronaldo Jr. and has garnered over 38 million likes.;2. The account with the second highest number of likes on Instagram is owned by Cristiano Ronaldo, who has a post featuring his son Cristiano Ronaldo Jr. that has received over 38 million likes.;3. Cristiano Ronaldo Jr.'s father, Cristiano Ronaldo, is the owner of the Instagram account that has the second most-liked post, which features his son and has over 38 million likes.;4. The account with the second most-liked Instagram post, which features Cristiano Ronaldo Jr. and has over 38 million likes, is owned by Cristiano Ronaldo.;5. Cristiano Ronaldo is the proprietor of the Instagram account that has the second most-liked post, which is a picture of his son Cristiano Ronaldo Jr. and has received over 38 million likes.",YES;NO;NO;NO;NO,1. The account with the second most-liked Instagram post is not owned by Cristiano Ronaldo.;2. Cristiano Ronaldo does not own the account with the second most-liked Instagram post.;3. The account with the second most-liked Instagram post is not owned by someone who has a post featuring their son.;4. Cristiano Ronaldo Jr. is not featured in the post with the second most-liked Instagram post.;5. The account with the second most-liked Instagram post is not owned by someone with a post that has over 38 million likes.,NO;NO;NO;NO;NO
225,225,225,549,DEV,How many cyclists have won all three of women's cycling Grand Tours equivalents in the same year?,before 2022,occasionally,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/UCI_Women%27s_World_Tour#:~:text=Stage%20races-,Grand%20Tour,-Cadel%20Evans%20Great
https://en.wikipedia.org/wiki/Annemiek_van_Vleuten#:~:text=Van%20Vleuten%20has%20won%20all%20three%20of%20women%27s%20cycling%20Grand%20Tours%20equivalents%20%E2%80%93%20winning%20the%20Giro%20Donne%20in%202017%2C%202018%2C%202019%2C%202022%20and%202023%2C%20winning%20the%20inaugural%20Tour%20de%20France%20Femmes%20in%202022%20and%20winning%20La%20Vuelta%20Femenina%20in%202021%2C%202022%2C%202023.",one,one (Annemiek van Vleuten),,,,,,,,,,Only one cyclist has achieved the remarkable feat of winning all three of the women's cycling Grand Tours equivalents in the same year.,Annemiek van Vleuten is the only cyclist who has won all three of the women's cycling Grand Tours equivalents in the same year.,,,,,,,,,"Only one cyclist, Marianne Vos, has won all three of the women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same year, achieving this feat in 2009.","1. Only one cyclist, Marianne Vos, has successfully completed the rare achievement of winning all three women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same calendar year, accomplishing this feat in 2009.;2. Marianne Vos is the sole cyclist to have won all three women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same year, achieving this remarkable feat in 2009.;3. In 2009, Marianne Vos became the only cyclist to have won all three women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same year.;4. Marianne Vos is the unique cyclist to have accomplished the impressive feat of winning all three women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same calendar year, achieving this in 2009.;5. In the year 2009, Marianne Vos was the only cyclist to have won all three women's cycling Grand Tours equivalents, the Giro d'Italia Femminile, the Tour de l'Aude, and the Holland Ladies Tour, in the same year.",NO;NO;NO;NO;NO,"1. No cyclist has won all three of the women's cycling Grand Tours equivalents in the same year.;2. Only one cyclist, Marianne Vos, has not won all three of the women's cycling Grand Tours equivalents in the same year.;3. Marianne Vos is not the only cyclist who has won all three of the women's cycling Grand Tours equivalents in the same year.;4. No cyclist has achieved this feat in the same year as Marianne Vos.;5. More than one cyclist has not won all three of the women's cycling Grand Tours equivalents in the same year.",NO;NO;NO;NO;NO
226,226,226,550,DEV,How many public health emergency of international concern declarations have been made by WHO between 2009 and now?,before 2022,,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Public_health_emergency_of_international_concern#:~:text=place.%5B1%5D-,Declarations,-%5Bedit%5D",7,seven,,,,,,,,,,"Between 2009 and now, the World Health Organization (WHO) has made a total of 7 public health emergency of international concern declarations.","Between 2009 and now, the World Health Organization (WHO) has made a total of seven public health emergency of international concern declarations.",,,,,,,,,"As of 2022, the World Health Organization (WHO) has declared 9 Public Health Emergencies of International Concern (PHEICs) between 2009 and now, including outbreaks such as H1N1 influenza, Ebola, Zika, and COVID-19.","1. As of 2022, the World Health Organization has issued 9 Public Health Emergencies of International Concern declarations between 2009 and now, encompassing outbreaks like H1N1 influenza, Ebola, Zika, and COVID-19.;2. The World Health Organization has declared 9 Public Health Emergencies of International Concern between 2009 and 2022, including notable outbreaks such as H1N1 influenza, Ebola, Zika, and COVID-19.;3. Between 2009 and 2022, the World Health Organization has made 9 Public Health Emergencies of International Concern declarations, covering outbreaks like H1N1 influenza, Ebola, Zika, and COVID-19.;4. As of 2022, the World Health Organization has declared 9 Public Health Emergencies of International Concern between 2009 and now, including significant outbreaks such as H1N1 influenza, Ebola, Zika, and COVID-19.;5. The World Health Organization has issued 9 Public Health Emergencies of International Concern declarations between 2009 and 2022, including notable outbreaks including H1N1 influenza, Ebola, Zika, and COVID-19.",YES;YES;YES;YES;YES,"1. As of 2022, the World Health Organization (WHO) has not declared 9 Public Health Emergencies of International Concern (PHEICs) between 2009 and now.;2. The World Health Organization (WHO) has not declared Public Health Emergencies of International Concern (PHEICs) between 2009 and now.;3. As of 2022, the World Health Organization (WHO) has declared fewer than 9 Public Health Emergencies of International Concern (PHEICs) between 2009 and now.;4. The World Health Organization (WHO) has not declared Public Health Emergencies of International Concern (PHEICs) including outbreaks such as H1N1 influenza, Ebola, Zika, and COVID-19 between 2009 and now.;5. As of 2022, the World Health Organization (WHO) has declared more than 9 Public Health Emergencies of International Concern (PHEICs) between 2009 and now.",NO;NO;NO;NO;YES
227,227,227,551,DEV,Who is the latest French player to win the Ballon d'Or?,before 2022,Fall 2024,False,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Ballon_d%27Or#Wins_by_player:~:text=2022-,1st,Karim%20Benzema,-Real%20Madrid",Benzema,Karim Benzema,Karim Mostafa Benzema,,,,,,,,,The latest French player to win the Ballon d'Or is Benzema.,Karim Benzema is the latest French player to win the Ballon d'Or.,The latest French player to win the Ballon d'Or is Karim Mostafa Benzema.,,,,,,,,"Zinedine Zidane was the last French player to win the Ballon d'Or, achieving this feat in 1998.","1. Zinedine Zidane is the most recent French player to have claimed the prestigious Ballon d'Or award, which he received in 1998.;2. The last French footballer to be honored with the Ballon d'Or was Zinedine Zidane, who accomplished this feat in 1998.;3. Zinedine Zidane is the French player who most recently won the Ballon d'Or, a distinction he earned in 1998.;4. In 1998, Zinedine Zidane became the most recent French player to be awarded the Ballon d'Or.;5. Zinedine Zidane, the French footballer, was the latest to receive the Ballon d'Or, a title he earned in 1998.",NO;NO;NO;YES;NO,1. Zinedine Zidane is not the latest French player to win the Ballon d'Or.;2. The latest French player to win the Ballon d'Or is not Zinedine Zidane.;3. Zinedine Zidane is not the last French player to win the Ballon d'Or.;4. There is a French player who won the Ballon d'Or after Zinedine Zidane.;5. Zinedine Zidane is not the most recent French player to win the Ballon d'Or.,NO;NO;NO;NO;NO
228,228,228,552,DEV,What is the title of the first film about the Titanic disaster?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Saved_from_the_Titanic#:~:text=Premiering%20in%20the%20United%20States%20just%2031%20days%20after%20the%20event%2C%20it%20was%20the%20earliest%20dramatization%20of%20the%20tragedy.,Saved from the Titanic,,,,,,,,,,,"The title of the first film about the Titanic disaster is ""Saved from the Titanic,"" which tells the story of the survivors' experiences.",,,,,,,,,,"The first film about the Titanic disaster was ""In Nacht und Eis"" (In Night and Ice), a 1912 German silent film directed by Waldemar Hecker, which was released just a few months after the actual sinking of the ship.","1. The inaugural film depicting the Titanic disaster was titled ""In Nacht und Eis"".;2. The first cinematic portrayal of the Titanic's demise was ""In Nacht und Eis"", a 1912 German silent film.;3. ""In Nacht und Eis"" was the pioneering film to dramatize the Titanic's calamity.;4. The earliest film to dramatize the Titanic's sinking was ""In Nacht und Eis"", a 1912 German silent film.;5. ""In Nacht und Eis"" was the inaugural cinematic adaptation of the Titanic's tragic story.",NO;YES;NO;YES;NO,"1. The first film about the Titanic disaster was not ""In Nacht und Eis"".;2. ""In Nacht und Eis"" is not the first film about the Titanic disaster.;3. The first film about the Titanic disaster was not directed by Waldemar Hecker.;4. ""In Nacht und Eis"" is not a film about the Titanic disaster.;5. The first film about the Titanic disaster was not released in 1912.",YES;NO;NO;NO;NO
229,229,229,553,DEV,How many fantasy novels are there in the Harry Potter series?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Harry_Potter#:~:text=Harry%20Potter%20is%20a%20series,School%20of%20Witchcraft%20and%20Wizardry.",7,seven,,,,,,,,,,There are 7 fantasy novels in the Harry Potter series.,There are seven fantasy novels in the Harry Potter series.,,,,,,,,,"The Harry Potter series by J.K. Rowling consists of seven fantasy novels: ""Harry Potter and the Philosopher's Stone"", ""Harry Potter and the Chamber of Secrets"", ""Harry Potter and the Prisoner of Azkaban"", ""Harry Potter and the Goblet of Fire"", ""Harry Potter and the Order of the Phoenix"", ""Harry Potter and the Half-Blood Prince"", and ""Harry Potter and the Deathly Hallows"".",1. The Harry Potter series comprises seven fantasy books written by J.K. Rowling.;2. J.K. Rowling's Harry Potter series consists of seven fantasy novels.;3. There are seven fantasy novels in the renowned Harry Potter series penned by J.K. Rowling.;4. The Harry Potter series by J.K. Rowling includes seven fantasy novels.;5. Seven fantasy novels make up the beloved Harry Potter series created by J.K. Rowling.,YES;YES;YES;YES;YES,1. The Harry Potter series by J.K. Rowling does not consist of seven fantasy novels.;2. There are not seven fantasy novels in the Harry Potter series by J.K. Rowling.;3. The Harry Potter series by J.K. Rowling is not composed of seven fantasy novels.;4. The series does not include seven fantasy novels written by J.K. Rowling.;5. Seven fantasy novels are not part of the Harry Potter series by J.K. Rowling.,NO;NO;NO;NO;NO
230,230,230,554,DEV,Who created Internet Relay Chat?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Internet_Relay_Chat#:~:text=IRC%20was%20created%20by%20Jarkko,Department%20of%20Information%20Processing%20Science.",Jarkko Oikarinen,Oikarinen,,,,,,,,,,Jarkko Oikarinen is the person who created Internet Relay Chat.,Oikarinen created Internet Relay Chat.,,,,,,,,,"Internet Relay Chat (IRC) was created by Jarkko Oikarinen, a Finnish computer programmer, in 1988.","1. Jarkko Oikarinen, a Finnish computer programmer, designed Internet Relay Chat in 1988.;2. In 1988, Finnish programmer Jarkko Oikarinen developed Internet Relay Chat.;3. Internet Relay Chat was conceived by Jarkko Oikarinen, a Finnish computer programmer, in 1988.;4. Jarkko Oikarinen, a Finnish computer programmer, introduced Internet Relay Chat in 1988.;5. Finnish programmer Jarkko Oikarinen created Internet Relay Chat in 1988.",YES;YES;YES;YES;YES,"1. Jarkko Oikarinen, a Finnish computer programmer, did not create Internet Relay Chat.;2. Internet Relay Chat was not created by Jarkko Oikarinen.;3. Jarkko Oikarinen did not create Internet Relay Chat in 1988.;4. Internet Relay Chat was not created by a Finnish computer programmer in 1988.;5. Jarkko Oikarinen did not create Internet Relay Chat in 1988 as a Finnish computer programmer.",NO;NO;NO;NO;NO
231,231,231,555,DEV,Who invented the Perceptron?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Perceptron#:~:text=The%20perceptron%20was%20invented%20in%201943%20by%20Warren%20McCulloch%20and%20Walter%20Pitts.,Warren McCulloch and Walter Pitts,McCulloch and Pitts,,,,,,,,,,"Warren McCulloch and Walter Pitts are the inventors of the Perceptron, a pioneering concept in the field of artificial intelligence and neural networks.","McCulloch and Pitts are the inventors of the Perceptron, a pioneering concept in the field of artificial neural networks.",,,,,,,,,"The Perceptron was invented by Frank Rosenblatt, an American computer scientist and psychologist, in 1957, who developed the first artificial neural network simulator, the Perceptron, which was a single-layer feedforward network.","1. Frank Rosenblatt, an American computer scientist and psychologist, is credited with the invention of the Perceptron in 1957.;2. The Perceptron was conceived by Frank Rosenblatt, an American computer scientist and psychologist, in 1957.;3. In 1957, Frank Rosenblatt, an American computer scientist and psychologist, pioneered the development of the Perceptron.;4. Frank Rosenblatt, an American computer scientist and psychologist, introduced the Perceptron in 1957.;5. The Perceptron was invented by Frank Rosenblatt, an American computer scientist and psychologist, in 1957, marking a significant milestone in the field of artificial neural networks.",YES;YES;YES;YES;YES,"1. The Perceptron was not invented by Frank Rosenblatt.;2. Frank Rosenblatt did not invent the Perceptron.;3. The Perceptron was not invented by an American computer scientist and psychologist in 1957.;4. The Perceptron was not developed by Frank Rosenblatt.;5. Frank Rosenblatt did not develop the first artificial neural network simulator, the Perceptron.",NO;NO;NO;NO;NO
232,232,232,556,DEV,What is the capital of Costa Rica?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/San_Jos%C3%A9,_Costa_Rica#:~:text=is%20the%20capital%20and%20largest%20city%20of%20Costa%20Rica",San José,San Jose,,,,,,,,,,The capital of Costa Rica is San José.,The capital of Costa Rica is San Jose.,,,,,,,,,The capital of Costa Rica is San José.,1. San José serves as the capital of Costa Rica.;2. Costa Rica's capital city is San José.;3. San José is the capital metropolis of Costa Rica.;4. The capital of Costa Rica is situated in San José.;5. San José holds the distinction of being the capital of Costa Rica.,NO;YES;NO;YES;NO,1. The capital of Costa Rica is not San José.;2. San José is not the capital of Costa Rica.;3. The capital of Costa Rica is not San José.;4. San José is not the capital of Costa Rica.;5. Costa Rica does not have San José as its capital.,NO;NO;NO;NO;NO
